"","Target","Molecule","ScaID"
"374","WNT3A","HQPRJYQZDYZZOA-UHFFFAOYSA-N","Sca179902"
"375","WNT3A","HQPRJYQZDYZZOA-UHFFFAOYSA-N","Sca174827"
"376","WNT3A","HQPRJYQZDYZZOA-UHFFFAOYSA-N","Sca165424"
"377","WNT3A","KRIKILRRJCIWNB-UHFFFAOYSA-N","Sca171472"
"378","WNT3A","KRIKILRRJCIWNB-UHFFFAOYSA-N","Sca165305"
"379","WNT3A","NBISXOSUCKEWEA-UHFFFAOYSA-N","Sca171472"
"380","WNT3A","NBISXOSUCKEWEA-UHFFFAOYSA-N","Sca165305"
"381","HG2A","QCVFWWFGAKRNHR-UHFFFAOYSA-N","Sca82630"
"382","HG2A","JBLOHPBDSXSVNC-UHFFFAOYSA-N","Sca82919"
"383","HG2A","OMDGGXZLVWQNQJ-UHFFFAOYSA-N","Sca82891"
"384","HG2A","DXZBVPJKNGQDSA-UHFFFAOYSA-N","Sca82891"
"385","HG2A","AMSFCNUCSFWCJW-UHFFFAOYSA-N","Sca82891"
"386","HG2A","FGUVGHPZGGMLJY-UHFFFAOYSA-N","Sca82630"
"387","HG2A","LYFKQHVCRNURSR-UHFFFAOYSA-N","Sca82655"
"388","UBA6","PGAMXUGSHMQFKD-BPAMBQHCSA-N","Sca204839"
"389","UBA6","PGAMXUGSHMQFKD-BPAMBQHCSA-N","Sca197763"
"390","PSB10","UHNYITHLNFUAIN-VTNASVEKSA-N","Sca244798"
"391","PSB10","WQAVPPWWLLVGFK-VTNASVEKSA-N","Sca240075"
"392","CALCA","CGDZXLJGHVKVIE-DNVCBOLYSA-N","Sca98586"
"393","CALCA","AZAANWYREOQRFB-SETSBSEESA-N","Sca200478"
"394","CALCA","AZAANWYREOQRFB-SETSBSEESA-N","Sca189892"
"395","CALCA","DNKYDHSONDSTNJ-XJVRLEFXSA-N","Sca6321"
"396","CALCA","BXNUIUWCMHAHET-OAQYLSRUSA-N","Sca77536"
"397","CALCA","ITIXDWVDFFXNEG-JHOUSYSJSA-N","Sca77534"
"398","CALCA","QBDDCUKCEKLYLG-UHFFFAOYSA-N","Sca189903"
"399","CALCA","NDACAFBDTQIYCQ-YVQXRMNASA-N","Sca6321"
"400","CD38","HJCHDZGEJHNQGD-WKILWMFISA-N","Sca255035"
"401","CD38","HGZNNZYWRLBABG-SHTZXODSSA-N","Sca255033"
"402","CD38","KEKZQVPNLJQCJI-HDJSIYSDSA-N","Sca255033"
"403","CD38","HRPDLIRHUMUQDQ-KOMQPUFPSA-N","Sca255033"
"404","CD38","UIVBIWLDRWZDHF-UHFFFAOYSA-N","Sca255039"
"405","CD38","CSWOETBECUDEEP-UHFFFAOYSA-N","Sca255035"
"406","CD38","XUKGFHFFJJOKKL-UHFFFAOYSA-N","Sca255039"
"407","CD38","YBWVXXAXRAVRND-UHFFFAOYSA-N","Sca255033"
"408","CD38","FIQSZTRGRSNAMH-MQMHXKEQSA-N","Sca255035"
"409","CD38","KYBPXBQXLVGFOP-UHFFFAOYSA-N","Sca255039"
"410","CD38","DLBNZKGJZYSGJF-CTYIDZIISA-N","Sca255033"
"411","CD38","XPEBLJSPHXLWGT-HDJSIYSDSA-N","Sca255042"
"412","CD38","OQXFWZCVLGUTPB-IYARVYRRSA-N","Sca255033"
"413","CD38","QTPNZZJIUZTFRK-UHFFFAOYSA-N","Sca255039"
"414","CD38","HJBLPDHCMRUFHW-WKILWMFISA-N","Sca255033"
"415","CD38","KYZOKRJDUREGKD-HDJSIYSDSA-N","Sca255047"
"416","CD38","QACJQHGIQZKMAR-UHFFFAOYSA-N","Sca255035"
"417","CD38","BVXZLOGAKHSZND-CTYIDZIISA-N","Sca255035"
"418","CD38","AEIHHQCRNRWFDR-HDJSIYSDSA-N","Sca255039"
"419","CD38","QADCFCAKUGGZJW-MQMHXKEQSA-N","Sca255039"
"420","CD38","IDGSKYUWGRYWPT-UHFFFAOYSA-N","Sca255049"
"421","CD38","SOJGGKJWRAVHNW-WKILWMFISA-N","Sca255047"
"422","CD38","JQZFVAWTPLKKSF-UHFFFAOYSA-N","Sca255051"
"423","CD38","XONPLHPMAURMJL-UHFFFAOYSA-N","Sca255039"
"424","CD38","XQJZHWDHSXMPFF-KOMQPUFPSA-N","Sca255039"
"425","CD38","VOHWAEFKDIHGLY-IYARVYRRSA-N","Sca255033"
"426","CD38","VJQALSOBHVEJQM-QAQDUYKDSA-N","Sca255033"
"427","CD38","DMHJHSKVAFHFOT-UHFFFAOYSA-N","Sca255039"
"428","CD38","UPPIWUSHSPAOJF-CHWSQXEVSA-N","Sca255039"
"429","CD38","AEOVRVHUZLTCMU-MQMHXKEQSA-N","Sca255042"
"430","CD38","DMFWZMBVUGWLCQ-UHFFFAOYSA-N","Sca255039"
"431","CD38","ZWGQYCJBHPXEPF-UHFFFAOYSA-N","Sca255039"
"432","CD38","BIFSNDSAGPUPAP-UHFFFAOYSA-N","Sca255039"
"433","CD38","PHNISBVYCVYISH-UHFFFAOYSA-N","Sca255039"
"434","CD38","SBFSSKKJPPYCSR-UHFFFAOYSA-N","Sca255039"
"435","CD38","MQZXDPKDXSHACX-UHFFFAOYSA-N","Sca255042"
"436","CD38","WJIVDQUOECKURQ-AULYBMBSSA-N","Sca255039"
"437","CD38","LVKIZZWITJCZAO-AULYBMBSSA-N","Sca255039"
"438","CD38","MFSSHCDVFJPDHJ-UHFFFAOYSA-N","Sca255039"
"439","CD38","CDXXZIOUJHVQMO-CTYIDZIISA-N","Sca255039"
"440","CD38","DOPAYNPSNQQSRM-KOMQPUFPSA-N","Sca255033"
"441","CD38","PJJIVROEUNEVOG-UHFFFAOYSA-N","Sca133032"
"442","CD38","VTRMEFAHIDGTBJ-UHFFFAOYSA-N","Sca255033"
"443","CD38","LVSOXTLPGDTVEC-DOMZBBRYSA-N","Sca255039"
"444","CD38","ADFAWIIDRUZFJT-SHTZXODSSA-N","Sca255035"
"445","CD38","CZTGOQSKCZVGPO-UHFFFAOYSA-N","Sca255039"
"446","CD38","LVSOXTLPGDTVEC-WFASDCNBSA-N","Sca255039"
"447","CD38","QGWDWRRZTVUVKB-QAQDUYKDSA-N","Sca255035"
"448","CD38","QZSMIFYJVNGNEY-UHFFFAOYSA-N","Sca255039"
"449","CD38","HMWAKSCAHPAVEE-UHFFFAOYSA-N","Sca255039"
"450","CD38","HNDMAVYDWZHBTK-UHFFFAOYSA-N","Sca255039"
"451","CD38","DZNPBSFQHHTVEI-UHFFFAOYSA-N","Sca255039"
"452","CD38","JSPUEGWBSKAOJC-UHFFFAOYSA-N","Sca255043"
"453","CD38","RZRYAHXQLVPLIH-UHFFFAOYSA-N","Sca255039"
"454","CD38","VOXXOUBHHMGKFF-UHFFFAOYSA-N","Sca255039"
"455","CD38","LPXYMTVRTJZZMF-WKILWMFISA-N","Sca255041"
"456","CD38","VDOCAIOXRHMIFP-UHFFFAOYSA-N","Sca255039"
"457","CD38","ODGOHANETZJRIS-UHFFFAOYSA-N","Sca255039"
"458","CD38","GZYBMNSSZHWNFF-UHFFFAOYSA-N","Sca255039"
"459","CD38","NMBAKNSXUASOOK-UHFFFAOYSA-N","Sca255039"
"460","CD38","YNCGIHNGHPENEQ-UHFFFAOYSA-N","Sca255039"
"461","CD38","ONQZZRQBNMKTST-UHFFFAOYSA-N","Sca255039"
"462","CD38","XMZBWFLDXDKJSK-UHFFFAOYSA-N","Sca255039"
"463","CD38","FHCMCSXXDOVYLW-UHFFFAOYSA-N","Sca255039"
"464","CD38","MOKKZCCTNRQAHN-UHFFFAOYSA-N","Sca255039"
"465","CD38","LOJCSTRHSDHULY-UHFFFAOYSA-N","Sca255039"
"466","CD38","QBRDVXLJTSSKHA-UHFFFAOYSA-N","Sca255039"
"467","CD38","VZSUHMSVIQXXMK-UHFFFAOYSA-N","Sca255039"
"468","CD38","OAYVTXJSLVPLQP-UHFFFAOYSA-N","Sca255039"
"469","CD38","LVKIZZWITJCZAO-BJHJDKERSA-N","Sca255039"
"470","CD38","JWTNGHSTZHXTEI-UHFFFAOYSA-N","Sca255039"
"471","CD38","GDJPSUNLWNVYIH-UHFFFAOYSA-N","Sca255039"
"472","CD38","ZPHDUUDYARVFOB-UHFFFAOYSA-N","Sca255039"
"473","CD38","QMUKXFROXCOBER-UHFFFAOYSA-N","Sca255039"
"474","CD38","VUHUFXYMOCQDNL-UHFFFAOYSA-N","Sca133032"
"475","CD38","BKBGRHJKORKCFW-UHFFFAOYSA-N","Sca255039"
"476","CD38","LFBXDZBYLPPAHI-UHFFFAOYSA-N","Sca255039"
"477","XBP1","YPZRDXUBXUFGQX-UHFFFAOYSA-M","Sca157347"
"478","XBP1","WFOACGQBBBLAIM-UHFFFAOYSA-N","Sca246268"
"479","XBP1","FYTDXOGJMXIITH-UHFFFAOYSA-N","Sca246268"
"480","XBP1","UCAFJBSQKXVPDX-UHFFFAOYSA-N","Sca261797"
"481","XBP1","YCQANNMZZHKNIZ-ZLIHTVQJSA-N","Sca264081"
"482","XBP1","NQFSVTNYDHJLAT-BKEOZZTQSA-N","Sca264075"
"483","XBP1","FPSHEXYMLFPCLF-LVWWODSESA-N","Sca264081"
"484","PLGF","XNFNMVVCSJDPPE-ZHJAKEBVSA-N","Sca179257"
"485","PLGF","WTIWNWJCVLLHKW-FGGKEPPBSA-N","Sca179260"
"486","PLGF","VKYWZTDFDFCHTC-NKQUKQHVSA-N","Sca179254"
"487","PLGF","OCWAVXDKOXTVMR-DEHOOOJBSA-N","Sca179251"
"488","PLGF","GXWIPZUWQQNHGA-BMHTYJBBSA-N","Sca179263"
"489","PLGF","PSHTWLDWKUGJNS-ZCUGKWHYSA-N","Sca179265"
"490","PLGF","PSHTWLDWKUGJNS-YOQNWUPSSA-N","Sca179265"
"491","PLGF","NUAVLYAMYMIYMQ-XLUOEVAHSA-N","Sca179226"
"492","PLGF","AVENPJLXPORGIV-AACLAAPASA-N","Sca179246"
"493","PLGF","DHWJUOUREGIDIK-LFCYLIFCSA-N","Sca179226"
"494","PLGF","LBBUBAQMBVLGGF-SZPIYGEDSA-N","Sca179265"
"495","PLGF","ODHSAUHYPXHJGT-LQLMSOFXSA-N","Sca179249"
"496","PLGF","XZZZULWTZVXHQA-LEJPJESASA-N","Sca179270"
"497","PLGF","QVCTYFHVUQGUCT-CZDMZPTHSA-N","Sca179226"
"498","PLGF","KOEOLLOLIPGAAN-YPFRLUKASA-N","Sca179226"
"499","PLGF","FMOHPVGQHJFFCM-SOHUEORBSA-N","Sca179265"
"500","TPOR","GKXBZIZTMGDJFJ-JWGURIENSA-N","Sca161772"
"501","TPOR","VSVPLICYROLNNW-JWGURIENSA-N","Sca161814"
"502","TPOR","VGABBPNDLHRNOQ-HMAPJEAMSA-N","Sca161771"
"503","TPOR","YMJFWAZRZUTXJC-QNGOZBTKSA-N","Sca161772"
"504","TPOR","ZBCZFPJRXQRPGM-PLRJNAJWSA-N","Sca161771"
"505","TPOR","QEALRNYJQFKVHJ-QNGOZBTKSA-N","Sca161772"
"506","TPOR","NXQDHHINNZIVQT-HAHDFKILSA-N","Sca161813"
"507","TPOR","ZVQMLFYTXIMFOF-HMAPJEAMSA-N","Sca161771"
"508","TPOR","PUEZQFVXWUGNLH-QJOMJCCJSA-N","Sca161772"
"509","ICAM1","JFOZKMSJYSPYLN-QHCPKHFHSA-N","Sca159361"
"510","LYAM1","SERRSGRGANILJR-UHFFFAOYSA-N","Sca87110"
"511","ITA4","PORQBGUSJHJLPQ-QHCPKHFHSA-N","Sca110623"
"512","ITA4","GWZJIEHVGSRWQJ-SFTDATJTSA-N","Sca92681"
"513","ITA4","IFGXOTDKEWTBFF-OALUTQOASA-N","Sca92681"
"514","ITA4","GIGIMGKAFFGNRE-UGKGYDQZSA-N","Sca116194"
"515","ITA4","YNJNDBAQPYNBTR-PMACEKPBSA-N","Sca92681"
"516","ITA4","VBQLKAJJKQAJIM-QPTUXGOLSA-N","Sca159922"
"517","ITA4","VBQLKAJJKQAJIM-QPTUXGOLSA-N","Sca159996"
"518","ITA4","MSLKEFBOXBUEPF-GOTSBHOMSA-N","Sca92681"
"519","ITA4","KSXOGEYJDPMNEE-UHFFFAOYSA-N","Sca117391"
"520","ITA4","GMINLGKKNUFSSX-SFTDATJTSA-N","Sca92681"
"521","ITA4","IZGCHFAIPPDHJS-NYMACZPPSA-N","Sca117389"
"522","ITA4","LLULTILUFGKYFX-PXLJZGITSA-N","Sca103728"
"523","ITA4","NVSWYFNJDUCDCI-SFTDATJTSA-N","Sca92681"
"524","ITA4","HVYQTZIUJILNAJ-DEOSSOPVSA-N","Sca110623"
"525","ITA4","MONYNIRDTFXWKB-IAXKEJLGSA-N","Sca110623"
"526","ITA4","HIRZLJKWWPKJHG-VXKWHMMOSA-N","Sca92681"
"527","ITA4","RNXGBBKKJJGNNS-PMACEKPBSA-N","Sca77872"
"528","ITA4","ONVNHFRCIGUQMP-FQEVSTJZSA-N","Sca110624"
"529","ITA4","POPRDNSEBXLJLF-VMPREFPWSA-N","Sca103726"
"530","ITA4","QISZKMMCJDRPAF-YTFSRNRJSA-N","Sca159922"
"531","ITA4","WEBZMJPCAJJKTN-NRFANRHFSA-N","Sca110623"
"532","ITA4","AQFDERFJIWDDCF-NRFANRHFSA-N","Sca110928"
"533","ITA4","FKXHSLYDCOCXSG-ZEQRLZLVSA-N","Sca103738"
"534","ITA4","REDKKVINILPCFB-OALUTQOASA-N","Sca92681"
"535","ITA4","OLNROGQGRXSEDN-XUVXKRRUSA-N","Sca160042"
"536","ITA4","ZNPQPNSOQCGUTL-NRFANRHFSA-N","Sca110623"
"537","ITA4","ICYQFAXGIFGNST-PMACEKPBSA-N","Sca92681"
"538","ITA4","SEBDKUQTAVRLGT-RBZQAINGSA-N","Sca159922"
"539","ITA4","SEBDKUQTAVRLGT-RBZQAINGSA-N","Sca159996"
"540","ITA4","BBJDKAQNUQEOHQ-ROUUACIJSA-N","Sca92681"
"541","ITA4","TVEYZMJRXVGMPY-PMACEKPBSA-N","Sca92681"
"542","ITA4","NXXULCNLVLCQMW-QPTUXGOLSA-N","Sca159962"
"543","ITA4","VEWPLVJCTPFFPB-QFIPXVFZSA-N","Sca110623"
"544","ITA4","VOYBRZYJCDABSR-LXLYTFERSA-N","Sca160066"
"545","ITA4","CJSJCPSXRGQDKE-KYAQHZTFSA-N","Sca99079"
"546","ITA4","CWGHGLXCBRDJKD-IBGZPJMESA-N","Sca110904"
"547","ITA4","IGQAJLNWDRBAAB-SANMLTNESA-N","Sca110622"
"548","ITA4","RNONHKYHQFSZDY-REWPJTCUSA-N","Sca116197"
"549","ITA4","LHLHKPCPTPRBAT-ZEQRLZLVSA-N","Sca92681"
"550","ITA4","CUJUCMOKDGIBMR-ZEQRLZLVSA-N","Sca103738"
"551","ITA4","SLEPRLLRUJDHNF-NRFANRHFSA-N","Sca110624"
"552","ITA4","RZTVQLZODGPXAG-FQEVSTJZSA-N","Sca110623"
"553","ITA4","DWWRBBBYJCGWGH-OPXMRZJTSA-N","Sca117385"
"554","ITA4","DYQOZATVQQMJJY-QPTUXGOLSA-N","Sca159922"
"555","ITA4","DYQOZATVQQMJJY-QPTUXGOLSA-N","Sca159996"
"556","ITA4","AEAYDNFPSLYSOA-UIUQJESISA-N","Sca117391"
"557","ITA4","UHUMNACSISLLBS-HZXVKSMZSA-N","Sca146175"
"558","ITA4","YAEVLJNHQBMRGU-ICTDUYRTSA-N","Sca117391"
"559","ITA4","SRARTUKACIVLMP-YNJKOYDBSA-N","Sca146163"
"560","ITA4","GKVFPAULNAWNJX-WIIGKZCBSA-N","Sca159912"
"561","ITA4","SWCNXPKXNIGCDX-SFTDATJTSA-N","Sca77872"
"562","ITA4","BGUIDBFPVBVYLX-NRFANRHFSA-N","Sca110928"
"563","ITA4","LTYMJLTXGNXFIQ-VMPREFPWSA-N","Sca103726"
"564","ITA4","HGUWOMZELHHUQV-QHCPKHFHSA-N","Sca1686"
"565","ITA4","RJMUZBGFVXULMJ-SMCANUKXSA-N","Sca103726"
"566","ITA4","XPOXILWLEPQOOH-FQEVSTJZSA-N","Sca110904"
"567","ITA4","IIABHYNBTSJROG-PMACEKPBSA-N","Sca92681"
"568","ITA4","RWWRKXWQTNULEA-BGERDNNASA-N","Sca110623"
"569","ITA4","UOQRUCISSASGLE-VWLOTQADSA-N","Sca110623"
"570","ITA4","WFRWRDPACMNSEM-PWRODBHTSA-N","Sca159922"
"571","ITA4","OIGUWMRWUNGANB-QHCPKHFHSA-N","Sca110623"
"572","ITA4","QGBXCDHCSWUMCT-IBGZPJMESA-N","Sca110624"
"573","ITA4","BEYSUVLDGBAATA-QTLFVIRPSA-N","Sca99084"
"574","ITA4","SNMVGQOESNPUOV-ROUUACIJSA-N","Sca92681"
"575","ITA4","CIIULLSFEQSQLM-WUFINQPMSA-N","Sca103726"
"576","ITA4","HMAGWXRVRVMHGK-ICDZXHCJSA-N","Sca159922"
"577","ITA4","HMAGWXRVRVMHGK-ICDZXHCJSA-N","Sca159996"
"578","ITA4","MYLLZAZDNANPCL-QFIPXVFZSA-N","Sca1686"
"579","ITA4","RWXLEGJTWXHYFT-PMACEKPBSA-N","Sca92681"
"580","ITA4","JHBJKRQQEIQKHE-IBGZPJMESA-N","Sca110623"
"581","ITA4","SUPGBSSFNJDXNH-OXIOLLRCSA-N","Sca120507"
"582","ITA4","XWUZBYZNZYQJKF-ZEQRLZLVSA-N","Sca92681"
"583","ITA4","ULIGFGCKRRTCOA-UIOOFZCWSA-N","Sca103731"
"584","ITA4","CGYFLQMZKNWLEB-XGRCMKMKSA-N","Sca11800"
"585","ITA4","VSDOKMSXOUYHRM-NSOVKSMOSA-N","Sca103726"
"586","ITA4","QQBPXAXSFYBAFJ-SFTDATJTSA-N","Sca92681"
"587","ITA4","UXELCDHPQCTKTR-IBGZPJMESA-N","Sca110904"
"588","ITA4","JRJYASJXABFMAT-KYJUHHDHSA-N","Sca103726"
"589","ITA4","MZPKCSOECXTYLC-ICTDUYRTSA-N","Sca117389"
"590","ITA4","QMJSEFHKEFJHPI-YGOYIFOWSA-N","Sca146167"
"591","ITA4","NLJJQBFMCWFYIW-PMACEKPBSA-N","Sca92681"
"592","ITA4","AJRKSLWLFLTFCK-CUNXSJBXSA-N","Sca11800"
"593","ITA4","TZFKCNHTXQSQLT-NYMACZPPSA-N","Sca146155"
"594","ITA4","WBCOIWFOZDTSAF-FRXPANAUSA-N","Sca159912"
"595","ITA4","BPJJOQAMMGQDDF-UHFFFAOYSA-N","Sca117391"
"596","ITA4","CTRIJHIVZHRDHX-CMOCDZPBSA-N","Sca116174"
"597","ITA4","ANNOKGXWULWTGK-DQEYMECFSA-N","Sca103733"
"598","ITA4","IWGNNKVAMHXIPW-ROUUACIJSA-N","Sca92681"
"599","ITA4","QVHYHKMNKKORNL-NYMACZPPSA-N","Sca146159"
"600","ITA4","FVAIVLVJBJHRGN-NRFANRHFSA-N","Sca110623"
"601","ITA4","VLSKTGIWTDJHAN-ICTDUYRTSA-N","Sca146190"
"602","ITA4","HJAWHIKGQTVOTF-HZXVKSMZSA-N","Sca146171"
"603","ITA4","ZIZMAANWJMCCKV-MHZHKKNFSA-N","Sca146182"
"604","ITA4","KXHIBDMMVZVZBW-LSYYVWMOSA-N","Sca103726"
"605","ITA4","FBKITRIRLKVKDU-SFTDATJTSA-N","Sca116174"
"606","ITA4","KCHWAIVFBMDFOL-OXIOLLRCSA-N","Sca120507"
"607","ITA4","BOLRFCDFAQTBDV-MHZHKKNFSA-N","Sca117391"
"608","ITA4","CTRIJHIVZHRDHX-MYGLTJDJSA-N","Sca116174"
"609","ITA4","YAUSGTWYQGTRDL-OALUTQOASA-N","Sca77872"
"610","ITA4","AZWIIFCIAADKFM-PMACEKPBSA-N","Sca92681"
"611","ITA4","KXZVOFJZEJPONQ-BQSWYOCVSA-N","Sca99082"
"612","ITA4","JZVURHUDNORTIE-NYMACZPPSA-N","Sca117393"
"613","ITA4","SFDMPCQUNHHBRT-WUFINQPMSA-N","Sca103751"
"614","ITA4","OOYFOUHICCOHRQ-CVLSMVSNSA-N","Sca120503"
"615","ITA4","XWFOQFNTOYPKSS-FQEVSTJZSA-N","Sca110624"
"616","ITA4","QWIJSVXVEPHLFX-IDPUZZCCSA-N","Sca99077"
"617","ITA4","ZPNLLELWSXAWRB-RBZQAINGSA-N","Sca159922"
"618","ITA4","ZPNLLELWSXAWRB-RBZQAINGSA-N","Sca159996"
"619","ITA4","VWDASDWMYRCPOB-KYJUHHDHSA-N","Sca103740"
"620","ITA4","WQKGOLGYPXZSSX-QFIPXVFZSA-N","Sca110623"
"621","ITA4","OIMQYWATTYNADK-OXIOLLRCSA-N","Sca120505"
"622","ITA4","MUAVLVQNZMLEAP-ICTDUYRTSA-N","Sca146192"
"623","ITA4","XFVTZTQCGZVSDX-PMACEKPBSA-N","Sca92681"
"624","ITA4","BOZBYFDEPITTPF-KYJUHHDHSA-N","Sca103726"
"625","ITA4","GLJNHEQKGADNBQ-VXKWHMMOSA-N","Sca11800"
"626","ITA4","XUKMLGOSDAVWPM-DQEYMECFSA-N","Sca103737"
"627","ITA4","VSPGOHCWYWVAIX-NRFANRHFSA-N","Sca110623"
"628","ITA4","DOJRXKAOYCDVRA-VXKWHMMOSA-N","Sca92681"
"629","ITA4","AGLXNRRKSIENTD-KRWDZBQOSA-N","Sca110624"
"630","ITA4","MYVWWHHYGXPOOR-QFIPXVFZSA-N","Sca110623"
"631","ITA4","ZRZRMFPBYJFMQN-BPARTEKVSA-N","Sca110623"
"632","ITA4","BTGVFQXCQFVKOT-FQEVSTJZSA-N","Sca110624"
"633","ITA4","FPQBJCFWZGCTHD-KYJUHHDHSA-N","Sca103726"
"634","ITA4","DJDNQYHILBKCSK-OALUTQOASA-N","Sca92681"
"635","ITA4","PQAJPRNIUFHIOE-QFIPXVFZSA-N","Sca110623"
"636","ITA4","GAMPPXBDIFOQMZ-VMPREFPWSA-N","Sca103726"
"637","ITA4","ALXNISHJJRZATF-YTMVLYRLSA-N","Sca103726"
"638","ITA4","TZXKLMVMNJVFHX-SVBPBHIXSA-N","Sca103738"
"639","ITA4","OIQZAMZTLHTQQB-MDNUFGMLSA-N","Sca160063"
"640","ITA4","QYLBKXAXCZCWNI-UIOOFZCWSA-N","Sca103733"
"641","ITA4","DWWRBBBYJCGWGH-YNJKOYDBSA-N","Sca117385"
"642","ITA4","MOLSBIJQBRSJQZ-MHZHKKNFSA-N","Sca117391"
"643","ITA4","RPYHKNXKWKZJCZ-YCKQIAHZSA-N","Sca120511"
"644","ITA4","QEPXZBPJIPFLAZ-OALUTQOASA-N","Sca92681"
"645","ITA4","RIGBAGKCAINEEX-UHFFFAOYSA-N","Sca117391"
"646","ITA4","IDUJCWSNHNVWRK-SLTKKEMYSA-N","Sca146179"
"647","ITA4","GZKJUWNVJUCJGE-IBGZPJMESA-N","Sca110624"
"648","ITA4","JRYRCJCRZSYGMZ-QHCPKHFHSA-N","Sca110623"
"649","ITA4","KXDHHOHONIXTFW-SVBPBHIXSA-N","Sca103736"
"650","ITA4","UIGJZBBMXXMIRM-SFTDATJTSA-N","Sca92681"
"651","ITA4","WIBDJDYXWICGSX-SFTDATJTSA-N","Sca92681"
"652","ITA4","ZVYKWIXTSCOLQS-NYMACZPPSA-N","Sca117385"
"653","ITA4","IXKJOSLEQCGVAX-SFTDATJTSA-N","Sca92681"
"654","ITA4","CTRIJHIVZHRDHX-INAZGPRKSA-N","Sca116174"
"655","ITA4","WRDAJCAOSGLLQW-SFTDATJTSA-N","Sca92681"
"656","ITA4","WSLYGTJBLAWGMH-UPRLRBBYSA-N","Sca159990"
"657","ITA4","FQJKZZROWKIEKJ-QFIPXVFZSA-N","Sca110623"
"658","ITA4","FIDSZJIEJDCVCK-UIOOFZCWSA-N","Sca103742"
"659","ITA4","BXUFJUMJIGONEH-CPESWEKQSA-N","Sca146186"
"660","ITA4","FHRCPGGLVYYPQM-GOTSBHOMSA-N","Sca92681"
"661","ITA4","HYXDOLUWKMWHER-ROUUACIJSA-N","Sca92681"
"662","ITA4","VVZGYMGXVWZKDS-QHCPKHFHSA-N","Sca110623"
"663","ITA4","CFXNSLXHWYNOJM-YTMVLYRLSA-N","Sca103726"
"664","ITA4","JKNAIRNASBFJCR-JDXGNMNLSA-N","Sca103726"
"665","ITA4","KDGCHSNISWPLLL-RBZQAINGSA-N","Sca159922"
"666","ITA4","KDGCHSNISWPLLL-RBZQAINGSA-N","Sca159996"
"667","ITA4","WKOSSYRAWDMPBE-VMPREFPWSA-N","Sca103726"
"668","SFRP1","KHJCNXWNUWJMQA-UHFFFAOYSA-N","Sca120451"
"669","SFRP1","LXMVIRZQJKZCNH-SANMLTNESA-N","Sca120494"
"670","SFRP1","OFNCRSCSSBSRLH-QFIPXVFZSA-N","Sca120495"
"671","SFRP1","FCXCNDHEICKHMB-QHCPKHFHSA-N","Sca120495"
"672","SFRP1","KTXPWQMRCCXMLX-UHFFFAOYSA-N","Sca145921"
"673","SFRP1","PVSIUMMRWKXDQI-UHFFFAOYSA-N","Sca145923"
"674","SFRP1","ORINJDXPCRWIDA-UHFFFAOYSA-N","Sca126949"
"675","SFRP1","CUKVPVAQKUDUCX-FQEVSTJZSA-N","Sca120495"
"676","SFRP1","AFFKILKRCQTYFJ-QFIPXVFZSA-N","Sca120497"
"677","SFRP1","FCXCNDHEICKHMB-HSZRJFAPSA-N","Sca120495"
"678","SFRP1","OJSUGALSWDZDPW-UHFFFAOYSA-N","Sca120451"
"679","SFRP1","KFRQUJGHHZKEBM-NRFANRHFSA-N","Sca120495"
"680","SFRP1","SSUGDKOLNYAHSD-UHFFFAOYSA-N","Sca120451"
"681","SFRP1","IPZIECHJCHUYLR-UHFFFAOYSA-N","Sca120451"
"682","SFRP1","XVNXQYZVQVAWDS-SANMLTNESA-N","Sca120494"
"683","SFRP1","XFXVQPUPMFDVMJ-UHFFFAOYSA-N","Sca120451"
"684","SFRP1","RGUYWJIIGGMBKL-UHFFFAOYSA-N","Sca120451"
"685","SFRP1","NRLJWPWRBPODBR-VWLOTQADSA-N","Sca120495"
"686","SFRP1","ZMBNIOOXNAOASY-UHFFFAOYSA-N","Sca120451"
"687","SFRP1","JFLCMQLJIGPPDH-QHCPKHFHSA-N","Sca120495"
"688","SFRP1","CVIGLQTTWLTQEY-QHCPKHFHSA-N","Sca120495"
"689","SFRP1","JFPHZEPZNXSNSJ-QHCPKHFHSA-N","Sca120495"
"690","SFRP1","XIZVLGVGWZCHHV-QFIPXVFZSA-N","Sca120495"
"691","SFRP1","WAWYMBXODUTKBX-VWLOTQADSA-N","Sca120536"
"692","SFRP1","GMKQKEGOSSISFQ-MRXNPFEDSA-N","Sca145948"
"693","SFRP1","QEZJBOCRIJFLSU-IBGZPJMESA-N","Sca120500"
"694","SFRP1","AERQFFVIPCVLOX-UHFFFAOYSA-N","Sca145942"
"695","SFRP1","SCZIDLPYDKQSDR-QFIPXVFZSA-N","Sca120495"
"696","SFRP1","NXZLEGQRQRCEMR-UHFFFAOYSA-N","Sca120451"
"697","SFRP1","HRJIEWRZLGFGAR-UHFFFAOYSA-N","Sca120451"
"698","SFRP1","AELXQWOSRFXARF-UHFFFAOYSA-N","Sca120451"
"699","SFRP1","MLOSYDVMRNVHCU-UHFFFAOYSA-N","Sca120451"
"700","SFRP1","GMKQKEGOSSISFQ-INIZCTEOSA-N","Sca145948"
"701","SFRP1","CMBLTTQIISKVDF-UHFFFAOYSA-N","Sca145945"
"702","SFRP1","DZZDRRLIAVIQQC-UHFFFAOYSA-N","Sca120451"
"703","SFRP1","FCMPZNLRTQBTNK-UHFFFAOYSA-N","Sca120451"
"704","SFRP1","JXGZVPQNJLPIJI-UHFFFAOYSA-N","Sca145923"
