"Target","Molecule"
"HCK","DMXWTHVOLSODIU-RUZDIDTESA-N"
"SRC","DMXWTHVOLSODIU-RUZDIDTESA-N"
"ABL1","DMXWTHVOLSODIU-RUZDIDTESA-N"
"KSYK","BOAKEOMCZWRBDF-RDDDGLTNSA-N"
"AURKA","BOAKEOMCZWRBDF-RDDDGLTNSA-N"
"AURKB","BOAKEOMCZWRBDF-RDDDGLTNSA-N"
"KSYK","UVAKITWUHZQGNR-NXEZZACHSA-N"
"AURKA","UVAKITWUHZQGNR-NXEZZACHSA-N"
"KSYK","WVDKJJLIGILVRJ-UHFFFAOYSA-N"
"KSYK","XHZDAKAAKUZJHY-UHFFFAOYSA-N"
"VGFR2","WVDKJJLIGILVRJ-UHFFFAOYSA-N"
"VGFR2","XHZDAKAAKUZJHY-UHFFFAOYSA-N"
"JAK3","WVDKJJLIGILVRJ-UHFFFAOYSA-N"
"JAK3","XHZDAKAAKUZJHY-UHFFFAOYSA-N"
"RET","XHZDAKAAKUZJHY-UHFFFAOYSA-N"
"AURKB","WVDKJJLIGILVRJ-UHFFFAOYSA-N"
"PIM3","JEVIKKKBDOXJFA-LLVKDONJSA-N"
"RIPK2","POWKQVBMRCSBOT-UHFFFAOYSA-N"
"RIPK2","GALXSGLZQVWBNV-UHFFFAOYSA-N"
"KIT","LDACHLNBCOVNBL-UHFFFAOYSA-N"
"KIT","SCUGTCMSRMQNNQ-UHFFFAOYSA-N"
"PGFRB","LDACHLNBCOVNBL-UHFFFAOYSA-N"
"PGFRB","SCUGTCMSRMQNNQ-UHFFFAOYSA-N"
"LCK","LDACHLNBCOVNBL-UHFFFAOYSA-N"
"BRAF","LDACHLNBCOVNBL-UHFFFAOYSA-N"
"BRAF","SCUGTCMSRMQNNQ-UHFFFAOYSA-N"
"FYN","LDACHLNBCOVNBL-UHFFFAOYSA-N"
"FYN","SCUGTCMSRMQNNQ-UHFFFAOYSA-N"
"SRC","UWNVRISRGNCNMT-XDHUDOTRSA-N"
"PIM3","BDYUVBLOKBRWER-UHFFFAOYSA-N"
"PIM3","BVEIZVVTRHJPMZ-UHFFFAOYSA-N"
"PIM3","FTQIZXVNFDCIQI-UHFFFAOYSA-N"
"PIM1","BDYUVBLOKBRWER-UHFFFAOYSA-N"
"PIM1","BVEIZVVTRHJPMZ-UHFFFAOYSA-N"
"PIM1","FTQIZXVNFDCIQI-UHFFFAOYSA-N"
"PIM2","BDYUVBLOKBRWER-UHFFFAOYSA-N"
"PIM2","BVEIZVVTRHJPMZ-UHFFFAOYSA-N"
"PIM2","FTQIZXVNFDCIQI-UHFFFAOYSA-N"
"FAK1","LIQZZZOADFYIDR-UHFFFAOYSA-N"
"JAK3","LIQZZZOADFYIDR-UHFFFAOYSA-N"
"STK33","SILDFGYFAMVRIF-UHFFFAOYSA-N"
"BRAF","RXVJOHHWPJUJPH-AWEZNQCLSA-N"
"ATR","XTCHTCPRCZGDFP-AOODYEMOSA-N"
"PIM3","BXMIWWRRFNMNOL-UHFFFAOYSA-N"
"PIM3","OPXDNPAGMKMBTA-UHFFFAOYSA-N"
"MK08","HBKNYCNRLQRBEQ-UHFFFAOYSA-N"
"BRAF","ZBZGWPWATXMCSH-UHFFFAOYSA-N"
"CHK1","MYHOUKHXSVKHBA-UHFFFAOYSA-N"
"SGK1","MYHOUKHXSVKHBA-UHFFFAOYSA-N"
"CSF1R","ZVYSJHZJAAQVSG-RUASYHTCSA-N"
"VGFR2","WMBYWABZHUPZDB-UHFFFAOYSA-N"
"CDK2","BHBDKGIDYKROMY-BAJJQUEBSA-N"
"MK10","FJVVBMGXZMJPOI-WKILWMFISA-N"
"MK10","OYXVJMGNNKEOSX-UHFFFAOYSA-N"
"MK10","YTNDEFNPJUZDTP-UHFFFAOYSA-N"
"MK10","ZEAYLBFKDUMFPX-UHFFFAOYSA-N"
"MK09","FJVVBMGXZMJPOI-WKILWMFISA-N"
"MK09","OYXVJMGNNKEOSX-UHFFFAOYSA-N"
"MK09","YTNDEFNPJUZDTP-UHFFFAOYSA-N"
"MK09","ZEAYLBFKDUMFPX-UHFFFAOYSA-N"
"MK08","FJVVBMGXZMJPOI-WKILWMFISA-N"
"MK08","OYXVJMGNNKEOSX-UHFFFAOYSA-N"
"MK08","YTNDEFNPJUZDTP-UHFFFAOYSA-N"
"MK08","ZEAYLBFKDUMFPX-UHFFFAOYSA-N"
"TNI3K","KDNOQIGPPRAKPY-UHFFFAOYSA-N"
"BRAF","KDNOQIGPPRAKPY-UHFFFAOYSA-N"
"TNI3K","QVQALZRFHOCGOG-UHFFFAOYSA-N"
"BRAF","QVQALZRFHOCGOG-UHFFFAOYSA-N"
"TNI3K","QMRCGCBWNRHDTC-UHFFFAOYSA-N"
"BRAF","QMRCGCBWNRHDTC-UHFFFAOYSA-N"
"PGFRB","AJIVJAKIEIICSU-UHFFFAOYSA-N"
"KSYK","JRJFRHPDXVGXKH-UHFFFAOYSA-N"
"AKT2","MMUXGKIVENLORJ-UHFFFAOYSA-N"
"AKT2","CSQHKJHWPNRMFJ-UHFFFAOYSA-N"
"AKT2","FBUCOOIGVSXPDV-UHFFFAOYSA-N"
"AKT2","WVJKVFMFFXKXKV-UHFFFAOYSA-N"
"AKT2","TYKASWNTXXFCLK-UHFFFAOYSA-N"
"AKT2","LGQONMWQDOJDKI-UHFFFAOYSA-N"
"AKT2","OFNWQVSLGHRSNF-UHFFFAOYSA-N"
"AKT2","INAQLFYULDZTOX-UHFFFAOYSA-N"
"AKT2","YTWTVQHWLVSHFR-UHFFFAOYSA-N"
"MK14","BSUVWPUSJVKBDS-UHFFFAOYSA-N"
"GSK3B","GGJONJCXWVQCBH-UHFFFAOYSA-N"
"AKT1","UWJCJSXOLBVAPX-PXPVJAHISA-N"
"KPCT","DZBJTZXFZCERBJ-UHFFFAOYSA-N"
"KPCD","DZBJTZXFZCERBJ-UHFFFAOYSA-N"
"KPCA","DZBJTZXFZCERBJ-UHFFFAOYSA-N"
"INSR","ZSQKHJXLUFGBIE-UHFFFAOYSA-N"
"PRKDC","QDLHCMPXEPAAMD-QAIWCSMKSA-N"
"PLK3","QDLHCMPXEPAAMD-QAIWCSMKSA-N"
"MTOR","QDLHCMPXEPAAMD-QAIWCSMKSA-N"
"LCK","GGCYNGKPFFUEPC-UHFFFAOYSA-N"
"CSF1R","PEJCGJUJBCLDFV-UHFFFAOYSA-N"
"KC1D","UEPOHWWKVBWCFV-UHFFFAOYSA-N"
"KC1E","UEPOHWWKVBWCFV-UHFFFAOYSA-N"
"MK15","YFBPGSDPFRCNOY-UHFFFAOYSA-N"
"CHK1","YFBPGSDPFRCNOY-UHFFFAOYSA-N"
"KC1D","YFBPGSDPFRCNOY-UHFFFAOYSA-N"
"MK10","JSQNZBQJTQNCFK-JOCQHMNTSA-N"
"MK09","JSQNZBQJTQNCFK-JOCQHMNTSA-N"
"MK08","JSQNZBQJTQNCFK-JOCQHMNTSA-N"
"PGFRB","LHPLWSQPNALMBZ-UHFFFAOYSA-N"
"SRC","LHPLWSQPNALMBZ-UHFFFAOYSA-N"
"SRC","WYQRWWCPRIGMCS-UHFFFAOYSA-N"
"VGFR2","LHPLWSQPNALMBZ-UHFFFAOYSA-N"
"EGFR","LHPLWSQPNALMBZ-UHFFFAOYSA-N"
"EGFR","WYQRWWCPRIGMCS-UHFFFAOYSA-N"
"FGFR1","LHPLWSQPNALMBZ-UHFFFAOYSA-N"
"FGFR1","WYQRWWCPRIGMCS-UHFFFAOYSA-N"
"ABL1","LHPLWSQPNALMBZ-UHFFFAOYSA-N"
"ABL1","WYQRWWCPRIGMCS-UHFFFAOYSA-N"
"MK14","YAWZIQKDHQIHOS-UHFFFAOYSA-N"
"MK14","XGITUPSJWBUNCL-UHFFFAOYSA-N"
"LCK","KERAXCVZALMMNG-UHFFFAOYSA-N"
"TIE2","KERAXCVZALMMNG-UHFFFAOYSA-N"
"JAK2","VKVXEWNGPFYOGR-UHFFFAOYSA-N"
"JAK2","YOVOSWQKQOPRCG-UHFFFAOYSA-N"
"JAK2","XISWHQQHCZRLLC-UHFFFAOYSA-N"
"JAK2","ZYYHYWCLONWJSJ-UHFFFAOYSA-N"
"TYK2","VKVXEWNGPFYOGR-UHFFFAOYSA-N"
"TYK2","YOVOSWQKQOPRCG-UHFFFAOYSA-N"
"TYK2","XISWHQQHCZRLLC-UHFFFAOYSA-N"
"TYK2","ZYYHYWCLONWJSJ-UHFFFAOYSA-N"
"JAK1","VKVXEWNGPFYOGR-UHFFFAOYSA-N"
"JAK1","YOVOSWQKQOPRCG-UHFFFAOYSA-N"
"JAK1","XISWHQQHCZRLLC-UHFFFAOYSA-N"
"JAK1","ZYYHYWCLONWJSJ-UHFFFAOYSA-N"
"JAK3","VKVXEWNGPFYOGR-UHFFFAOYSA-N"
"JAK3","YOVOSWQKQOPRCG-UHFFFAOYSA-N"
"JAK3","XISWHQQHCZRLLC-UHFFFAOYSA-N"
"JAK3","ZYYHYWCLONWJSJ-UHFFFAOYSA-N"
"MTOR","BHGHZFAGDKIPAL-UNTCJKLUSA-N"
"KC1D","WUDBUIUHVNECTM-UHFFFAOYSA-N"
"KC1E","WUDBUIUHVNECTM-UHFFFAOYSA-N"
"MK10","RNYLBHVQMFNTKV-RVDMUPIBSA-N"
"DYR1A","BGVLELSCIHASRV-QPEQYQDCSA-N"
"CLK1","BGVLELSCIHASRV-QPEQYQDCSA-N"
"CLK4","BGVLELSCIHASRV-QPEQYQDCSA-N"
"CLK2","BGVLELSCIHASRV-QPEQYQDCSA-N"
"MK14","FSGQSNMSKKPBHY-RUZDIDTESA-N"
"MTOR","QJJXYPPXXYFBGM-LFZNUXCKSA-N"
"KIT","SHKVYTQIJOOEMA-UHFFFAOYSA-N"
"KIT","MOEODMGOTIIAHE-UHFFFAOYSA-N"
"PGFRB","SHKVYTQIJOOEMA-UHFFFAOYSA-N"
"PGFRB","MOEODMGOTIIAHE-UHFFFAOYSA-N"
"VGFR3","SHKVYTQIJOOEMA-UHFFFAOYSA-N"
"VGFR3","MOEODMGOTIIAHE-UHFFFAOYSA-N"
"VGFR2","SHKVYTQIJOOEMA-UHFFFAOYSA-N"
"VGFR2","MOEODMGOTIIAHE-UHFFFAOYSA-N"
"VGFR1","SHKVYTQIJOOEMA-UHFFFAOYSA-N"
"VGFR1","MOEODMGOTIIAHE-UHFFFAOYSA-N"
"RAF1","SHKVYTQIJOOEMA-UHFFFAOYSA-N"
"CDK6","BIIVYFLTOXDAOV-YVEFUNNKSA-N"
"CDK2","BIIVYFLTOXDAOV-YVEFUNNKSA-N"
"CDK1","BIIVYFLTOXDAOV-YVEFUNNKSA-N"
"CDK9","BIIVYFLTOXDAOV-YVEFUNNKSA-N"
"DYR1A","BIIVYFLTOXDAOV-YVEFUNNKSA-N"
"KPCD","KDIRIFZBLUSLJU-UPVQGACJSA-N"
"KPCE","KDIRIFZBLUSLJU-UPVQGACJSA-N"
"KPCA","KDIRIFZBLUSLJU-UPVQGACJSA-N"
"KPCG","KDIRIFZBLUSLJU-UPVQGACJSA-N"
"KPCB","KDIRIFZBLUSLJU-UPVQGACJSA-N"
"KIT","UXXQOJXBIDBUAC-UHFFFAOYSA-N"
"FLT3","UXXQOJXBIDBUAC-UHFFFAOYSA-N"
"PGFRA","SOTRSERIYXCWEZ-UHFFFAOYSA-N"
"PGFRB","SOTRSERIYXCWEZ-UHFFFAOYSA-N"
"MP2K1","JVSMBUXACUSJML-UHFFFAOYSA-N"
"DDR2","MVCOAUNKQVWQHZ-UHFFFAOYSA-N"
"MK14","MVCOAUNKQVWQHZ-UHFFFAOYSA-N"
"MK09","MVCOAUNKQVWQHZ-UHFFFAOYSA-N"
"BRAF","MVCOAUNKQVWQHZ-UHFFFAOYSA-N"
"IGF1R","JHXINQXFXGCUKE-UHFFFAOYSA-N"
"PIM1","STJQTLCHUQJELE-UHFFFAOYSA-N"
"PIM2","STJQTLCHUQJELE-UHFFFAOYSA-N"
"EGFR","BGPAHUNSGVWHIG-AREMUKBSSA-N"
"ERBB2","BGPAHUNSGVWHIG-AREMUKBSSA-N"
"KIT","BYRBUVTUGSOTSC-UHFFFAOYSA-N"
"SRC","BYRBUVTUGSOTSC-UHFFFAOYSA-N"
"SRC","XOVYHZSDUHWRJV-UHFFFAOYSA-N"
"MK14","BYRBUVTUGSOTSC-UHFFFAOYSA-N"
"MK14","XOVYHZSDUHWRJV-UHFFFAOYSA-N"
"ABL1","BYRBUVTUGSOTSC-UHFFFAOYSA-N"
"ABL1","XOVYHZSDUHWRJV-UHFFFAOYSA-N"
"PRKDC","XQTRMYUJFYVIMG-UHFFFAOYSA-N"
"RET","BHEHWPCMASWZFW-YVLHZVERSA-N"
"PGFRB","TWGNTRGLYZCJJT-UHFFFAOYSA-N"
"PGFRB","WQZLHIFJXAIOQL-UHFFFAOYSA-N"
"VGFR2","TWGNTRGLYZCJJT-UHFFFAOYSA-N"
"VGFR2","WQZLHIFJXAIOQL-UHFFFAOYSA-N"
"FGFR1","TWGNTRGLYZCJJT-UHFFFAOYSA-N"
"FGFR1","WQZLHIFJXAIOQL-UHFFFAOYSA-N"
"PGFRB","QVJHVQPCRIXTMX-UHFFFAOYSA-N"
"VGFR2","QVJHVQPCRIXTMX-UHFFFAOYSA-N"
"FGFR1","QVJHVQPCRIXTMX-UHFFFAOYSA-N"
"SRC","XZEJMVDCQZRHLN-UHFFFAOYSA-N"
"FGFR1","XZEJMVDCQZRHLN-UHFFFAOYSA-N"
"MET","NWUDSUXTTGVNMW-ZVHZXABRSA-N"
"CDC7","KQILIEQOKXOCSD-UHFFFAOYSA-N"
"DYR1B","MYHMILRQDXANLR-UHFFFAOYSA-N"
"DYR1A","MYHMILRQDXANLR-UHFFFAOYSA-N"
"KC1D","KIXUMWAIYCKDQQ-UHFFFAOYSA-N"
"KC1E","KIXUMWAIYCKDQQ-UHFFFAOYSA-N"
"KC1G3","KIXUMWAIYCKDQQ-UHFFFAOYSA-N"
"MP2K1","LVHMCPRJISQGAK-UHFFFAOYSA-N"
"CDK2","OWXORKPNCHJYOF-UHFFFAOYSA-N"
"GSK3B","OWXORKPNCHJYOF-UHFFFAOYSA-N"
"MK11","CYLBEDISTPRRAJ-UHFFFAOYSA-N"
"BRAF","SEOLDYFMKMKGLS-UHFFFAOYSA-N"
"CHK1","BKQWQBLPYIQUFB-UHFFFAOYSA-N"
"VGFR2","IVKQYQMLUAZKPB-UHFFFAOYSA-N"
"KIT","VBYMFAOTZHNONG-UHFFFAOYSA-N"
"FLT3","VBYMFAOTZHNONG-UHFFFAOYSA-N"
"CSF1R","VBYMFAOTZHNONG-UHFFFAOYSA-N"
"PGFRA","VBYMFAOTZHNONG-UHFFFAOYSA-N"
"RET","VBYMFAOTZHNONG-UHFFFAOYSA-N"
"TGFR1","IVRXNBXKWIJUQB-UHFFFAOYSA-N"
"ACV1B","IVRXNBXKWIJUQB-UHFFFAOYSA-N"
"VGFR2","IVRXNBXKWIJUQB-UHFFFAOYSA-N"
"MK14","IVRXNBXKWIJUQB-UHFFFAOYSA-N"
"RIPK2","IVRXNBXKWIJUQB-UHFFFAOYSA-N"
"SRC","DGUCATVGNKWMHQ-UHFFFAOYSA-N"
"ABL1","DGUCATVGNKWMHQ-UHFFFAOYSA-N"
"NEK2","LLEOOSLUHRQCHZ-LMVHVUTASA-N"
"NTRK2","AJDJDSOIQFUPTC-UHFFFAOYSA-N"
"NTRK3","AJDJDSOIQFUPTC-UHFFFAOYSA-N"
"NTRK1","AJDJDSOIQFUPTC-UHFFFAOYSA-N"
"KIT","YZQRAQOSAPWELU-UHFFFAOYSA-O"
"PGFRA","YZQRAQOSAPWELU-UHFFFAOYSA-O"
"FGFR3","YZQRAQOSAPWELU-UHFFFAOYSA-O"
"PGFRB","MLNZPKUVAATQRY-UHFFFAOYSA-N"
"VGFR2","MLNZPKUVAATQRY-UHFFFAOYSA-N"
"EGFR","MLNZPKUVAATQRY-UHFFFAOYSA-N"
"KAPCA","VPXODNSZPGOPSV-UHFFFAOYSA-N"
"ROCK1","VPXODNSZPGOPSV-UHFFFAOYSA-N"
"GSK3B","SAQUSDSPQYQNBG-UHFFFAOYSA-N"
"EGFR","XOWGESNQLHDSON-UHFFFAOYSA-N"
"TGFR1","IBCXZJCWDGCXQT-UHFFFAOYSA-N"
"TGFR2","IBCXZJCWDGCXQT-UHFFFAOYSA-N"
"RAF1","JHSPKBWIYMIFKX-UHFFFAOYSA-N"
"KPCT","COCSQCRETSHJCO-UHFFFAOYSA-N"
"KPCA","COCSQCRETSHJCO-UHFFFAOYSA-N"
"KPCB","COCSQCRETSHJCO-UHFFFAOYSA-N"
"CDK2","COCSQCRETSHJCO-UHFFFAOYSA-N"
"GSK3B","COCSQCRETSHJCO-UHFFFAOYSA-N"
"KPCT","SYLBCDWZFLYHIX-UHFFFAOYSA-N"
"KPCA","SYLBCDWZFLYHIX-UHFFFAOYSA-N"
"KPCB","SYLBCDWZFLYHIX-UHFFFAOYSA-N"
"GSK3B","SYLBCDWZFLYHIX-UHFFFAOYSA-N"
"IKKA","UOQMKZIYNRHZEF-UHFFFAOYSA-N"
"IKKB","UOQMKZIYNRHZEF-UHFFFAOYSA-N"
"IKKA","VAYBIKAXZPWVBH-UHFFFAOYSA-N"
"KPCD","QZVQSVZEEJEZSI-YXRKCGNLSA-N"
"KPCE","QZVQSVZEEJEZSI-YXRKCGNLSA-N"
"KPCA","QZVQSVZEEJEZSI-YXRKCGNLSA-N"
"KPCG","QZVQSVZEEJEZSI-YXRKCGNLSA-N"
"KPCB","QZVQSVZEEJEZSI-YXRKCGNLSA-N"
"FGFR1","HNGPDEJIWHVMBL-UHFFFAOYSA-N"
"PIM1","LGRJHSGKEBRDHI-UHFFFAOYSA-N"
"CDC7","LGRJHSGKEBRDHI-UHFFFAOYSA-N"
"TNI3K","OXYDWXPXCUXJQZ-UHFFFAOYSA-N"
"BTK","QWRCMCNZGCYTPB-UHFFFAOYSA-N"
"VGFR2","NIVYQYSNRUIFIF-KAVGSWPWSA-N"
"AKT2","NIVYQYSNRUIFIF-KAVGSWPWSA-N"
"AKT1","NIVYQYSNRUIFIF-KAVGSWPWSA-N"
"MK11","QQEWAIUOEYEOLT-UHFFFAOYSA-N"
"MK14","QQEWAIUOEYEOLT-UHFFFAOYSA-N"
"VGFR2","ONSKSKMJNHEONW-XHCCPWGMSA-N"
"NTRK1","ONSKSKMJNHEONW-XHCCPWGMSA-N"
"MK14","NDKHUEXUSJSUTB-INIZCTEOSA-N"
"MK09","STNCBMGTCZRJPA-UHFFFAOYSA-N"
"MK08","STNCBMGTCZRJPA-UHFFFAOYSA-N"
"CDK4","KLVYMYQTRZCMLE-CYBMUJFWSA-N"
"CDK6","KLVYMYQTRZCMLE-CYBMUJFWSA-N"
"CDK2","KLVYMYQTRZCMLE-CYBMUJFWSA-N"
"CDK1","KLVYMYQTRZCMLE-CYBMUJFWSA-N"
"CDK4","CGHADMRBCNGDHX-UWJYYQICSA-N"
"CDK2","CGHADMRBCNGDHX-UWJYYQICSA-N"
"MET","JQNWYOYBMABACN-UHFFFAOYSA-N"
"JAK2","ZGAVFQNBUNSEFY-LBPRGKRZSA-N"
"JAK3","ZGAVFQNBUNSEFY-LBPRGKRZSA-N"
"INSR","AJYHOWJQVXCRRS-UHFFFAOYSA-N"
"TGFR1","SIJSCVJIJBPGEP-UHFFFAOYSA-N"
"KS6B1","GPNUVUGMFDKAJH-UHFFFAOYSA-N"
"CHK1","MKJOYZLSTNIBNH-UVTDQMKNSA-N"
"CDK1","MKJOYZLSTNIBNH-UVTDQMKNSA-N"
"M3K11","ABMSAGZBJYEZGT-UHFFFAOYSA-N"
"VGFR2","ABMSAGZBJYEZGT-UHFFFAOYSA-N"
"NTRK1","ABMSAGZBJYEZGT-UHFFFAOYSA-N"
"LIMK1","IWAGHIAOERSNDT-UHFFFAOYSA-N"
"LIMK2","IWAGHIAOERSNDT-UHFFFAOYSA-N"
"PLK1","MOSNATYSIYEVTF-MRXNPFEDSA-N"
"PLK3","MOSNATYSIYEVTF-MRXNPFEDSA-N"
"PIM3","FRRLLRQAGKSVMU-SECBINFHSA-N"
"PIM3","FRRLLRQAGKSVMU-VIFPVBQESA-N"
"PIM3","HNIDDGUBRPIXPG-VIFPVBQESA-N"
"PIM3","MZXRFYLHTPTREK-UHFFFAOYSA-N"
"PIM3","OOINHKLROPYETD-UHFFFAOYSA-N"
"PIM3","UUIYNZNVNQVZOT-UHFFFAOYSA-N"
"PIM3","UGRPNQCFWPYERM-UHFFFAOYSA-N"
"PIM3","LVKVPSJZKQLBMV-UHFFFAOYSA-N"
"PIM3","URLSXEUWUQRQEM-UHFFFAOYSA-N"
"PIM3","HNXYPVWPNANYAO-UHFFFAOYSA-N"
"PIM1","FRRLLRQAGKSVMU-SECBINFHSA-N"
"PIM1","FRRLLRQAGKSVMU-VIFPVBQESA-N"
"PIM1","HNIDDGUBRPIXPG-VIFPVBQESA-N"
"PIM1","MZXRFYLHTPTREK-UHFFFAOYSA-N"
"PIM1","OOINHKLROPYETD-UHFFFAOYSA-N"
"PIM1","UUIYNZNVNQVZOT-UHFFFAOYSA-N"
"PIM1","UGRPNQCFWPYERM-UHFFFAOYSA-N"
"PIM1","LVKVPSJZKQLBMV-UHFFFAOYSA-N"
"PIM1","URLSXEUWUQRQEM-UHFFFAOYSA-N"
"PIM1","HNXYPVWPNANYAO-UHFFFAOYSA-N"
"PIM2","FRRLLRQAGKSVMU-SECBINFHSA-N"
"PIM2","FRRLLRQAGKSVMU-VIFPVBQESA-N"
"PIM2","HNIDDGUBRPIXPG-VIFPVBQESA-N"
"PIM2","MZXRFYLHTPTREK-UHFFFAOYSA-N"
"PIM2","OOINHKLROPYETD-UHFFFAOYSA-N"
"PIM2","UUIYNZNVNQVZOT-UHFFFAOYSA-N"
"PIM2","UGRPNQCFWPYERM-UHFFFAOYSA-N"
"PIM2","LVKVPSJZKQLBMV-UHFFFAOYSA-N"
"PIM2","URLSXEUWUQRQEM-UHFFFAOYSA-N"
"PIM2","HNXYPVWPNANYAO-UHFFFAOYSA-N"
"CDC7","FRRLLRQAGKSVMU-SECBINFHSA-N"
"CDC7","FRRLLRQAGKSVMU-VIFPVBQESA-N"
"CDC7","HNIDDGUBRPIXPG-VIFPVBQESA-N"
"DYR1A","FXDMBCMWUZIXKM-UHFFFAOYSA-N"
"KIT","QZTWUDDGLIDXSE-UHFFFAOYSA-N"
"PGFRA","QZTWUDDGLIDXSE-UHFFFAOYSA-N"
"FGFR3","QZTWUDDGLIDXSE-UHFFFAOYSA-N"
"GSK3A","BRAUILVAENFWMQ-UHFFFAOYSA-N"
"FLT3","QNNCAUNEIPNZAQ-UHFFFAOYSA-N"
"PGFRB","QNNCAUNEIPNZAQ-UHFFFAOYSA-N"
"ERBB2","ZNIHSZIOJYSEMQ-UHFFFAOYSA-N"
"ALK","BJOYXJIBLVCOFN-SFHVURJKSA-N"
"CHK1","HBUYAUJNLFOQGG-UHFFFAOYSA-N"
"JAK2","VNDWQCSOSCCWIP-UHFFFAOYSA-N"
"TYK2","VNDWQCSOSCCWIP-UHFFFAOYSA-N"
"JAK1","VNDWQCSOSCCWIP-UHFFFAOYSA-N"
"JAK3","VNDWQCSOSCCWIP-UHFFFAOYSA-N"
"WEE1","YZYPLNUVOXFRDU-UHFFFAOYSA-N"
"PGFRB","ZSCAQLQIHHLYDC-UHFFFAOYSA-N"
"VGFR2","ZSCAQLQIHHLYDC-UHFFFAOYSA-N"
"EGFR","ZSCAQLQIHHLYDC-UHFFFAOYSA-N"
"SRC","XKHSUSZUHQRZFF-UHFFFAOYSA-N"
"VGFR2","XKHSUSZUHQRZFF-UHFFFAOYSA-N"
"FLT3","OEQLYHXNGSLNQN-UHFFFAOYSA-N"
"CSF1R","OEQLYHXNGSLNQN-UHFFFAOYSA-N"
"PGFRB","OEQLYHXNGSLNQN-UHFFFAOYSA-N"
"VGFR2","OEQLYHXNGSLNQN-UHFFFAOYSA-N"
"PGFRB","HEAUVWMQZFRPLK-UHFFFAOYSA-N"
"KPCE","PXONMVAMARNSJO-RXYYUPRCSA-N"
"KPCE","KLYPYTHLYUUKMT-GWZVJQKXSA-N"
"KPCA","PXONMVAMARNSJO-RXYYUPRCSA-N"
"KPCA","KLYPYTHLYUUKMT-GWZVJQKXSA-N"
"KPCG","PXONMVAMARNSJO-RXYYUPRCSA-N"
"KPCG","KLYPYTHLYUUKMT-GWZVJQKXSA-N"
"KPCB","PXONMVAMARNSJO-RXYYUPRCSA-N"
"KPCB","KLYPYTHLYUUKMT-GWZVJQKXSA-N"
"MKNK1","GEWLYFZWVLXQME-INIZCTEOSA-N"
"MKNK2","GEWLYFZWVLXQME-INIZCTEOSA-N"
"KPCD","NNVINYYJNCKGRA-LFHRXCRSSA-N"
"KPCD","NNVINYYJNCKGRA-RPLLCQBOSA-N"
"KPCE","NNVINYYJNCKGRA-LFHRXCRSSA-N"
"KPCA","NNVINYYJNCKGRA-LFHRXCRSSA-N"
"KPCA","NNVINYYJNCKGRA-RPLLCQBOSA-N"
"KPCG","NNVINYYJNCKGRA-LFHRXCRSSA-N"
"KPCG","NNVINYYJNCKGRA-RPLLCQBOSA-N"
"KPCB","NNVINYYJNCKGRA-LFHRXCRSSA-N"
"KPCB","NNVINYYJNCKGRA-RPLLCQBOSA-N"
"VGFR2","FANRZXFLTSHAKQ-UHFFFAOYSA-N"
"CDK1","FANRZXFLTSHAKQ-UHFFFAOYSA-N"
"VGFR2","UCHQCSDTPQKAKL-UHFFFAOYSA-N"
"FGFR2","UCHQCSDTPQKAKL-UHFFFAOYSA-N"
"KPCA","KOVNFJBXMBASSU-UHFFFAOYSA-N"
"KPCG","KOVNFJBXMBASSU-UHFFFAOYSA-N"
"KPCB","KOVNFJBXMBASSU-UHFFFAOYSA-N"
"KPCA","XYUYSDBKGVJSKN-UHFFFAOYSA-N"
"KPCG","XYUYSDBKGVJSKN-UHFFFAOYSA-N"
"KPCB","XYUYSDBKGVJSKN-UHFFFAOYSA-N"
"KPCA","DNPFEENAAKLCMC-UHFFFAOYSA-N"
"KPCA","WPSBCJTXGDVGAZ-UHFFFAOYSA-N"
"KPCG","DNPFEENAAKLCMC-UHFFFAOYSA-N"
"KPCG","WPSBCJTXGDVGAZ-UHFFFAOYSA-N"
"KPCB","DNPFEENAAKLCMC-UHFFFAOYSA-N"
"KPCB","WPSBCJTXGDVGAZ-UHFFFAOYSA-N"
"CDK1","DNPFEENAAKLCMC-UHFFFAOYSA-N"
"CDK1","WPSBCJTXGDVGAZ-UHFFFAOYSA-N"
"KPCA","MVMGNWUSDKNEKN-UHFFFAOYSA-N"
"KPCA","LMIPLKOPDQGFNB-UHFFFAOYSA-N"
"KPCG","MVMGNWUSDKNEKN-UHFFFAOYSA-N"
"KPCG","LMIPLKOPDQGFNB-UHFFFAOYSA-N"
"KPCB","MVMGNWUSDKNEKN-UHFFFAOYSA-N"
"KPCB","LMIPLKOPDQGFNB-UHFFFAOYSA-N"
"KPCA","DVXSJBDRMIDVMC-UHFFFAOYSA-N"
"KPCG","DVXSJBDRMIDVMC-UHFFFAOYSA-N"
"KPCB","DVXSJBDRMIDVMC-UHFFFAOYSA-N"
"KPCT","CLGKERUQODCNJI-BQYQJAHWSA-N"
"DYR1A","BKQKPRMOYMYOAI-UHFFFAOYSA-N"
"CDK2","NGHCWGJHYFQFOG-WGSAOQKQSA-N"
"CDK2","VESKGNRSKDNTQM-WKILWMFISA-N"
"GSK3B","VESKGNRSKDNTQM-WKILWMFISA-N"
"KPCB","HHSIUHRARDLCPM-UHFFFAOYSA-N"
"GSK3B","HHSIUHRARDLCPM-UHFFFAOYSA-N"
