"Target","Molecule"
"NK1R","XHJXRHNUFXHMEV-REAJPLCASA-N"
"OPRD","XHJXRHNUFXHMEV-REAJPLCASA-N"
"OPRM","XHJXRHNUFXHMEV-REAJPLCASA-N"
"CCR1","XSDAUYLGCBWDAK-FQEVSTJZSA-N"
"5HT1A","YMKGMHBARYYHNZ-UHFFFAOYSA-N"
"5HT7R","YMKGMHBARYYHNZ-UHFFFAOYSA-N"
"CNR2","QODLVTGNLXQJER-UHFFFAOYSA-N"
"CNR1","QODLVTGNLXQJER-UHFFFAOYSA-N"
"ADA1A","SVLOMAHKFFJJIC-UHFFFAOYSA-N"
"ADA1A","KFOXMHFDNRTETJ-UHFFFAOYSA-N"
"ADA1A","AMDRAFDQLSKJMW-UHFFFAOYSA-N"
"5HT1A","SVLOMAHKFFJJIC-UHFFFAOYSA-N"
"DRD3","SVLOMAHKFFJJIC-UHFFFAOYSA-N"
"DRD3","KFOXMHFDNRTETJ-UHFFFAOYSA-N"
"DRD3","AMDRAFDQLSKJMW-UHFFFAOYSA-N"
"DRD2","SVLOMAHKFFJJIC-UHFFFAOYSA-N"
"DRD2","KFOXMHFDNRTETJ-UHFFFAOYSA-N"
"DRD2","AMDRAFDQLSKJMW-UHFFFAOYSA-N"
"GP183","BPTCJGVNSUEYAM-UHFFFAOYSA-N"
"AA1R","YTAXNXDGKHGYIC-UHFFFAOYSA-N"
"AA2AR","YTAXNXDGKHGYIC-UHFFFAOYSA-N"
"OPRD","SIYPUCVGBZTYPW-KNLIIKEYSA-N"
"OPRM","SIYPUCVGBZTYPW-KNLIIKEYSA-N"
"PKR1","CHMCHPZUHRZOHF-UHFFFAOYSA-N"
"SSR2","HOAQFSRQYFNWHM-REVPGNRISA-N"
"SSR3","HOAQFSRQYFNWHM-REVPGNRISA-N"
"SSR2","YBFNHZBTLNAFLE-FKKAZWNESA-N"
"SSR3","YBFNHZBTLNAFLE-FKKAZWNESA-N"
"SSR4","YBFNHZBTLNAFLE-FKKAZWNESA-N"
"SSR2","AKICOXAXTFVPHX-JSTKZNKXSA-N"
"SSR3","AKICOXAXTFVPHX-JSTKZNKXSA-N"
"SSR5","AKICOXAXTFVPHX-JSTKZNKXSA-N"
"OPRX","RWZHKEZRFILBTQ-AVRDEDQJSA-N"
"DRD1","OOFZTDDZWQTLSH-UHFFFAOYSA-N"
"GNRHR","XKKURHTXUQVPTG-UHFFFAOYSA-N"
"MCHR1","XLARMCNJVYOFFY-UHFFFAOYSA-N"
"MCHR1","QHRSOSACJBYXIL-UHFFFAOYSA-N"
"PD2R2","SCOMFAPURDHZJH-AVRWGWEMSA-N"
"HRH3","RDPSEAZFXPEZMP-UHFFFAOYSA-N"
"HRH3","APQJKSFOISLQFF-UHFFFAOYSA-N"
"HRH4","APQJKSFOISLQFF-UHFFFAOYSA-N"
"GHSR","CYEIOVYZTVJICS-SZPZYZBQSA-N"
"MTLR","CYEIOVYZTVJICS-SZPZYZBQSA-N"
"OPRD","AVWCTYGZQSFPNB-XKXSCJQESA-N"
"OPRD","ZPOAEHPRIWDCTN-STKWSZKVSA-N"
"OPRK","AVWCTYGZQSFPNB-XKXSCJQESA-N"
"OPRK","ZPOAEHPRIWDCTN-STKWSZKVSA-N"
"OPRM","AVWCTYGZQSFPNB-XKXSCJQESA-N"
"OPRM","ZPOAEHPRIWDCTN-STKWSZKVSA-N"
"NTR2","YAYKNLYVGGFSNU-MHZLTWQESA-N"
"OPRM","LSQXZIUREIDSHZ-NEWJYFPISA-N"
"DRD1","BZGKXGFGDBPNAC-WOJBJXKFSA-N"
"DRD2","BZGKXGFGDBPNAC-WOJBJXKFSA-N"
"NPY5R","KEJJLAINBBOGHE-UHFFFAOYSA-N"
"NPY5R","MKVJQAZEXGSAIT-UHFFFAOYSA-N"
"NPY5R","DPKUOHAURWMUFA-UHFFFAOYSA-N"
"S1PR3","JSXNFWTXYHSRFK-UHFFFAOYSA-N"
"S1PR1","JSXNFWTXYHSRFK-UHFFFAOYSA-N"
"5HT1A","OMGFHJJVBNGXBW-UHFFFAOYSA-N"
"5HT7R","OMGFHJJVBNGXBW-UHFFFAOYSA-N"
"DRD2","OMGFHJJVBNGXBW-UHFFFAOYSA-N"
"5HT1A","LZWDVLLURPUKQS-UHFFFAOYSA-N"
"5HT7R","LZWDVLLURPUKQS-UHFFFAOYSA-N"
"DRD2","LZWDVLLURPUKQS-UHFFFAOYSA-N"
"5HT1A","QDZRLBZZELBOIJ-UHFFFAOYSA-N"
"5HT1A","VXKCYKXMVUMKKQ-DEOSSOPVSA-N"
"5HT7R","QDZRLBZZELBOIJ-UHFFFAOYSA-N"
"5HT7R","VXKCYKXMVUMKKQ-DEOSSOPVSA-N"
"5HT6R","VXKCYKXMVUMKKQ-DEOSSOPVSA-N"
"DRD2","QDZRLBZZELBOIJ-UHFFFAOYSA-N"
"ACM3","WQMYHVQXLJIIHO-UHFFFAOYSA-N"
"ACM1","WQMYHVQXLJIIHO-UHFFFAOYSA-N"
"PE2R3","BJVBKRYJOXRBAD-QHCPKHFHSA-N"
"PD2R","BJVBKRYJOXRBAD-QHCPKHFHSA-N"
"DRD3","AEKRAVIJSVJVBT-UHFFFAOYSA-N"
"DRD2","AEKRAVIJSVJVBT-UHFFFAOYSA-N"
"DRD5","AEKRAVIJSVJVBT-UHFFFAOYSA-N"
"ADA2B","RLKWQKZPCMICPS-UHFFFAOYSA-N"
"ADA2C","RLKWQKZPCMICPS-UHFFFAOYSA-N"
"ADA2A","RLKWQKZPCMICPS-UHFFFAOYSA-N"
"NK3R","SFBJQTXZKXTYKE-UHFFFAOYSA-N"
"DRD3","PSWUORNVMIRUSW-UHFFFAOYSA-N"
"DRD4","PSWUORNVMIRUSW-UHFFFAOYSA-N"
"DRD2","PSWUORNVMIRUSW-UHFFFAOYSA-N"
"V2R","MWIASLNTAGRGGA-ZJPWWDJASA-N"
"V2R","MWIASLNTAGRGGA-WAAQWYFXSA-N"
"V2R","YRBWUCJBVSLYTK-SVYKIPJPSA-N"
"OXYR","MWIASLNTAGRGGA-ZJPWWDJASA-N"
"OXYR","MWIASLNTAGRGGA-WAAQWYFXSA-N"
"OXYR","YRBWUCJBVSLYTK-SVYKIPJPSA-N"
"V1AR","MWIASLNTAGRGGA-ZJPWWDJASA-N"
"V1AR","MWIASLNTAGRGGA-WAAQWYFXSA-N"
"V1AR","YRBWUCJBVSLYTK-SVYKIPJPSA-N"
"CCR4","YTEVTHHGQMUPHC-UHFFFAOYSA-N"
"5HT1A","UXXXYMHRSGDPEU-UHFFFAOYSA-N"
"5HT2A","UXXXYMHRSGDPEU-UHFFFAOYSA-N"
"PE2R3","OIDRWTDKINPYNQ-CMDGGOBGSA-N"
"ADA1D","LCWFAMJVXXNZKV-UHFFFAOYSA-N"
"AA2AR","XDYKDWJFSMJUFV-CQSZACIVSA-N"
"CCR1","CBWXWWZGSKPBOX-GOSISDBHSA-N"
"GALR2","ZWHILRBVKJAMNY-FELOTHHLSA-N"
"GALR1","ZWHILRBVKJAMNY-FELOTHHLSA-N"
"FFAR1","VYJGZGJDHXRHEK-DEOSSOPVSA-N"
"HRH2","AVEVJMZJJJDOCI-UHFFFAOYSA-N"
"NK2R","AVEVJMZJJJDOCI-UHFFFAOYSA-N"
"GNRHR","AVEVJMZJJJDOCI-UHFFFAOYSA-N"
"AA1R","ZUQSIVIEDRMHRP-UHFFFAOYSA-N"
"AA3R","ZUQSIVIEDRMHRP-UHFFFAOYSA-N"
"NPY5R","WYLTXXROXQGYPA-UHFFFAOYSA-N"
"GPBAR","YMFDSPVIOOOQTH-HXUWFJFHSA-N"
"CCL2","RQTUVSVQNVSIKU-FNFJCYJNSA-N"
"5HT1A","CTZWGZSINBFHFD-UHFFFAOYSA-N"
"ADRB1","MXPUBPBHIUDTJX-PKTZIBPZSA-N"
"ADRB1","YIIOYETUELEIHW-VWNXMTODSA-N"
"ADRB1","HDLXDLDDNWHJGJ-GGAORHGYSA-N"
"ADRB1","GRSIQKKNSPHJED-RTWAWAEBSA-N"
"ADRB2","MXPUBPBHIUDTJX-PKTZIBPZSA-N"
"ADRB2","YIIOYETUELEIHW-VWNXMTODSA-N"
"ADRB2","HDLXDLDDNWHJGJ-GGAORHGYSA-N"
"ADRB2","GRSIQKKNSPHJED-RTWAWAEBSA-N"
"ADRB3","MXPUBPBHIUDTJX-PKTZIBPZSA-N"
"ADRB3","YIIOYETUELEIHW-VWNXMTODSA-N"
"ADRB3","HDLXDLDDNWHJGJ-GGAORHGYSA-N"
"ADRB3","GRSIQKKNSPHJED-RTWAWAEBSA-N"
"OPRM","XLSZJRCCIPFELW-LWDWJGHZSA-N"
"OPRX","XLSZJRCCIPFELW-LWDWJGHZSA-N"
"AA3R","FPCCSQOGAWCVBH-UHFFFAOYSA-N"
"5HT2B","FPCCSQOGAWCVBH-UHFFFAOYSA-N"
"5HT2A","FPCCSQOGAWCVBH-UHFFFAOYSA-N"
"5HT2C","FPCCSQOGAWCVBH-UHFFFAOYSA-N"
"DRD2","FPCCSQOGAWCVBH-UHFFFAOYSA-N"
"AA2AR","KAJVJPLKXGLLDA-UHFFFAOYSA-N"
"ADA1A","ZAVYYYQORHVVFN-BDGVIKSFSA-N"
"ADA1B","ZAVYYYQORHVVFN-BDGVIKSFSA-N"
"CCR6","ZAVYYYQORHVVFN-BDGVIKSFSA-N"
"DRD3","ANYSYRVXKLTFPB-ZFWWWQNUSA-N"
"DRD2","ANYSYRVXKLTFPB-ZFWWWQNUSA-N"
"NK1R","ODEBBNRINYMIRX-ACIOBRDBSA-N"
"PE2R4","ZFAWZYKQRSYYLC-SWSMCDPZSA-N"
"OXYR","PFGOHCJFGDEHAX-SWYXWEQBSA-N"
"V1AR","PFGOHCJFGDEHAX-SWYXWEQBSA-N"
"AA1R","CPPSAVWBHKTFNF-UHFFFAOYSA-N"
"AA2BR","CPPSAVWBHKTFNF-UHFFFAOYSA-N"
"AA2AR","CPPSAVWBHKTFNF-UHFFFAOYSA-N"
"5HT1A","UAQAANDOLMXUHK-UHFFFAOYSA-N"
"5HT2A","UAQAANDOLMXUHK-UHFFFAOYSA-N"
"DRD1","UAQAANDOLMXUHK-UHFFFAOYSA-N"
"DRD2","UAQAANDOLMXUHK-UHFFFAOYSA-N"
"PE2R1","FVFTZHBEOKHLHA-UHFFFAOYSA-N"
"ADA2B","POCXNIFHHUXWMU-UHFFFAOYSA-N"
"ADA2B","IPSCUIDJZTXJJO-UHFFFAOYSA-N"
"ADA2C","POCXNIFHHUXWMU-UHFFFAOYSA-N"
"ADA2C","IPSCUIDJZTXJJO-UHFFFAOYSA-N"
"ADA2A","POCXNIFHHUXWMU-UHFFFAOYSA-N"
"ADA2A","IPSCUIDJZTXJJO-UHFFFAOYSA-N"
"OXYR","SHUVSCHNMZHWMV-UHFFFAOYSA-N"
"OXYR","VMLXQVRAOYTIFJ-UHFFFAOYSA-N"
"NK1R","KTIXRTOVKASTTK-VQFZVEARSA-N"
"OPRM","KTIXRTOVKASTTK-VQFZVEARSA-N"
"NPY5R","GOSQWFMKXKORBV-UHFFFAOYSA-N"
"5HT1B","RAKPJSOFWXNMNH-UHFFFAOYSA-N"
"5HT1B","FXJMAIABWURTRB-UHFFFAOYSA-N"
"5HT1B","DZBLKVHBOHYUNY-SFHVURJKSA-N"
"5HT1B","WIGOHQYSKWOHPH-UHFFFAOYSA-N"
"5HT1B","KGVROJQOCQABGA-UHFFFAOYSA-N"
"5HT1B","VOSXYXQMEFDJMI-UHFFFAOYSA-N"
"5HT1B","CTUZKIUJWYPNFV-UHFFFAOYSA-N"
"5HT1B","DZBLKVHBOHYUNY-GOSISDBHSA-N"
"5HT1B","MSFUUIPBIBJYNX-UHFFFAOYSA-N"
"5HT1B","PRYHARAEUCUVIY-UHFFFAOYSA-N"
"5HT1B","FRFBWAJTOSLKJT-UHFFFAOYSA-N"
"5HT1B","SPYRKRZLYSXVFE-UHFFFAOYSA-N"
"5HT1A","RAKPJSOFWXNMNH-UHFFFAOYSA-N"
"5HT1A","FXJMAIABWURTRB-UHFFFAOYSA-N"
"5HT1A","DZBLKVHBOHYUNY-SFHVURJKSA-N"
"5HT1A","WIGOHQYSKWOHPH-UHFFFAOYSA-N"
"5HT1A","KGVROJQOCQABGA-UHFFFAOYSA-N"
"5HT1A","VOSXYXQMEFDJMI-UHFFFAOYSA-N"
"5HT1A","CTUZKIUJWYPNFV-UHFFFAOYSA-N"
"5HT1A","DZBLKVHBOHYUNY-GOSISDBHSA-N"
"5HT1A","MSFUUIPBIBJYNX-UHFFFAOYSA-N"
"5HT1A","PRYHARAEUCUVIY-UHFFFAOYSA-N"
"5HT1A","FRFBWAJTOSLKJT-UHFFFAOYSA-N"
"5HT1A","SPYRKRZLYSXVFE-UHFFFAOYSA-N"
"5HT1D","RAKPJSOFWXNMNH-UHFFFAOYSA-N"
"5HT1D","FXJMAIABWURTRB-UHFFFAOYSA-N"
"5HT1D","DZBLKVHBOHYUNY-SFHVURJKSA-N"
"5HT1D","WIGOHQYSKWOHPH-UHFFFAOYSA-N"
"5HT1D","KGVROJQOCQABGA-UHFFFAOYSA-N"
"5HT1D","VOSXYXQMEFDJMI-UHFFFAOYSA-N"
"5HT1D","CTUZKIUJWYPNFV-UHFFFAOYSA-N"
"5HT1D","DZBLKVHBOHYUNY-GOSISDBHSA-N"
"5HT1D","MSFUUIPBIBJYNX-UHFFFAOYSA-N"
"5HT1D","PRYHARAEUCUVIY-UHFFFAOYSA-N"
"5HT1D","FRFBWAJTOSLKJT-UHFFFAOYSA-N"
"5HT1D","SPYRKRZLYSXVFE-UHFFFAOYSA-N"
"5HT1B","JAELRPUWEUXJPW-UHFFFAOYSA-N"
"5HT1B","HFPMFXUJDFZECD-UHFFFAOYSA-N"
"5HT1A","JAELRPUWEUXJPW-UHFFFAOYSA-N"
"5HT1A","HFPMFXUJDFZECD-UHFFFAOYSA-N"
"5HT1D","JAELRPUWEUXJPW-UHFFFAOYSA-N"
"5HT1D","HFPMFXUJDFZECD-UHFFFAOYSA-N"
"HRH3","ADHCEOHLWFBYCU-UHFFFAOYSA-N"
"5HT1A","GPANICKLGIVBML-UHFFFAOYSA-N"
"5HT2A","GPANICKLGIVBML-UHFFFAOYSA-N"
"CNR2","MBDFEYSTWDVXOJ-UHFFFAOYSA-N"
"CNR1","MBDFEYSTWDVXOJ-UHFFFAOYSA-N"
"CNR1","KCQJZOJGRGXWCV-UHFFFAOYSA-N"
"C5AR1","KIAVXLCRALURJT-UHFFFAOYSA-N"
"GP142","ATOKVTDUHKZLMB-UHFFFAOYSA-N"
"ADA2A","LDEQLBJRYFYFBT-UHFFFAOYSA-N"
"5HT6R","LDEQLBJRYFYFBT-UHFFFAOYSA-N"
"DRD3","ICXGSSKPPOBXQR-UHFFFAOYSA-N"
"DRD3","CTWAEGZNMNTFST-UHFFFAOYSA-N"
"DRD1","ICXGSSKPPOBXQR-UHFFFAOYSA-N"
"DRD1","CTWAEGZNMNTFST-UHFFFAOYSA-N"
"DRD2","ICXGSSKPPOBXQR-UHFFFAOYSA-N"
"DRD2","CTWAEGZNMNTFST-UHFFFAOYSA-N"
"V2R","VFGUUFALPPOHKD-ULJHMMPZSA-N"
"V1AR","VFGUUFALPPOHKD-ULJHMMPZSA-N"
"CNR1","UJLUJVLJRDVHQO-LEWJYISDSA-N"
"OPRD","NMGCCCXRAFVYBR-RRGQHJHPSA-N"
"OPRK","GIZJWWQFOGQPRY-RRGQHJHPSA-N"
"OPRK","NMGCCCXRAFVYBR-RRGQHJHPSA-N"
"OPRM","GIZJWWQFOGQPRY-RRGQHJHPSA-N"
"OPRM","NMGCCCXRAFVYBR-RRGQHJHPSA-N"
"ADA2C","UCHDWCPVSPXUMX-TZIWLTJVSA-N"
"AA3R","UCHDWCPVSPXUMX-TZIWLTJVSA-N"
"CLTR1","UCHDWCPVSPXUMX-TZIWLTJVSA-N"
"NPY1R","AKSPVPSPCDRFDG-RJRADHEHSA-N"
"DRD3","GOPCNWYYZCPBLJ-UHFFFAOYSA-N"
"DRD4","GOPCNWYYZCPBLJ-UHFFFAOYSA-N"
"DRD2","GOPCNWYYZCPBLJ-UHFFFAOYSA-N"
"5HT1D","MQOXSVRCBZPXNC-UHFFFAOYSA-N"
"PE2R4","FADNAZBPTQVMPQ-ZDUSSCGKSA-N"
"PE2R2","FADNAZBPTQVMPQ-ZDUSSCGKSA-N"
"ADA1A","CLVNHGRETDEYIG-UHFFFAOYSA-N"
"HRH3","ZWUFGBNOUKQGBR-UHFFFAOYSA-N"
"V2R","XNOPRXBHLZRZKH-DSZYJQQASA-N"
"V2R","VWXRQYYUEIYXCZ-OBIMUBPZSA-N"
"V2R","GTYWGUNQAMYZPF-QPLNMOKZSA-N"
"OXYR","VWXRQYYUEIYXCZ-OBIMUBPZSA-N"
"OXYR","XNOPRXBHLZRZKH-DSZYJQQASA-N"
"OXYR","GTYWGUNQAMYZPF-QPLNMOKZSA-N"
"V1BR","VWXRQYYUEIYXCZ-OBIMUBPZSA-N"
"V1BR","XNOPRXBHLZRZKH-DSZYJQQASA-N"
"V1BR","GTYWGUNQAMYZPF-QPLNMOKZSA-N"
"V1AR","VWXRQYYUEIYXCZ-OBIMUBPZSA-N"
"V1AR","XNOPRXBHLZRZKH-DSZYJQQASA-N"
"V1AR","GTYWGUNQAMYZPF-QPLNMOKZSA-N"
"5HT1A","PQGLTWUOVHNAGW-PUZFROQSSA-N"
"DRD2","PQGLTWUOVHNAGW-PUZFROQSSA-N"
"V1AR","DJKJVWJQAVGLHJ-YPMHNXCESA-N"
"HRH3","DJKJVWJQAVGLHJ-YPMHNXCESA-N"
"HRH4","DJKJVWJQAVGLHJ-YPMHNXCESA-N"
"CCR1","DJKJVWJQAVGLHJ-YPMHNXCESA-N"
"CNR2","CJFACYWSEAVGGO-UHFFFAOYSA-N"
"CNR1","CJFACYWSEAVGGO-UHFFFAOYSA-N"
"AA1R","CQMWNSQCEMHNIW-UHFFFAOYSA-N"
"AA2AR","CQMWNSQCEMHNIW-UHFFFAOYSA-N"
"CNR2","ATLRMJMTXFCOHV-UHFFFAOYSA-N"
"CNR1","ATLRMJMTXFCOHV-UHFFFAOYSA-N"
"HRH3","FBGLPECKCFZJFU-UHFFFAOYSA-N"
"HRH1","FBGLPECKCFZJFU-UHFFFAOYSA-N"
"DRD3","FBGLPECKCFZJFU-UHFFFAOYSA-N"
"DRD1","FBGLPECKCFZJFU-UHFFFAOYSA-N"
"DRD2","FBGLPECKCFZJFU-UHFFFAOYSA-N"
"DRD3","UPZQTOBGZYRXMC-UHFFFAOYSA-N"
"DRD4","UPZQTOBGZYRXMC-UHFFFAOYSA-N"
"HRH3","DFBYKWKCUIKCPG-UHFFFAOYSA-N"
"HRH1","DFBYKWKCUIKCPG-UHFFFAOYSA-N"
"DRD3","DFBYKWKCUIKCPG-UHFFFAOYSA-N"
"OPRD","GCQBOMHBVPHVMB-UHFFFAOYSA-N"
"OPRD","SFJKZKRGYFETAG-UHFFFAOYSA-N"
"OPRK","WKHQHQNKNHJSFM-UHFFFAOYSA-N"
"OPRK","DBUJJGVEYVDIRQ-UHFFFAOYSA-N"
"OPRK","GCQBOMHBVPHVMB-UHFFFAOYSA-N"
"OPRK","MEFGLNPAZYTMOF-UHFFFAOYSA-N"
"OPRK","SPEMYEUTUHZLSU-UHFFFAOYSA-N"
"OPRK","SFJKZKRGYFETAG-UHFFFAOYSA-N"
"OPRM","WKHQHQNKNHJSFM-UHFFFAOYSA-N"
"OPRM","DBUJJGVEYVDIRQ-UHFFFAOYSA-N"
"OPRM","GCQBOMHBVPHVMB-UHFFFAOYSA-N"
"OPRM","MEFGLNPAZYTMOF-UHFFFAOYSA-N"
"OPRM","SPEMYEUTUHZLSU-UHFFFAOYSA-N"
"OPRM","SFJKZKRGYFETAG-UHFFFAOYSA-N"
"OPRX","WKHQHQNKNHJSFM-UHFFFAOYSA-N"
"OPRX","DBUJJGVEYVDIRQ-UHFFFAOYSA-N"
"OPRX","GCQBOMHBVPHVMB-UHFFFAOYSA-N"
"OPRX","MEFGLNPAZYTMOF-UHFFFAOYSA-N"
"OPRX","SPEMYEUTUHZLSU-UHFFFAOYSA-N"
"OPRX","SFJKZKRGYFETAG-UHFFFAOYSA-N"
"TA2R","OOPPXCLFSYMOMD-UHFFFAOYSA-N"
"PD2R","OOPPXCLFSYMOMD-UHFFFAOYSA-N"
"PD2R","SGOBSURTJPVFGZ-UHFFFAOYSA-N"
"HCAR2","AFWUGCDAGKBALB-UHFFFAOYSA-N"
"5HT1B","ACMJXMGGOZMZJM-UHFFFAOYSA-N"
"5HT7R","NJTCYGAQRADUAS-UHFFFAOYSA-N"
"5HT7R","FOBZBVWBEVBZHU-UHFFFAOYSA-N"
"5HT7R","PXFNUVRXAKDHRD-UHFFFAOYSA-N"
"5HT7R","KKOAHOJCVVPWLC-UHFFFAOYSA-N"
"5HT2A","NJTCYGAQRADUAS-UHFFFAOYSA-N"
"5HT2A","FOBZBVWBEVBZHU-UHFFFAOYSA-N"
"5HT2A","PXFNUVRXAKDHRD-UHFFFAOYSA-N"
"5HT2A","KKOAHOJCVVPWLC-UHFFFAOYSA-N"
"DRD2","NJTCYGAQRADUAS-UHFFFAOYSA-N"
"DRD2","FOBZBVWBEVBZHU-UHFFFAOYSA-N"
"DRD2","PXFNUVRXAKDHRD-UHFFFAOYSA-N"
"DRD2","KKOAHOJCVVPWLC-UHFFFAOYSA-N"
"OX1R","GUDQJFKBBOAOIC-HNNXBMFYSA-N"
"OX2R","GUDQJFKBBOAOIC-HNNXBMFYSA-N"
"PD2R2","LXBXZSFSKQMEIJ-UHFFFAOYSA-N"
"HRH1","LSOVNGNFKVHURS-UHFFFAOYSA-N"
"AA3R","ZJHQIRJETMZORC-UHFFFAOYSA-N"
"AA1R","UBJLQDSZSYHXLE-UHFFFAOYSA-N"
"AA1R","GFLZXPLJINFGKI-UHFFFAOYSA-N"
"AA1R","QVOWOYIUKZYYOJ-UHFFFAOYSA-N"
"AA2BR","GFLZXPLJINFGKI-UHFFFAOYSA-N"
"AA2AR","UBJLQDSZSYHXLE-UHFFFAOYSA-N"
"AA2AR","GFLZXPLJINFGKI-UHFFFAOYSA-N"
"AA2AR","QVOWOYIUKZYYOJ-UHFFFAOYSA-N"
"AA3R","UBJLQDSZSYHXLE-UHFFFAOYSA-N"
"AA3R","GFLZXPLJINFGKI-UHFFFAOYSA-N"
"AA3R","QVOWOYIUKZYYOJ-UHFFFAOYSA-N"
"OX1R","IWNLDQPKTBRWAF-UHFFFAOYSA-N"
"OX2R","IWNLDQPKTBRWAF-UHFFFAOYSA-N"
"AA1R","UOAGLWXCVMDEEN-UHFFFAOYSA-N"
"AA2AR","UOAGLWXCVMDEEN-UHFFFAOYSA-N"
"AA3R","UOAGLWXCVMDEEN-UHFFFAOYSA-N"
"GPR35","WLJNZVDCPSBLRP-UHFFFAOYSA-N"
"CCKAR","LFIFGNCFEBAIHA-JCOUAQLOSA-N"
"GASR","LFIFGNCFEBAIHA-XSAWFYHVSA-N"
"GASR","KJQHRGYUFQCLJG-ACEPAJJMSA-N"
"GASR","LFIFGNCFEBAIHA-JCOUAQLOSA-N"
"OPRD","LFIFGNCFEBAIHA-XSAWFYHVSA-N"
"OPRD","KJQHRGYUFQCLJG-ACEPAJJMSA-N"
"OPRD","LFIFGNCFEBAIHA-JCOUAQLOSA-N"
"OPRM","LFIFGNCFEBAIHA-XSAWFYHVSA-N"
"OPRM","KJQHRGYUFQCLJG-ACEPAJJMSA-N"
"OPRM","LFIFGNCFEBAIHA-JCOUAQLOSA-N"
"MTR1B","PQZZGTZTKGECDT-UHFFFAOYSA-N"
"MTR1A","PQZZGTZTKGECDT-UHFFFAOYSA-N"
"5HT1A","LNLHSSBZJJKVNL-UHFFFAOYSA-N"
"5HT7R","LNLHSSBZJJKVNL-UHFFFAOYSA-N"
"5HT6R","LNLHSSBZJJKVNL-UHFFFAOYSA-N"
"DRD2","LNLHSSBZJJKVNL-UHFFFAOYSA-N"
"P2Y12","PSMGYCPOASWFCF-UHFFFAOYSA-N"
"AA1R","RZJAODYQRFMAKN-WVSUBDOOSA-N"
"AA3R","RZJAODYQRFMAKN-WVSUBDOOSA-N"
"MCHR1","OWVJFLOWTRTEOY-UHFFFAOYSA-N"
"S1PR5","LPAUOXUZGSBGDU-GMNMEAIESA-N"
"S1PR3","LPAUOXUZGSBGDU-GMNMEAIESA-N"
"S1PR1","LPAUOXUZGSBGDU-GMNMEAIESA-N"
"ACM1","YLOMMHJWKYDOFW-KOUNCHBCSA-N"
"ADA1A","QTXPSJZUMKDMGD-UHFFFAOYSA-N"
"ADA1D","QTXPSJZUMKDMGD-UHFFFAOYSA-N"
"5HT1A","QTXPSJZUMKDMGD-UHFFFAOYSA-N"
"OPRD","LEPBHAAYNPPRRA-WMZHIEFXSA-N"
"OPRK","LEPBHAAYNPPRRA-WMZHIEFXSA-N"
"OPRM","LEPBHAAYNPPRRA-WMZHIEFXSA-N"
"EDNRB","ZUBDGKVDJUIMQQ-UBFCDGJISA-N"
"EDNRA","ZUBDGKVDJUIMQQ-UBFCDGJISA-N"
"FFAR1","CMBKWOVNBBMKPI-IBGZPJMESA-N"
"ADRB2","XRUGWYOIFVUFLD-DHUJRADRSA-N"
"ACM3","XRUGWYOIFVUFLD-DHUJRADRSA-N"
"5HT1A","VLUZXILOPLVBGT-UHFFFAOYSA-N"
"5HT1A","KGMNPYRERCCGKH-UHFFFAOYSA-N"
"5HT1A","LHMHWJFZTBPLDP-UHFFFAOYSA-N"
"5HT1A","KGZLHIUAOKRDKJ-UHFFFAOYSA-N"
"5HT1A","YCFSCWCCZHATDT-UHFFFAOYSA-N"
"5HT7R","VLUZXILOPLVBGT-UHFFFAOYSA-N"
"5HT7R","KGMNPYRERCCGKH-UHFFFAOYSA-N"
"5HT7R","LHMHWJFZTBPLDP-UHFFFAOYSA-N"
"5HT7R","KGZLHIUAOKRDKJ-UHFFFAOYSA-N"
"5HT7R","YCFSCWCCZHATDT-UHFFFAOYSA-N"
"5HT6R","VLUZXILOPLVBGT-UHFFFAOYSA-N"
"5HT6R","KGMNPYRERCCGKH-UHFFFAOYSA-N"
"5HT6R","LHMHWJFZTBPLDP-UHFFFAOYSA-N"
"5HT6R","KGZLHIUAOKRDKJ-UHFFFAOYSA-N"
"5HT6R","YCFSCWCCZHATDT-UHFFFAOYSA-N"
"DRD2","VLUZXILOPLVBGT-UHFFFAOYSA-N"
"DRD2","KGMNPYRERCCGKH-UHFFFAOYSA-N"
"DRD2","LHMHWJFZTBPLDP-UHFFFAOYSA-N"
"DRD2","KGZLHIUAOKRDKJ-UHFFFAOYSA-N"
"DRD2","YCFSCWCCZHATDT-UHFFFAOYSA-N"
"5HT2C","VIJUXAMFDQXDIE-UHFFFAOYSA-N"
"AA3R","ZZJYIKPMDIWRSN-TZBSWOFLSA-N"
"5HT2A","ZZJYIKPMDIWRSN-TZBSWOFLSA-N"
"DRD3","ZZJYIKPMDIWRSN-TZBSWOFLSA-N"
"DRD1","ZZJYIKPMDIWRSN-TZBSWOFLSA-N"
"DRD2","ZZJYIKPMDIWRSN-TZBSWOFLSA-N"
"DRD1","IKMXUUHNYQWZBC-UHFFFAOYSA-N"
"DRD2","IKMXUUHNYQWZBC-UHFFFAOYSA-N"
"DRD4","MSJWCCHOETUGFO-UHFFFAOYSA-N"
"DRD2","MSJWCCHOETUGFO-UHFFFAOYSA-N"
"DRD2","RUTLNJGVITWMQE-UHFFFAOYSA-N"
"AA1R","CBNXOSCGWXMGTB-UHFFFAOYSA-N"
"AA1R","OTTHALQEWXGENA-UHFFFAOYSA-N"
"AA1R","BUEJCBZTDZRXBI-UHFFFAOYSA-N"
