TargetName,Scaffold,Molecule
NOX1_HUMAN,Sca163389,1
CY24B_HUMAN,Sca19551,1
CY24B_HUMAN,Sca247790,1
HEPS_HUMAN,Sca371,4
HEPS_HUMAN,Sca144044,1
HEPS_HUMAN,Sca7018,3
HEPS_HUMAN,Sca252830,1
HEPS_HUMAN,Sca6,1
HEPS_HUMAN,Sca18084,1
HEPS_HUMAN,Sca1735,2
HEPS_HUMAN,Sca150,4
HEPS_HUMAN,Sca160,2
HEPS_HUMAN,Sca263658,1
HEPS_HUMAN,Sca41683,1
CFAD_HUMAN,Sca232598,1
CFAD_HUMAN,Sca210474,1
CFAD_HUMAN,Sca210476,2
CFAD_HUMAN,Sca232595,2
TMPS6_HUMAN,Sca42616,1
TMPS6_HUMAN,Sca371,6
TMPS6_HUMAN,Sca67888,1
TMPS6_HUMAN,Sca115297,1
TMPS6_HUMAN,Sca115298,10
TMPS6_HUMAN,Sca17505,1
TMPS6_HUMAN,Sca370,6
TMPS6_HUMAN,Sca851,1
TMPS6_HUMAN,Sca103615,2
TMPS6_HUMAN,Sca248901,1
TMPS6_HUMAN,Sca263080,1
TMPS6_HUMAN,Sca248897,1
TMPS6_HUMAN,Sca919,1
TMPS6_HUMAN,Sca248896,1
ENTK_HUMAN,Sca205,52
ENTK_HUMAN,Sca336,58
ENTK_HUMAN,Sca2970,4
ENTK_HUMAN,Sca2424,3
ENTK_HUMAN,Sca371,2
ENTK_HUMAN,Sca42610,2
ENTK_HUMAN,Sca165370,7
ENTK_HUMAN,Sca9682,1
TM11D_HUMAN,Sca186200,1
TM11D_HUMAN,Sca851,7
TM11D_HUMAN,Sca61564,1
TM11D_HUMAN,Sca3019,1
TM11D_HUMAN,Sca186218,1
TM11D_HUMAN,Sca7,12
TM11D_HUMAN,Sca186219,1
TM11D_HUMAN,Sca186206,1
TM11D_HUMAN,Sca850,3
TM11D_HUMAN,Sca186203,1
TM11D_HUMAN,Sca186213,4
TM11D_HUMAN,Sca186209,1
TM11D_HUMAN,Sca371,1
TM11D_HUMAN,Sca186204,1
TM11D_HUMAN,Sca71611,1
TM11D_HUMAN,Sca919,1
TM11D_HUMAN,Sca61609,1
TM11D_HUMAN,Sca186215,1
TM11D_HUMAN,Sca186212,1
TPP2_RAT,Sca296,4
TPP2_RAT,Sca255,1
MBTP1_HUMAN,Sca97177,2
MBTP1_HUMAN,Sca97175,3
MBTP1_HUMAN,Sca97173,3
MBTP1_HUMAN,Sca34712,5
MBTP1_HUMAN,Sca97184,1
MBTP1_HUMAN,Sca97186,2
MBTP1_HUMAN,Sca97180,1
MBTP1_HUMAN,Sca97182,1
MBTP1_HUMAN,Sca97188,1
GTR1_RAT,Sca149,1
NR0B2_HUMAN,Sca28817,2
STK26_HUMAN,Sca152282,1
BRPF1_HUMAN,Sca167167,2
BRPF1_HUMAN,Sca34250,3
BRPF1_HUMAN,Sca167042,5
BRPF1_HUMAN,Sca179358,3
BRPF1_HUMAN,Sca52190,1
BRPF3_HUMAN,Sca258615,1
KDM5C_HUMAN,Sca232413,1
KDM5C_HUMAN,Sca262584,1
KDM5C_HUMAN,Sca110,2
KDM5A_HUMAN,Sca135615,1
BAZ2A_HUMAN,Sca253841,3
BAZ2B_HUMAN,Sca253841,3
KDM4C_HUMAN,Sca135615,1
KDM4C_HUMAN,Sca110,2
KDM4C_HUMAN,Sca232413,1
KDM2A_HUMAN,Sca262588,2
KDM2A_HUMAN,Sca232413,1
KDM2A_HUMAN,Sca262592,3
KDM2A_HUMAN,Sca17725,1
BRD1_HUMAN,Sca258615,1
KDM6B_HUMAN,Sca135615,1
KDM6B_HUMAN,Sca236546,1
KDM6B_HUMAN,Sca110,1
KDM4E_HUMAN,Sca110,3
KDM4E_HUMAN,Sca232413,1
KDM4E_HUMAN,Sca135615,1
KDM4E_HUMAN,Sca13484,1
KDM3A_HUMAN,Sca232413,1
KDM3A_HUMAN,Sca110,1
PDE9A_HUMAN,Sca209726,12
PDE9A_HUMAN,Sca117694,7
PDE9A_HUMAN,Sca140741,9
PDE9A_HUMAN,Sca19378,2
PDE9A_HUMAN,Sca66474,3
PDE9A_HUMAN,Sca203613,1
PDE9A_HUMAN,Sca117681,2
PDE9A_HUMAN,Sca209460,2
PDE9A_HUMAN,Sca250655,5
PDE9A_HUMAN,Sca140742,3
PDE9A_HUMAN,Sca140765,1
PDE9A_HUMAN,Sca297555,1
PDE9A_HUMAN,Sca15839,1
PDE9A_HUMAN,Sca16614,1
PDE9A_HUMAN,Sca2236,1
PDE9A_HUMAN,Sca24741,1
PDE9A_HUMAN,Sca21386,1
PDE9A_HUMAN,Sca140747,1
PDE9A_HUMAN,Sca140768,2
PDE9A_HUMAN,Sca149939,2
PDE9A_HUMAN,Sca65200,1
PDE9A_HUMAN,Sca66820,1
MALT1_HUMAN,Sca4381,2
RN5A_MOUSE,Sca85505,2
RN5A_MOUSE,Sca85507,2
RN5A_MOUSE,Sca85518,2
RN5A_MOUSE,Sca44301,4
RN5A_MOUSE,Sca44475,4
RN5A_MOUSE,Sca148300,2
RN5A_HUMAN,Sca202316,3
RN5A_HUMAN,Sca202208,2
RN5A_HUMAN,Sca85505,6
RN5A_HUMAN,Sca85507,6
RN5A_HUMAN,Sca85518,6
RN5A_HUMAN,Sca202205,2
RN5A_HUMAN,Sca202135,2
RN5A_HUMAN,Sca225765,2
RN5A_HUMAN,Sca225773,2
RN5A_HUMAN,Sca225768,1
RN5A_HUMAN,Sca202200,1
RN5A_HUMAN,Sca44301,1
RN5A_HUMAN,Sca44475,1
PPAC_HUMAN,Sca121196,1
PPAC_HUMAN,Sca20799,2
PPAC_HUMAN,Sca116623,2
PPAC_HUMAN,Sca11795,1
PPAC_HUMAN,Sca97994,1
AT1A1_HUMAN,Sca243848,2
AT1A1_HUMAN,Sca44126,1
BACE2_HUMAN,Sca218285,21
BACE2_HUMAN,Sca143798,2
BACE2_HUMAN,Sca6686,2
BACE2_HUMAN,Sca222704,7
BACE2_HUMAN,Sca7,7
BACE2_HUMAN,Sca144116,6
BACE2_HUMAN,Sca218291,2
BACE2_HUMAN,Sca143799,17
BACE2_HUMAN,Sca143809,17
BACE2_HUMAN,Sca143807,1
BACE2_HUMAN,Sca258759,2
BACE2_HUMAN,Sca70271,1
BACE2_HUMAN,Sca144115,8
BACE2_HUMAN,Sca84821,6
BACE2_HUMAN,Sca252308,1
BACE2_HUMAN,Sca210165,1
BACE2_HUMAN,Sca210161,1
BACE2_HUMAN,Sca209158,3
BACE2_HUMAN,Sca209159,4
BACE2_HUMAN,Sca240649,1
BACE2_HUMAN,Sca197163,2
BACE2_HUMAN,Sca143793,3
BACE2_HUMAN,Sca143792,3
BACE2_HUMAN,Sca408,2
BACE2_HUMAN,Sca210156,2
BACE2_HUMAN,Sca206681,2
BACE2_HUMAN,Sca143810,2
BACE2_HUMAN,Sca19778,2
BACE2_HUMAN,Sca146986,1
BACE2_HUMAN,Sca143804,1
BACE2_HUMAN,Sca209153,1
BACE2_HUMAN,Sca206685,1
BACE2_HUMAN,Sca5344,1
BACE2_RAT,Sca216675,4
BACE2_RAT,Sca224571,1
BACE2_RAT,Sca224569,1
CNOT7_HUMAN,Sca1419,1
AMYP_HUMAN,Sca262132,1
AMYP_HUMAN,Sca18500,1
AMYP_HUMAN,Sca160174,1
AMYP_HUMAN,Sca262485,1
AMYP_HUMAN,Sca262139,1
AMYP_HUMAN,Sca262135,1
AMYP_HUMAN,Sca262476,1
CHLE_MOUSE,Sca2762,3
CHLE_MOUSE,Sca106165,1
CHLE_MOUSE,Sca106184,1
CHLE_MOUSE,Sca29035,1
CHLE_MOUSE,Sca20051,16
CHLE_MOUSE,Sca149350,1
CHLE_MOUSE,Sca19965,2
CHLE_MOUSE,Sca149641,1
CHLE_MOUSE,Sca149619,1
CHLE_MOUSE,Sca136600,1
CHLE_MOUSE,Sca149352,1
CHLE_MOUSE,Sca106225,1
CHLE_MOUSE,Sca106193,1
CHLE_MOUSE,Sca106182,1
CHLE_MOUSE,Sca149323,1
CHLE_MOUSE,Sca106195,1
CHLE_MOUSE,Sca106214,1
CHLE_MOUSE,Sca149354,1
CHLE_MOUSE,Sca2763,1
CHLE_MOUSE,Sca106175,1
CHLE_MOUSE,Sca106173,1
CHLE_MOUSE,Sca106218,1
CHLE_MOUSE,Sca46313,1
CHLE_MOUSE,Sca106223,1
CHLE_HUMAN,Sca207382,1
CHLE_HUMAN,Sca2774,34
CHLE_HUMAN,Sca249752,8
CHLE_HUMAN,Sca249631,8
CHLE_HUMAN,Sca91685,1
CHLE_HUMAN,Sca2775,10
CHLE_HUMAN,Sca1327,8
CHLE_HUMAN,Sca231341,1
CHLE_HUMAN,Sca114503,1
CHLE_HUMAN,Sca263674,2
CHLE_HUMAN,Sca253670,2
CHLE_HUMAN,Sca114971,1
CHLE_HUMAN,Sca183575,5
CHLE_HUMAN,Sca91697,2
CHLE_HUMAN,Sca207384,1
CHLE_HUMAN,Sca203347,7
CHLE_HUMAN,Sca245775,3
CHLE_HUMAN,Sca487,21
CHLE_HUMAN,Sca172408,1
CHLE_HUMAN,Sca7,5
CHLE_HUMAN,Sca136395,4
CHLE_HUMAN,Sca41506,1
CHLE_HUMAN,Sca5473,1
CHLE_HUMAN,Sca198532,16
CHLE_HUMAN,Sca94841,8
CHLE_HUMAN,Sca114726,12
CHLE_HUMAN,Sca98375,1
CHLE_HUMAN,Sca237400,2
CHLE_HUMAN,Sca207380,1
CHLE_HUMAN,Sca51491,2
CHLE_HUMAN,Sca245769,3
CHLE_HUMAN,Sca78059,3
CHLE_HUMAN,Sca19444,2
CHLE_HUMAN,Sca239040,3
CHLE_HUMAN,Sca122935,5
CHLE_HUMAN,Sca170918,1
CHLE_HUMAN,Sca174642,1
CHLE_HUMAN,Sca106239,3
CHLE_HUMAN,Sca98358,1
CHLE_HUMAN,Sca234084,2
CHLE_HUMAN,Sca245766,3
CHLE_HUMAN,Sca217498,7
CHLE_HUMAN,Sca7616,11
CHLE_HUMAN,Sca2761,3
CHLE_HUMAN,Sca2762,7
CHLE_HUMAN,Sca120324,2
CHLE_HUMAN,Sca68371,3
CHLE_HUMAN,Sca157664,1
CHLE_HUMAN,Sca237264,2
CHLE_HUMAN,Sca183578,1
CHLE_HUMAN,Sca263232,1
CHLE_HUMAN,Sca140286,1
CHLE_HUMAN,Sca140281,1
CHLE_HUMAN,Sca68384,3
CHLE_HUMAN,Sca79825,2
CHLE_HUMAN,Sca205834,6
CHLE_HUMAN,Sca38176,6
CHLE_HUMAN,Sca245778,3
CHLE_HUMAN,Sca157342,2
CHLE_HUMAN,Sca140280,1
CHLE_HUMAN,Sca2760,1
CHLE_HUMAN,Sca244948,1
CHLE_HUMAN,Sca114957,1
CHLE_HUMAN,Sca245781,3
CHLE_HUMAN,Sca205705,2
CHLE_HUMAN,Sca263664,3
CHLE_HUMAN,Sca263714,3
CHLE_HUMAN,Sca91647,1
CHLE_HUMAN,Sca249753,9
CHLE_HUMAN,Sca249634,9
CHLE_HUMAN,Sca183596,1
CHLE_HUMAN,Sca98361,1
CHLE_HUMAN,Sca282,9
CHLE_HUMAN,Sca91638,2
CHLE_HUMAN,Sca97389,1
CHLE_HUMAN,Sca68383,3
CHLE_HUMAN,Sca8564,3
CHLE_HUMAN,Sca135965,8
CHLE_HUMAN,Sca114975,1
CHLE_HUMAN,Sca74213,1
CHLE_HUMAN,Sca11432,2
CHLE_HUMAN,Sca145822,1
CHLE_HUMAN,Sca68374,5
CHLE_HUMAN,Sca135903,5
CHLE_HUMAN,Sca74114,2
CHLE_HUMAN,Sca259583,1
CHLE_HUMAN,Sca157083,1
CHLE_HUMAN,Sca84018,3
CHLE_HUMAN,Sca231327,2
CHLE_HUMAN,Sca91644,1
CHLE_HUMAN,Sca417,2
CHLE_HUMAN,Sca73413,1
CHLE_HUMAN,Sca237386,2
CHLE_HUMAN,Sca245772,3
CHLE_HUMAN,Sca114742,1
CHLE_HUMAN,Sca91416,1
CHLE_HUMAN,Sca239131,1
CHLE_HUMAN,Sca217494,6
CHLE_HUMAN,Sca20051,1
CHLE_HUMAN,Sca7271,1
CHLE_HUMAN,Sca186985,2
CHLE_HUMAN,Sca186992,2
CHLE_HUMAN,Sca186989,2
CHLE_HUMAN,Sca5242,4
CHLE_HUMAN,Sca237363,1
CHLE_HUMAN,Sca263668,3
CHLE_HUMAN,Sca253664,3
CHLE_HUMAN,Sca27482,4
CHLE_HUMAN,Sca237466,2
CHLE_HUMAN,Sca244990,1
CHLE_HUMAN,Sca51457,2
CHLE_HUMAN,Sca2763,11
CHLE_HUMAN,Sca90582,1
CHLE_HUMAN,Sca11433,1
CHLE_HUMAN,Sca488,7
CHLE_HUMAN,Sca73490,1
CHLE_HUMAN,Sca42994,1
CHLE_HUMAN,Sca91670,1
CHLE_HUMAN,Sca147458,1
CHLE_HUMAN,Sca120244,1
CHLE_HUMAN,Sca67899,1
CHLE_HUMAN,Sca263258,3
CHLE_HUMAN,Sca231331,1
CHLE_HUMAN,Sca249421,2
CHLE_HUMAN,Sca263661,2
CHLE_HUMAN,Sca253660,2
CHLE_HUMAN,Sca180767,1
CHLE_HUMAN,Sca230094,1
CHLE_HUMAN,Sca253672,1
CHLE_HUMAN,Sca43684,7
CHLE_HUMAN,Sca79894,5
CHLE_HUMAN,Sca177492,1
CHLE_HUMAN,Sca217612,5
CHLE_HUMAN,Sca68372,3
CHLE_HUMAN,Sca263666,3
CHLE_HUMAN,Sca253662,3
CHLE_HUMAN,Sca234088,3
CHLE_HUMAN,Sca122932,2
CHLE_HUMAN,Sca122929,2
CHLE_HUMAN,Sca114721,3
CHLE_HUMAN,Sca41516,1
CHLE_HUMAN,Sca91673,2
CHLE_HUMAN,Sca237319,1
CHLE_HUMAN,Sca91682,1
CHLE_HUMAN,Sca41524,1
CHLE_HUMAN,Sca263670,3
CHLE_HUMAN,Sca253666,3
CHLE_HUMAN,Sca197015,2
CHLE_HUMAN,Sca122959,1
CHLE_HUMAN,Sca207378,1
CHLE_HUMAN,Sca122949,1
CHLE_HUMAN,Sca263672,3
CHLE_HUMAN,Sca253668,3
CHLE_HUMAN,Sca207375,1
CHLE_HUMAN,Sca91688,1
CHLE_HUMAN,Sca94847,1
CHLE_HUMAN,Sca114543,1
CHLE_HUMAN,Sca91658,2
CHLE_HUMAN,Sca12208,1
CHLE_HUMAN,Sca250923,1
CHLE_HUMAN,Sca91694,1
CHLE_HUMAN,Sca68373,3
CHLE_HUMAN,Sca51345,2
CHLE_HUMAN,Sca244982,1
CHLE_HUMAN,Sca283,2
CHLE_HUMAN,Sca148960,1
CHLE_HUMAN,Sca234090,1
CHLE_HUMAN,Sca234083,1
CHLE_HUMAN,Sca41547,1
CHLE_HUMAN,Sca98364,1
CHLE_HUMAN,Sca263234,1
CHLE_HUMAN,Sca183570,1
CHLE_HUMAN,Sca97385,1
CHLE_HUMAN,Sca16856,1
CHLE_HUMAN,Sca148958,1
CHLE_HUMAN,Sca148984,1
CHLE_HUMAN,Sca119459,1
CHLE_HUMAN,Sca204752,1
CHLE_HUMAN,Sca91667,1
CHLE_HUMAN,Sca119482,1
CHLE_HUMAN,Sca237402,2
CHLE_HUMAN,Sca94859,1
CHLE_HUMAN,Sca91691,1
CHLE_HUMAN,Sca135733,1
CHLE_HUMAN,Sca258782,1
CHLE_HUMAN,Sca124704,1
CHLE_HUMAN,Sca119456,1
CHLE_HUMAN,Sca114744,1
CHLE_HUMAN,Sca145799,1
CHLE_HUMAN,Sca148933,1
CHLE_HUMAN,Sca98371,1
CHLE_HUMAN,Sca67877,2
CHLE_HUMAN,Sca91654,1
CHLE_HUMAN,Sca41422,1
CHLE_HUMAN,Sca149333,1
CHLE_HUMAN,Sca254346,2
CHLE_HUMAN,Sca98510,2
CHLE_HUMAN,Sca114973,1
CHLE_HUMAN,Sca91650,2
CHLE_HUMAN,Sca124702,1
CHLE_HUMAN,Sca237404,1
CHLE_HUMAN,Sca54611,3
CHLE_HUMAN,Sca75592,1
CHLE_HUMAN,Sca182023,1
CHLE_HUMAN,Sca122954,2
CHLE_HUMAN,Sca157658,1
CHLE_HUMAN,Sca122978,1
CHLE_HUMAN,Sca122920,1
CHLE_HUMAN,Sca8589,1
CHLE_HUMAN,Sca1367,1
CHLE_HUMAN,Sca246972,3
CHLE_HUMAN,Sca11795,1
CHLE_HUMAN,Sca207374,1
CHLE_HUMAN,Sca177489,1
CHLE_HUMAN,Sca91641,1
CHLE_HUMAN,Sca41502,1
CHLE_HUMAN,Sca120242,1
CHLE_HUMAN,Sca147456,1
CHLE_HUMAN,Sca120239,1
CHLE_HUMAN,Sca91679,1
CHLE_HUMAN,Sca237452,2
CHLE_HUMAN,Sca244978,1
CHLE_HUMAN,Sca157660,1
CHLE_HUMAN,Sca204756,1
CHLE_HUMAN,Sca91676,1
CHLE_HUMAN,Sca12076,1
CHLE_HUMAN,Sca41522,1
CHLE_HUMAN,Sca67869,1
CHLE_HUMAN,Sca186999,1
CHLE_HUMAN,Sca122982,1
CHLE_HUMAN,Sca237432,1
CHLE_HUMAN,Sca177479,1
CHLE_HUMAN,Sca114969,1
CHLE_HUMAN,Sca124700,1
CHLE_HUMAN,Sca243538,1
CHLE_HUMAN,Sca120334,1
CHLE_HUMAN,Sca119453,1
CHLE_HUMAN,Sca244986,1
CHLE_HUMAN,Sca180773,1
CHLE_HUMAN,Sca75593,1
CHLE_HUMAN,Sca2388,2
CHLE_HUMAN,Sca118102,1
CHLE_HUMAN,Sca12477,1
CHLE_HUMAN,Sca35913,1
CHLE_HUMAN,Sca239036,1
CHLE_HUMAN,Sca186982,1
CHLE_HUMAN,Sca120330,2
CHLE_HUMAN,Sca187002,1
CHLE_HUMAN,Sca239127,1
CHLE_HUMAN,Sca20053,1
CHLE_HUMAN,Sca41541,1
CHLE_HUMAN,Sca98355,1
CHLE_HUMAN,Sca237256,1
CHLE_HUMAN,Sca244951,1
CHLE_HUMAN,Sca97393,1
CHLE_HUMAN,Sca51474,1
CHLE_HUMAN,Sca228999,1
CHLE_HUMAN,Sca231334,1
CHLE_HUMAN,Sca120327,2
CHLE_HUMAN,Sca180779,1
CHLE_HUMAN,Sca13608,1
CHLE_HUMAN,Sca54612,1
CHLE_HUMAN,Sca825,1
CHLE_HUMAN,Sca239024,1
CHLE_HUMAN,Sca263230,2
CHLE_HUMAN,Sca2778,1
CHLE_HUMAN,Sca91664,1
CHLE_HUMAN,Sca176191,1
MMP13_RAT,Sca551,2
MMP13_RAT,Sca535,3
MMP13_RAT,Sca7,1
MMP13_RAT,Sca110,1
MMP13_RAT,Sca593,1
MMP13_RAT,Sca554,1
MMP13_RAT,Sca591,1
MMP13_RAT,Sca574,1
MMP13_RAT,Sca608,1
MMP13_HUMAN,Sca113367,3
MMP13_HUMAN,Sca204,10
MMP13_HUMAN,Sca4111,16
MMP13_HUMAN,Sca38556,16
MMP13_HUMAN,Sca8560,28
MMP13_HUMAN,Sca70095,1
MMP13_HUMAN,Sca225253,9
MMP13_HUMAN,Sca70041,18
MMP13_HUMAN,Sca112001,1
MMP13_HUMAN,Sca40249,1
MMP13_HUMAN,Sca5680,14
MMP13_HUMAN,Sca85594,1
MMP13_HUMAN,Sca23783,1
MMP13_HUMAN,Sca250275,5
MMP13_HUMAN,Sca7,47
MMP13_HUMAN,Sca4586,12
MMP13_HUMAN,Sca8454,17
MMP13_HUMAN,Sca193231,5
MMP13_HUMAN,Sca90156,1
MMP13_HUMAN,Sca13673,29
MMP13_HUMAN,Sca191818,1
MMP13_HUMAN,Sca460,14
MMP13_HUMAN,Sca31699,5
MMP13_HUMAN,Sca121881,4
MMP13_HUMAN,Sca80,7
MMP13_HUMAN,Sca70105,1
MMP13_HUMAN,Sca246835,1
MMP13_HUMAN,Sca131,2
MMP13_HUMAN,Sca181960,1
MMP13_HUMAN,Sca879,26
MMP13_HUMAN,Sca214498,3
MMP13_HUMAN,Sca109123,1
MMP13_HUMAN,Sca1492,8
MMP13_HUMAN,Sca335,15
MMP13_HUMAN,Sca78059,2
MMP13_HUMAN,Sca998,2
MMP13_HUMAN,Sca90096,13
MMP13_HUMAN,Sca185175,4
MMP13_HUMAN,Sca109015,12
MMP13_HUMAN,Sca144454,15
MMP13_HUMAN,Sca2970,5
MMP13_HUMAN,Sca141850,1
MMP13_HUMAN,Sca250283,1
MMP13_HUMAN,Sca683,1
MMP13_HUMAN,Sca30381,24
MMP13_HUMAN,Sca90147,1
MMP13_HUMAN,Sca250266,1
MMP13_HUMAN,Sca16005,5
MMP13_HUMAN,Sca40245,3
MMP13_HUMAN,Sca144465,14
MMP13_HUMAN,Sca18023,2
MMP13_HUMAN,Sca171,4
MMP13_HUMAN,Sca181958,1
MMP13_HUMAN,Sca5933,1
MMP13_HUMAN,Sca184538,2
MMP13_HUMAN,Sca12789,2
MMP13_HUMAN,Sca181970,1
MMP13_HUMAN,Sca181953,1
MMP13_HUMAN,Sca3293,1
MMP13_HUMAN,Sca183780,3
MMP13_HUMAN,Sca213838,1
MMP13_HUMAN,Sca204887,1
MMP13_HUMAN,Sca181955,3
MMP13_HUMAN,Sca70128,9
MMP13_HUMAN,Sca90088,1
MMP13_HUMAN,Sca246814,2
MMP13_HUMAN,Sca201483,1
MMP13_HUMAN,Sca28370,1
MMP13_HUMAN,Sca6680,1
MMP13_HUMAN,Sca367,17
MMP13_HUMAN,Sca90140,1
MMP13_HUMAN,Sca193360,2
MMP13_HUMAN,Sca30221,24
MMP13_HUMAN,Sca246839,2
MMP13_HUMAN,Sca46467,1
MMP13_HUMAN,Sca141862,4
MMP13_HUMAN,Sca87878,3
MMP13_HUMAN,Sca112014,3
MMP13_HUMAN,Sca3163,7
MMP13_HUMAN,Sca456,1
MMP13_HUMAN,Sca1563,1
MMP13_HUMAN,Sca246827,8
MMP13_HUMAN,Sca246815,8
MMP13_HUMAN,Sca250291,1
MMP13_HUMAN,Sca355,1
MMP13_HUMAN,Sca246829,1
MMP13_HUMAN,Sca70127,1
MMP13_HUMAN,Sca184959,1
MMP13_HUMAN,Sca255,6
MMP13_HUMAN,Sca40277,1
MMP13_HUMAN,Sca44958,2
MMP13_HUMAN,Sca57754,1
MMP13_HUMAN,Sca44959,1
MMP13_HUMAN,Sca185179,1
MMP13_HUMAN,Sca141860,1
MMP13_HUMAN,Sca30632,1
MMP13_HUMAN,Sca141844,2
MMP13_HUMAN,Sca142053,2
MMP13_HUMAN,Sca203388,5
MMP13_HUMAN,Sca186,1
MMP13_HUMAN,Sca70897,1
MMP13_HUMAN,Sca225256,12
MMP13_HUMAN,Sca246843,1
MMP13_HUMAN,Sca72077,4
MMP13_HUMAN,Sca842,1
MMP13_HUMAN,Sca8561,8
MMP13_HUMAN,Sca150638,1
MMP13_HUMAN,Sca150615,1
MMP13_HUMAN,Sca70057,1
MMP13_HUMAN,Sca69051,1
MMP13_HUMAN,Sca61141,7
MMP13_HUMAN,Sca82237,1
MMP13_HUMAN,Sca90125,1
MMP13_HUMAN,Sca764,2
MMP13_HUMAN,Sca23683,7
MMP13_HUMAN,Sca185166,1
MMP13_HUMAN,Sca225251,1
MMP13_HUMAN,Sca6852,1
MMP13_HUMAN,Sca2387,2
MMP13_HUMAN,Sca765,1
MMP13_HUMAN,Sca213868,1
MMP13_HUMAN,Sca1881,7
MMP13_HUMAN,Sca40238,1
MMP13_HUMAN,Sca25595,2
MMP13_HUMAN,Sca2329,1
MMP13_HUMAN,Sca90104,1
MMP13_HUMAN,Sca39987,1
MMP13_HUMAN,Sca57746,1
MMP13_HUMAN,Sca2424,1
MMP13_HUMAN,Sca779,3
MMP13_HUMAN,Sca250273,1
MMP13_HUMAN,Sca40285,1
MMP13_HUMAN,Sca36873,1
MMP13_HUMAN,Sca110,2
MMP13_HUMAN,Sca181963,2
MMP13_HUMAN,Sca250281,1
MMP13_HUMAN,Sca250268,1
MMP13_HUMAN,Sca1680,3
MMP13_HUMAN,Sca90127,1
MMP13_HUMAN,Sca205,1
MMP13_HUMAN,Sca90120,1
MMP13_HUMAN,Sca14815,1
MMP13_HUMAN,Sca15824,1
MMP13_HUMAN,Sca78025,1
MMP13_HUMAN,Sca184544,1
MMP13_HUMAN,Sca26892,1
MMP13_HUMAN,Sca250271,1
MMP13_HUMAN,Sca2475,2
MMP13_HUMAN,Sca221581,1
MMP13_HUMAN,Sca8416,1
MMP13_HUMAN,Sca213887,1
MMP13_HUMAN,Sca246819,1
MMP13_HUMAN,Sca213874,1
MMP13_HUMAN,Sca142047,1
MMP13_HUMAN,Sca83746,1
MMP13_HUMAN,Sca249991,2
MMP13_HUMAN,Sca106446,2
MMP13_HUMAN,Sca10462,1
MMP13_HUMAN,Sca79649,1
MMP13_HUMAN,Sca14064,1
MMP13_HUMAN,Sca151603,1
MMP13_HUMAN,Sca250285,1
MMP13_HUMAN,Sca37419,1
MMP13_HUMAN,Sca90074,1
MMP13_HUMAN,Sca141855,2
MMP13_HUMAN,Sca69165,1
MMP13_HUMAN,Sca30985,1
MMP13_HUMAN,Sca30970,1
MMP13_HUMAN,Sca250287,1
MMP13_HUMAN,Sca213881,1
MMP13_HUMAN,Sca83569,1
MMP13_HUMAN,Sca181968,1
MMP13_HUMAN,Sca190446,1
MMP13_HUMAN,Sca246831,1
MMP13_HUMAN,Sca246817,1
MMP13_HUMAN,Sca246841,2
MMP13_HUMAN,Sca2307,1
MMP13_HUMAN,Sca34877,1
MMP13_HUMAN,Sca250289,1
MMP13_HUMAN,Sca40257,1
MMP13_HUMAN,Sca85613,1
MMP13_HUMAN,Sca213899,1
MMP13_HUMAN,Sca29130,1
MMP13_HUMAN,Sca141888,1
MMP13_HUMAN,Sca70061,1
MMP13_HUMAN,Sca73770,1
MMP13_HUMAN,Sca246833,1
MMP13_HUMAN,Sca28898,1
MMP13_HUMAN,Sca212,1
MMP13_HUMAN,Sca109120,1
MMP13_HUMAN,Sca213862,1
MMP13_HUMAN,Sca12439,1
MMP13_HUMAN,Sca70115,1
MMP13_HUMAN,Sca46454,1
MMP13_HUMAN,Sca78291,1
MMP13_HUMAN,Sca19951,1
MMP13_HUMAN,Sca70049,1
MMP13_HUMAN,Sca201479,1
MMP13_HUMAN,Sca225245,1
MMP13_HUMAN,Sca82,1
MMP13_HUMAN,Sca225265,1
MMP13_HUMAN,Sca250293,1
MMP13_HUMAN,Sca96,1
MMP13_HUMAN,Sca1255,1
MMP13_HUMAN,Sca250279,1
MMP13_HUMAN,Sca6686,1
MMP13_HUMAN,Sca213844,1
MMP13_HUMAN,Sca8140,1
MMP13_HUMAN,Sca21175,1
MMP13_HUMAN,Sca2714,1
MMP13_HUMAN,Sca2356,1
MMP13_HUMAN,Sca90081,1
MMP13_HUMAN,Sca88048,1
MMP13_HUMAN,Sca85592,1
MMP13_HUMAN,Sca213856,1
MMP13_HUMAN,Sca190449,1
MMP13_HUMAN,Sca70150,1
MMP13_HUMAN,Sca70139,1
MMP13_HUMAN,Sca181966,1
MMP13_HUMAN,Sca213893,1
MMP13_HUMAN,Sca11123,1
MMP13_HUMAN,Sca213905,1
MMP13_HUMAN,Sca141891,1
MMP13_HUMAN,Sca2118,1
MMP13_HUMAN,Sca213850,1
MMP13_HUMAN,Sca141842,1
MMP13_HUMAN,Sca16588,1
MMP13_HUMAN,Sca40247,1
MMP13_HUMAN,Sca185,1
MMP13_HUMAN,Sca155307,1
MMP13_HUMAN,Sca70044,1
MMP13_HUMAN,Sca1217,1
MMP13_HUMAN,Sca70051,1
MMP13_HUMAN,Sca180071,1
MMP13_HUMAN,Sca185176,1
MMP13_HUMAN,Sca246837,1
MMP13_HUMAN,Sca90056,1
LIPE_MOUSE,Sca9723,1
LIPE_MOUSE,Sca9891,2
LIPE_MOUSE,Sca7,2
LIPE_HUMAN,Sca42582,14
