TargetName,Scaffold,Molecule
CCR5_HUMAN,Sca55635,1
CCR5_HUMAN,Sca76247,1
CCR5_HUMAN,Sca78108,1
CCR5_HUMAN,Sca227955,1
CCR5_HUMAN,Sca40570,1
CCR5_HUMAN,Sca113166,1
CCR5_HUMAN,Sca61915,2
CCR5_HUMAN,Sca136005,2
CCR5_HUMAN,Sca11891,1
CCR5_HUMAN,Sca36533,1
CCR5_HUMAN,Sca125279,2
CCR5_HUMAN,Sca32043,2
CCR5_HUMAN,Sca104517,1
CCR5_HUMAN,Sca40369,1
CCR5_HUMAN,Sca114857,1
CCR5_HUMAN,Sca227925,1
CCR5_HUMAN,Sca227886,2
CCR5_HUMAN,Sca40352,2
CCR5_HUMAN,Sca66422,1
CCR5_HUMAN,Sca14394,1
CCR5_HUMAN,Sca205554,1
CCR5_HUMAN,Sca227901,2
CCR5_HUMAN,Sca150716,1
CCR5_HUMAN,Sca227952,1
CCR5_HUMAN,Sca114829,1
CCR5_HUMAN,Sca54114,2
CCR5_HUMAN,Sca11264,1
CCR5_HUMAN,Sca104526,1
CCR5_HUMAN,Sca69076,3
CCR5_HUMAN,Sca113273,1
CCR5_HUMAN,Sca113245,1
CCR5_HUMAN,Sca86643,1
CCR5_HUMAN,Sca113216,1
CCR5_HUMAN,Sca227914,1
CCR5_HUMAN,Sca232513,1
CCR5_HUMAN,Sca232518,1
CCR5_HUMAN,Sca113267,1
CCR5_HUMAN,Sca76314,1
CCR5_HUMAN,Sca5292,1
CCR5_HUMAN,Sca238105,1
CCR5_HUMAN,Sca36549,1
CCR5_HUMAN,Sca2836,1
CCR5_HUMAN,Sca227905,2
CCR5_HUMAN,Sca114853,1
CCR5_HUMAN,Sca40494,1
CCR5_HUMAN,Sca76090,2
CCR5_HUMAN,Sca1858,1
CCR5_HUMAN,Sca69139,2
CCR5_HUMAN,Sca227941,1
CCR5_HUMAN,Sca125231,1
CCR5_HUMAN,Sca81408,1
CCR5_HUMAN,Sca108431,1
CCR5_HUMAN,Sca125106,1
CCR5_HUMAN,Sca125016,1
CCR5_HUMAN,Sca11951,1
CCR5_HUMAN,Sca86649,1
CCR5_HUMAN,Sca125183,1
CCR5_HUMAN,Sca176810,1
CCR5_HUMAN,Sca21915,1
CCR5_HUMAN,Sca76181,1
CCR5_HUMAN,Sca40389,1
CCR5_HUMAN,Sca11821,1
CCR5_HUMAN,Sca86631,1
CCR5_HUMAN,Sca21895,2
CCR5_HUMAN,Sca86610,1
CCR5_HUMAN,Sca227918,1
CCR5_HUMAN,Sca218042,1
CCR5_HUMAN,Sca86627,1
CCR5_HUMAN,Sca178198,3
CCR5_HUMAN,Sca104514,1
CCR5_HUMAN,Sca36314,1
CCR5_HUMAN,Sca227935,1
CCR5_HUMAN,Sca232511,1
CCR5_HUMAN,Sca419,1
CCR5_HUMAN,Sca55895,2
CCR5_HUMAN,Sca76056,1
CCR5_HUMAN,Sca96575,1
CCR5_HUMAN,Sca76276,1
CCR5_HUMAN,Sca194985,1
CCR5_HUMAN,Sca113269,1
CCR5_HUMAN,Sca66132,1
CCR5_HUMAN,Sca218049,1
CCR5_HUMAN,Sca150734,1
CCR5_HUMAN,Sca96578,1
CCR5_HUMAN,Sca66168,1
CCR5_HUMAN,Sca227903,1
CCR5_HUMAN,Sca55554,1
CCR5_HUMAN,Sca76285,1
CCR1_MOUSE,Sca96166,4
CCR1_MOUSE,Sca96165,1
CCR1_MOUSE,Sca2985,1
CCR1_MOUSE,Sca1680,1
CCR1_HUMAN,Sca1217,124
CCR1_HUMAN,Sca31606,25
CCR1_HUMAN,Sca2430,10
CCR1_HUMAN,Sca1680,47
CCR1_HUMAN,Sca210411,1
CCR1_HUMAN,Sca5221,19
CCR1_HUMAN,Sca367,19
CCR1_HUMAN,Sca109214,26
CCR1_HUMAN,Sca231516,1
CCR1_HUMAN,Sca57181,13
CCR1_HUMAN,Sca96166,19
CCR1_HUMAN,Sca96165,7
CCR1_HUMAN,Sca96177,2
CCR1_HUMAN,Sca6462,2
CCR1_HUMAN,Sca124380,1
CCR1_HUMAN,Sca122042,9
CCR1_HUMAN,Sca178192,7
CCR1_HUMAN,Sca159965,1
CCR1_HUMAN,Sca159999,2
CCR1_HUMAN,Sca210408,2
CCR1_HUMAN,Sca231509,2
CCR1_HUMAN,Sca18247,3
CCR1_HUMAN,Sca419,2
CCR1_HUMAN,Sca231514,2
CCR1_HUMAN,Sca3081,1
CCR1_HUMAN,Sca159970,2
CCR1_HUMAN,Sca224079,1
CCR1_HUMAN,Sca9655,2
CCR1_HUMAN,Sca231512,1
CCR1_HUMAN,Sca2985,1
CCR1_HUMAN,Sca107332,1
CCR1_HUMAN,Sca210225,1
CCR1_HUMAN,Sca107393,1
CCR1_HUMAN,Sca177,1
CCR1_HUMAN,Sca284609,1
CCR1_HUMAN,Sca107327,1
CCR1_HUMAN,Sca210223,1
CCR1_HUMAN,Sca224067,1
CCR1_HUMAN,Sca6603,1
CCR1_HUMAN,Sca11621,2
CCR1_HUMAN,Sca210410,1
CCR1_HUMAN,Sca231518,1
CCR1_HUMAN,Sca159967,1
CCR1_HUMAN,Sca107388,1
CCR1_HUMAN,Sca224075,1
CCR4_HUMAN,Sca1157,16
CCR4_HUMAN,Sca147326,4
CCR4_HUMAN,Sca396,1
CCR4_HUMAN,Sca95988,2
CCR4_HUMAN,Sca150,3
CCR4_HUMAN,Sca79535,2
CCR4_HUMAN,Sca198509,1
CCR4_HUMAN,Sca110618,2
CCR4_HUMAN,Sca417,6
CCR4_HUMAN,Sca6,7
CCR4_HUMAN,Sca111111,1
CCR4_HUMAN,Sca100528,13
CCR4_HUMAN,Sca1172,3
CCR4_HUMAN,Sca95984,1
CCR4_HUMAN,Sca83451,2
CCR4_HUMAN,Sca10,1
CCR4_HUMAN,Sca227882,2
CCR4_HUMAN,Sca79583,2
CCR4_HUMAN,Sca4097,1
CCR4_HUMAN,Sca419,1
CCR4_HUMAN,Sca403,1
CCR4_HUMAN,Sca83456,1
CCR4_HUMAN,Sca65797,1
CCR4_HUMAN,Sca12,1
CCR4_HUMAN,Sca95992,1
CCR4_HUMAN,Sca79573,1
CCR4_HUMAN,Sca79585,1
CCR4_HUMAN,Sca655,1
CCR4_HUMAN,Sca404,1
CCR4_HUMAN,Sca83453,1
CCR4_HUMAN,Sca110741,1
CCR4_HUMAN,Sca323,1
CCR4_HUMAN,Sca257,1
CCR4_HUMAN,Sca147446,1
CCR4_HUMAN,Sca7320,1
CCR8_HUMAN,Sca83049,2
CCR8_HUMAN,Sca34273,29
CCR8_HUMAN,Sca83046,6
CCR8_HUMAN,Sca89578,1
CCR8_HUMAN,Sca89512,2
CCR8_HUMAN,Sca13484,1
CCR8_HUMAN,Sca89627,1
CCR8_HUMAN,Sca89562,1
CCR8_HUMAN,Sca89619,1
CCR8_HUMAN,Sca89674,1
CCR8_HUMAN,Sca1267,3
CCR8_HUMAN,Sca419,4
CCR8_HUMAN,Sca83230,1
CCR8_HUMAN,Sca89670,1
CCR8_HUMAN,Sca89565,2
CCR8_HUMAN,Sca89624,1
CCR8_HUMAN,Sca83334,1
CCR8_HUMAN,Sca89621,1
CCR8_HUMAN,Sca89532,1
CCR8_HUMAN,Sca89534,1
CCR8_HUMAN,Sca89631,1
CCR3_MOUSE,Sca137156,1
CCR3_MOUSE,Sca1855,18
CCR3_MOUSE,Sca249504,8
CCR3_MOUSE,Sca3051,2
CCR3_MOUSE,Sca103570,1
CCR3_MOUSE,Sca69336,1
CCR3_MOUSE,Sca67915,1
CCR3_MOUSE,Sca249500,1
CCR3_RAT,Sca249504,2
CCR3_RAT,Sca1855,11
CCR3_RAT,Sca67915,1
CCR3_RAT,Sca3051,1
CCR3_RAT,Sca75846,1
CCR3_HUMAN,Sca67915,28
CCR3_HUMAN,Sca5293,24
CCR3_HUMAN,Sca103599,1
CCR3_HUMAN,Sca69871,27
CCR3_HUMAN,Sca15699,7
CCR3_HUMAN,Sca103568,16
CCR3_HUMAN,Sca100695,1
CCR3_HUMAN,Sca42671,33
CCR3_HUMAN,Sca103570,16
CCR3_HUMAN,Sca2102,6
CCR3_HUMAN,Sca15791,22
CCR3_HUMAN,Sca249504,8
CCR3_HUMAN,Sca3003,29
CCR3_HUMAN,Sca100666,1
CCR3_HUMAN,Sca100662,15
CCR3_HUMAN,Sca69978,1
CCR3_HUMAN,Sca69972,5
CCR3_HUMAN,Sca2837,17
CCR3_HUMAN,Sca108496,1
CCR3_HUMAN,Sca104208,2
CCR3_HUMAN,Sca208627,1
CCR3_HUMAN,Sca100676,2
CCR3_HUMAN,Sca15790,29
CCR3_HUMAN,Sca69965,2
CCR3_HUMAN,Sca6462,7
CCR3_HUMAN,Sca205484,1
CCR3_HUMAN,Sca104206,2
CCR3_HUMAN,Sca69440,1
CCR3_HUMAN,Sca70012,1
CCR3_HUMAN,Sca3051,3
CCR3_HUMAN,Sca5242,3
CCR3_HUMAN,Sca2843,2
CCR3_HUMAN,Sca6603,1
CCR3_HUMAN,Sca208624,1
CCR3_HUMAN,Sca212152,1
CCR3_HUMAN,Sca1855,21
CCR3_HUMAN,Sca10515,1
CCR3_HUMAN,Sca75855,3
CCR3_HUMAN,Sca8454,10
CCR3_HUMAN,Sca69884,3
CCR3_HUMAN,Sca69887,3
CCR3_HUMAN,Sca6032,1
CCR3_HUMAN,Sca69911,1
CCR3_HUMAN,Sca67917,10
CCR3_HUMAN,Sca104202,2
CCR3_HUMAN,Sca76000,2
CCR3_HUMAN,Sca75906,1
CCR3_HUMAN,Sca69369,1
CCR3_HUMAN,Sca69336,12
CCR3_HUMAN,Sca104204,2
CCR3_HUMAN,Sca75990,1
CCR3_HUMAN,Sca100659,1
CCR3_HUMAN,Sca75846,1
CCR3_HUMAN,Sca69975,6
CCR3_HUMAN,Sca212520,1
CCR3_HUMAN,Sca212514,1
CCR3_HUMAN,Sca103589,2
CCR3_HUMAN,Sca2854,2
CCR3_HUMAN,Sca2846,2
CCR3_HUMAN,Sca205544,1
CCR3_HUMAN,Sca18772,1
CCR3_HUMAN,Sca212499,1
CCR3_HUMAN,Sca100686,1
CCR3_HUMAN,Sca108517,2
CCR3_HUMAN,Sca103577,1
CCR3_HUMAN,Sca69990,1
CCR3_HUMAN,Sca103601,2
CCR3_HUMAN,Sca295771,1
CCR3_HUMAN,Sca103580,1
CCR3_HUMAN,Sca89787,1
CCR3_HUMAN,Sca6476,2
CCR3_HUMAN,Sca103575,4
CCR3_HUMAN,Sca69366,1
CCR3_HUMAN,Sca108605,3
CCR3_HUMAN,Sca100688,1
CCR3_HUMAN,Sca212510,1
CCR3_HUMAN,Sca103557,1
CCR3_HUMAN,Sca212512,1
CCR3_HUMAN,Sca76085,2
CCR3_HUMAN,Sca75847,3
CCR3_HUMAN,Sca49750,2
CCR3_HUMAN,Sca103594,1
CCR3_HUMAN,Sca75941,1
CCR3_HUMAN,Sca103596,1
CCR3_HUMAN,Sca18528,1
CCR3_HUMAN,Sca75916,1
CCR3_HUMAN,Sca2831,2
CCR3_HUMAN,Sca18804,1
CCR3_HUMAN,Sca75923,1
CCR3_HUMAN,Sca249500,1
CCR3_HUMAN,Sca1680,2
CCR3_HUMAN,Sca103587,1
CCR3_HUMAN,Sca295765,1
CCR3_HUMAN,Sca205538,1
CCR3_HUMAN,Sca69350,1
CCR3_HUMAN,Sca103584,1
CCR3_HUMAN,Sca100671,1
CCR3_HUMAN,Sca103565,1
CCR3_HUMAN,Sca108653,2
CCR3_HUMAN,Sca108499,1
CCR3_HUMAN,Sca212516,1
CCR3_HUMAN,Sca108655,1
CCR3_HUMAN,Sca69381,1
CCR3_HUMAN,Sca208630,2
CCR3_HUMAN,Sca212505,1
CCR3_HUMAN,Sca103559,1
CCR3_HUMAN,Sca295768,2
CCR3_HUMAN,Sca104211,1
CCR3_HUMAN,Sca75959,1
CCR3_HUMAN,Sca7,1
CCR3_HUMAN,Sca103609,1
CCR3_HUMAN,Sca70006,1
CCR3_HUMAN,Sca103582,1
CCR3_HUMAN,Sca3004,2
CCR3_HUMAN,Sca108583,1
CCR3_HUMAN,Sca103592,1
CCR3_HUMAN,Sca103606,1
CCR3_HUMAN,Sca212518,1
CCR3_HUMAN,Sca212508,1
CCR3_HUMAN,Sca75876,1
CCR3_HUMAN,Sca205547,1
CCR2_MOUSE,Sca93430,2
CCR2_MOUSE,Sca93275,1
CCR2_MOUSE,Sca92329,19
CCR2_MOUSE,Sca93434,2
CCR2_MOUSE,Sca93236,2
CCR2_MOUSE,Sca93277,1
CCR2_MOUSE,Sca93279,1
CCR2_MOUSE,Sca93272,1
CCR2_MOUSE,Sca163991,7
CCR2_MOUSE,Sca93281,1
CCR2_MOUSE,Sca93432,2
CCR2_MOUSE,Sca178198,1
CCR2_MOUSE,Sca164173,1
CCR2_MOUSE,Sca199368,1
CCR2_MOUSE,Sca163990,1
CCR2_RAT,Sca199368,1
CCR2_RAT,Sca178198,1
CCR2_HUMAN,Sca93233,19
CCR2_HUMAN,Sca92329,24
CCR2_HUMAN,Sca200731,12
CCR2_HUMAN,Sca38778,15
CCR2_HUMAN,Sca188074,13
CCR2_HUMAN,Sca1858,42
CCR2_HUMAN,Sca117097,1
CCR2_HUMAN,Sca6622,9
CCR2_HUMAN,Sca233793,14
CCR2_HUMAN,Sca214841,19
CCR2_HUMAN,Sca178196,16
CCR2_HUMAN,Sca241135,9
CCR2_HUMAN,Sca102437,8
CCR2_HUMAN,Sca178760,14
CCR2_HUMAN,Sca6680,15
CCR2_HUMAN,Sca254328,26
CCR2_HUMAN,Sca254327,26
CCR2_HUMAN,Sca7,108
CCR2_HUMAN,Sca15674,29
CCR2_HUMAN,Sca188501,23
CCR2_HUMAN,Sca194939,1
CCR2_HUMAN,Sca93239,2
CCR2_HUMAN,Sca200734,2
CCR2_HUMAN,Sca188079,3
CCR2_HUMAN,Sca199424,7
CCR2_HUMAN,Sca199344,4
CCR2_HUMAN,Sca241175,2
CCR2_HUMAN,Sca97640,53
CCR2_HUMAN,Sca117166,1
CCR2_HUMAN,Sca104558,1
CCR2_HUMAN,Sca188502,16
CCR2_HUMAN,Sca187615,12
CCR2_HUMAN,Sca241144,1
CCR2_HUMAN,Sca188507,7
CCR2_HUMAN,Sca22278,14
CCR2_HUMAN,Sca233792,10
CCR2_HUMAN,Sca101787,1
CCR2_HUMAN,Sca257813,6
CCR2_HUMAN,Sca211152,2
CCR2_HUMAN,Sca241160,1
CCR2_HUMAN,Sca1217,3
CCR2_HUMAN,Sca183451,1
CCR2_HUMAN,Sca93227,2
CCR2_HUMAN,Sca32044,4
CCR2_HUMAN,Sca26404,1
CCR2_HUMAN,Sca11951,4
CCR2_HUMAN,Sca120179,1
CCR2_HUMAN,Sca86836,1
CCR2_HUMAN,Sca199348,4
CCR2_HUMAN,Sca178203,1
CCR2_HUMAN,Sca211154,1
CCR2_HUMAN,Sca117102,1
CCR2_HUMAN,Sca178198,18
CCR2_HUMAN,Sca178763,3
CCR2_HUMAN,Sca93281,1
CCR2_HUMAN,Sca28363,10
CCR2_HUMAN,Sca214370,20
CCR2_HUMAN,Sca254326,9
CCR2_HUMAN,Sca121747,5
CCR2_HUMAN,Sca163991,7
CCR2_HUMAN,Sca178759,10
CCR2_HUMAN,Sca241168,1
CCR2_HUMAN,Sca194963,1
CCR2_HUMAN,Sca117076,1
CCR2_HUMAN,Sca214373,4
CCR2_HUMAN,Sca121753,1
CCR2_HUMAN,Sca199356,1
CCR2_HUMAN,Sca84996,5
CCR2_HUMAN,Sca26560,11
CCR2_HUMAN,Sca117095,11
CCR2_HUMAN,Sca85023,1
CCR2_HUMAN,Sca109660,1
CCR2_HUMAN,Sca183415,2
CCR2_HUMAN,Sca6273,16
CCR2_HUMAN,Sca46901,1
CCR2_HUMAN,Sca2850,1
CCR2_HUMAN,Sca152336,10
CCR2_HUMAN,Sca93434,2
CCR2_HUMAN,Sca164401,1
CCR2_HUMAN,Sca214839,12
CCR2_HUMAN,Sca188090,3
CCR2_HUMAN,Sca2733,1
CCR2_HUMAN,Sca117138,1
CCR2_HUMAN,Sca104552,2
CCR2_HUMAN,Sca17929,4
CCR2_HUMAN,Sca194951,1
CCR2_HUMAN,Sca209611,2
CCR2_HUMAN,Sca183455,1
CCR2_HUMAN,Sca93236,2
CCR2_HUMAN,Sca211156,1
CCR2_HUMAN,Sca93432,2
CCR2_HUMAN,Sca121745,1
CCR2_HUMAN,Sca117140,1
CCR2_HUMAN,Sca86731,2
CCR2_HUMAN,Sca218052,1
CCR2_HUMAN,Sca55408,5
CCR2_HUMAN,Sca218042,1
CCR2_HUMAN,Sca188098,1
CCR2_HUMAN,Sca116819,1
CCR2_HUMAN,Sca93235,1
CCR2_HUMAN,Sca152335,8
CCR2_HUMAN,Sca200721,1
CCR2_HUMAN,Sca183460,1
CCR2_HUMAN,Sca200722,5
CCR2_HUMAN,Sca29626,1
CCR2_HUMAN,Sca93237,6
CCR2_HUMAN,Sca199353,1
CCR2_HUMAN,Sca241157,1
CCR2_HUMAN,Sca200745,1
CCR2_HUMAN,Sca178194,1
CCR2_HUMAN,Sca85103,1
CCR2_HUMAN,Sca104544,1
CCR2_HUMAN,Sca188482,1
CCR2_HUMAN,Sca241170,1
CCR2_HUMAN,Sca117072,2
CCR2_HUMAN,Sca93254,1
CCR2_HUMAN,Sca104555,2
CCR2_HUMAN,Sca259246,1
CCR2_HUMAN,Sca200743,3
CCR2_HUMAN,Sca199346,2
CCR2_HUMAN,Sca241172,2
CCR2_HUMAN,Sca218044,1
CCR2_HUMAN,Sca233891,1
CCR2_HUMAN,Sca199368,1
CCR2_HUMAN,Sca117100,1
CCR2_HUMAN,Sca254325,1
CCR2_HUMAN,Sca85907,6
CCR2_HUMAN,Sca183408,1
CCR2_HUMAN,Sca55303,3
CCR2_HUMAN,Sca188560,1
CCR2_HUMAN,Sca169361,1
CCR2_HUMAN,Sca17029,1
CCR2_HUMAN,Sca164477,1
CCR2_HUMAN,Sca183458,2
CCR2_HUMAN,Sca5242,3
CCR2_HUMAN,Sca194960,1
CCR2_HUMAN,Sca188096,5
CCR2_HUMAN,Sca188504,5
CCR2_HUMAN,Sca115999,1
CCR2_HUMAN,Sca108145,2
CCR2_HUMAN,Sca93430,2
CCR2_HUMAN,Sca241164,1
CCR2_HUMAN,Sca72122,1
CCR2_HUMAN,Sca101799,1
CCR2_HUMAN,Sca86755,1
CCR2_HUMAN,Sca188081,1
CCR2_HUMAN,Sca6704,1
CCR2_HUMAN,Sca194954,1
CCR2_HUMAN,Sca214852,2
CCR2_HUMAN,Sca85773,1
CCR2_HUMAN,Sca93277,1
CCR2_HUMAN,Sca199362,1
CCR2_HUMAN,Sca86834,1
CCR2_HUMAN,Sca8505,3
CCR2_HUMAN,Sca198369,1
CCR2_HUMAN,Sca101791,1
CCR2_HUMAN,Sca117117,1
CCR2_HUMAN,Sca241138,1
CCR2_HUMAN,Sca84986,2
CCR2_HUMAN,Sca104546,1
CCR2_HUMAN,Sca93223,3
CCR2_HUMAN,Sca178200,1
CCR2_HUMAN,Sca188479,1
CCR2_HUMAN,Sca178206,1
CCR2_HUMAN,Sca164173,2
CCR2_HUMAN,Sca39358,1
CCR2_HUMAN,Sca199371,1
CCR2_HUMAN,Sca194948,1
CCR2_HUMAN,Sca188510,1
CCR2_HUMAN,Sca233889,1
CCR2_HUMAN,Sca183412,2
CCR2_HUMAN,Sca163990,1
CCR2_HUMAN,Sca93225,1
CCR2_HUMAN,Sca205,2
CCR2_HUMAN,Sca233803,1
CCR2_HUMAN,Sca204939,1
CCR2_HUMAN,Sca93279,1
CCR2_HUMAN,Sca199359,1
CCR2_HUMAN,Sca200724,1
CCR2_HUMAN,Sca214873,1
CCR2_HUMAN,Sca101789,1
CCR2_HUMAN,Sca241154,1
CCR2_HUMAN,Sca86713,4
CCR2_HUMAN,Sca194942,5
CCR2_HUMAN,Sca101785,2
CCR2_HUMAN,Sca194130,1
CCR2_HUMAN,Sca14394,1
CCR2_HUMAN,Sca152004,1
CCR2_HUMAN,Sca194945,1
CCR2_HUMAN,Sca183449,1
CCR2_HUMAN,Sca17028,1
CCR2_HUMAN,Sca104548,2
CCR2_HUMAN,Sca199374,1
CCR2_HUMAN,Sca188085,1
CCR2_HUMAN,Sca18927,1
CCR2_HUMAN,Sca183447,1
CCR2_HUMAN,Sca93256,1
CCR2_HUMAN,Sca102433,4
CCR2_HUMAN,Sca183453,2
CCR2_HUMAN,Sca117070,1
CCR2_HUMAN,Sca799,1
CCR2_HUMAN,Sca86769,1
CCR2_HUMAN,Sca211150,1
CCR2_HUMAN,Sca211159,5
CCR2_HUMAN,Sca188569,3
CCR2_HUMAN,Sca200728,1
CCR2_HUMAN,Sca121748,1
CCR2_HUMAN,Sca117039,1
CCR2_HUMAN,Sca6158,1
CCR2_HUMAN,Sca116025,1
CCR2_HUMAN,Sca200736,1
CCR2_HUMAN,Sca188094,2
CCR2_HUMAN,Sca33675,1
CCR2_HUMAN,Sca117120,1
CCR2_HUMAN,Sca1855,1
CCR2_HUMAN,Sca121750,1
CCR2_HUMAN,Sca211140,1
CCR2_HUMAN,Sca200738,2
CCR2_HUMAN,Sca241140,1
CCR2_HUMAN,Sca214849,1
CCR2_HUMAN,Sca233887,1
CCR2_HUMAN,Sca93275,1
CCR2_HUMAN,Sca117122,1
CCR2_HUMAN,Sca250337,1
CCR2_HUMAN,Sca93229,1
CCR2_HUMAN,Sca31608,1
CCR2_HUMAN,Sca151847,2
CCR2_HUMAN,Sca117074,1
CCR2_HUMAN,Sca200726,1
CCR2_HUMAN,Sca188087,1
CCR2_HUMAN,Sca152338,1
CCR2_HUMAN,Sca86797,1
CCR2_HUMAN,Sca214876,1
CCR2_HUMAN,Sca199350,1
CCR2_HUMAN,Sca117042,1
CCR2_HUMAN,Sca188537,1
CCR2_HUMAN,Sca93270,1
CCR2_HUMAN,Sca188092,1
CCR2_HUMAN,Sca86767,2
CCR2_HUMAN,Sca56619,1
CCR2_HUMAN,Sca85033,1
CCR2_HUMAN,Sca11621,1
CCR2_HUMAN,Sca93272,1
CCR2_HUMAN,Sca90134,1
CCR2_HUMAN,Sca199365,1
CCR2_HUMAN,Sca14176,1
CCR2_HUMAN,Sca101801,1
CCR2_HUMAN,Sca121751,1
CCR2_HUMAN,Sca211148,1
CCR2_HUMAN,Sca107348,1
CCR2_HUMAN,Sca198250,1
CCR2_HUMAN,Sca193706,1
CCR2_HUMAN,Sca38186,1
CCR2_HUMAN,Sca188557,1
CCR2_HUMAN,Sca218049,1
CCR2_HUMAN,Sca178197,1
CCR2_HUMAN,Sca150,1
CCR2_HUMAN,Sca194957,1
CCR2_HUMAN,Sca336,1
CCR2_HUMAN,Sca101797,1
CCR2_HUMAN,Sca178192,1
CCR2_HUMAN,Sca121743,1
CCR2_HUMAN,Sca85749,1
CCR2_HUMAN,Sca178772,1
CCR2_HUMAN,Sca214870,1
CCR2_HUMAN,Sca152341,1
CCR2_HUMAN,Sca116027,1
CCR2_HUMAN,Sca238848,1
CCR9_HUMAN,Sca2051,5
CCR9_HUMAN,Sca2968,6
CCR9_HUMAN,Sca12601,1
CCR9_HUMAN,Sca12769,1
CCR9_HUMAN,Sca12966,1
CCR9_HUMAN,Sca57014,6
CCR9_HUMAN,Sca160182,2
CCR9_HUMAN,Sca16427,1
CCR9_HUMAN,Sca260818,1
CCR9_HUMAN,Sca60547,3
CCR9_HUMAN,Sca311,1
CCR6_HUMAN,Sca293806,2
CCR6_HUMAN,Sca293807,2
CCR6_HUMAN,Sca118079,1
CCL2_HUMAN,Sca117100,1
CCL2_HUMAN,Sca117138,12
CCL2_HUMAN,Sca117042,1
CCL2_HUMAN,Sca117095,1
CCL2_HUMAN,Sca227090,3
CCL2_HUMAN,Sca227088,1
CCL2_HUMAN,Sca33010,1
CCL2_HUMAN,Sca17027,1
VIPR2_HUMAN,Sca20422,9
VIPR2_HUMAN,Sca88930,1
VIPR2_HUMAN,Sca232162,1
VIPR2_HUMAN,Sca232158,1
VIPR2_HUMAN,Sca231572,1
VIPR2_HUMAN,Sca231576,1
VIPR2_HUMAN,Sca231585,1
VIPR2_HUMAN,Sca88928,1
VIPR2_HUMAN,Sca231580,1
VIPR2_HUMAN,Sca231568,1
VIPR1_HUMAN,Sca88930,1
VIPR1_HUMAN,Sca88929,1
VIPR1_HUMAN,Sca20422,2
BMP1_HUMAN,Sca93123,1
BMP1_HUMAN,Sca116452,1
BMP1_HUMAN,Sca479,24
BMP1_HUMAN,Sca93117,1
BMP1_HUMAN,Sca3974,7
BMP1_HUMAN,Sca3455,1
BMP1_HUMAN,Sca90090,1
BMP1_HUMAN,Sca70772,5
BMP1_HUMAN,Sca93109,2
BMP1_HUMAN,Sca93119,1
BMP1_HUMAN,Sca93141,5
BMP1_HUMAN,Sca93101,1
BMP1_HUMAN,Sca7,1
BMP1_HUMAN,Sca74538,4
BMP1_HUMAN,Sca93121,1
BMP1_HUMAN,Sca93105,1
BMP1_HUMAN,Sca93127,1
BMP1_HUMAN,Sca93113,1
BMP1_HUMAN,Sca116478,1
BMP1_HUMAN,Sca408,4
BMP1_HUMAN,Sca93137,1
BMP1_HUMAN,Sca93133,1
BMP1_HUMAN,Sca93095,1
BMP1_HUMAN,Sca93135,1
BMP1_HUMAN,Sca93099,1
BMP1_HUMAN,Sca93107,1
BMP1_HUMAN,Sca93103,1
BMP1_HUMAN,Sca93125,1
BMP1_HUMAN,Sca116476,1
BMP1_HUMAN,Sca93131,1
BMP1_HUMAN,Sca93111,1
BMP1_HUMAN,Sca116454,2
BMP1_HUMAN,Sca92781,1
BMP1_HUMAN,Sca116403,2
BMP1_HUMAN,Sca93097,2
BMP1_HUMAN,Sca116501,1
BMP1_HUMAN,Sca93139,1
BMP1_HUMAN,Sca93129,1
BMP1_HUMAN,Sca116480,1
BMP1_HUMAN,Sca93115,1
NR1I3_MOUSE,Sca620,1
NR1I3_MOUSE,Sca14580,1
NR1I3_MOUSE,Sca10335,1
NR1I3_MOUSE,Sca1690,1
NR1I3_MOUSE,Sca125,1
NR1I3_HUMAN,Sca46769,1
NR1I2_HUMAN,Sca32534,1
NR1I2_HUMAN,Sca244670,1
NR1I2_HUMAN,Sca170141,2
NR1I2_HUMAN,Sca260077,1
NR1I2_HUMAN,Sca3974,1
NR1I2_HUMAN,Sca244673,1
NR1I2_HUMAN,Sca4612,1
NR1I2_HUMAN,Sca113238,1
NR1I2_HUMAN,Sca109724,1
NR1I2_HUMAN,Sca244666,1
NR1I2_HUMAN,Sca779,1
NR1I2_HUMAN,Sca798,4
NR1I2_HUMAN,Sca7,9
NR1I2_HUMAN,Sca260109,1
NR1I2_HUMAN,Sca260098,1
NR1I2_HUMAN,Sca4247,1
NR1I2_HUMAN,Sca244664,5
NR1I2_HUMAN,Sca80831,1
NR1I2_HUMAN,Sca260105,1
NR1I2_HUMAN,Sca244681,1
NR1I2_HUMAN,Sca36458,2
NR1I2_HUMAN,Sca20364,1
NR1I2_HUMAN,Sca234796,1
NR1I2_HUMAN,Sca145767,1
NR1I2_HUMAN,Sca234812,1
NR1I2_HUMAN,Sca145414,1
NR1I2_HUMAN,Sca3566,1
NR1I2_HUMAN,Sca46901,2
NR1I2_HUMAN,Sca2850,2
NR1I2_HUMAN,Sca1168,1
NR1I2_HUMAN,Sca7207,1
NR1I2_HUMAN,Sca355,1
NR1I2_HUMAN,Sca260075,1
NR1I2_HUMAN,Sca5749,1
NR1I2_HUMAN,Sca381,1
NR1I2_RAT,Sca1168,2
NR1I2_RAT,Sca7207,2
NR1I2_RAT,Sca37028,1
NR1I2_RAT,Sca122091,1
NR1I2_RAT,Sca3997,1
NR1I2_RAT,Sca1021,1
CAN1_RAT,Sca150,2
CAN1_RAT,Sca7,4
