ScaID,Target,count(DISTINCT Molecule)
Sca779,NPFF2,2
Sca779,NPFF1,2
Sca779,FKB1A,3
Sca779,XIAP,4
Sca779,AA3R,2
Sca779,S1PR1,5
Sca779,S1PR3,2
Sca779,MMP3,2
Sca779,5HT1A,1
Sca779,CATB,1
Sca779,CATS,1
Sca779,DCMC,1
Sca779,NK1R,1
Sca779,MMP13,3
Sca779,THAS,1
Sca779,3MG,1
Sca779,KCNN4,18
Sca779,C3AR,1
Sca259030,CTNB1,1
Sca166811,PANK1,7
Sca166811,PANK3,4
Sca166811,PANK2,1
Sca68831,PANK3,1
Sca68831,IRAK4,1
Sca68831,MDR1,1
Sca598,CBPB2,13
Sca598,CBPB1,1
Sca598,CAH1,3
Sca598,CAH2,3
Sca598,BRS3,13
Sca598,HYES,1
Sca598,DHI1,22
Sca598,OPRM,3
Sca598,DPP4,3
Sca598,ELNE,1
Sca598,CATS,2
Sca598,CATK,2
Sca598,CATL2,2
Sca598,CATL1,1
Sca598,PANK3,1
Sca598,CAH9,1
Sca598,CAH12,1
Sca598,ADA2B,1
Sca598,ADA2A,1
Sca598,THAS,7
Sca255,RET4,2
Sca255,DPP9,23
Sca255,DPP4,210
Sca255,PARP1,1
Sca255,RENI,4
Sca255,CAH9,6
Sca255,CAH12,5
Sca255,CAH2,8
Sca255,PSB9,5
Sca255,NMUR2,1
Sca255,MMP12,4
Sca255,MMP8,5
Sca255,MMP13,6
Sca255,MMP2,9
Sca255,MMP14,2
Sca255,MMP9,5
Sca255,MMP1,2
Sca255,MMP7,2
Sca255,MMP3,3
Sca255,CAC1H,2
Sca255,CP2D6,2
Sca255,PLK1,3
Sca255,SUIS,6
Sca255,LYAG,1
Sca255,HRH3,32
Sca255,LGMN,9
Sca255,SPHK1,5
Sca255,NTR1,50
Sca255,CATC,14
Sca255,XIAP,6
Sca255,AKT1,1
Sca255,MGLL,1
Sca255,FURIN,12
Sca255,PCSK4,2
Sca255,PCSK6,1
Sca255,PCSK5,2
Sca255,NTR2,33
Sca255,PIN1,1
Sca255,PPCE,13
Sca255,SEPR,20
Sca255,DPP8,24
Sca255,DPP2,7
Sca255,SC6A4,54
Sca255,SC6A3,34
Sca255,SC6A2,65
Sca255,EBP,1
Sca255,ECE1,1
Sca255,CATB,2
Sca255,CATL1,6
Sca255,CATK,15
Sca255,CATH,1
Sca255,CAH1,2
Sca255,NK3R,2
Sca255,ABCA1,5
Sca255,TGM2,3
Sca255,TGM1,1
Sca255,FKB1A,3
Sca255,ANDR,2
Sca255,LIPE,4
Sca255,MOT1,2
Sca255,CASP3,3
Sca255,CASP2,1
Sca255,ACHA7,4
Sca255,ELNE,5
Sca255,SGMR1,8
Sca255,CASP4,1
Sca255,CASP1,2
Sca255,CASP5,1
Sca255,DRD2,31
Sca255,DRD1,1
Sca255,5HT4R,1
Sca255,5HT3A,1
Sca255,5HT1A,6
Sca255,DRD3,9
Sca255,S1PR2,1
Sca255,S1PR5,3
Sca255,S1PR1,3
Sca255,S1PR3,2
Sca255,S1PR4,2
Sca255,THRB,22
Sca255,C3AR,1
Sca255,STAT3,9
Sca255,NEP,1
Sca255,ACE,3
Sca255,DCMC,1
Sca255,AOC3,1
Sca255,TPP2,1
Sca255,ENASE,1
Sca255,ACM1,2
Sca255,ACM3,1
Sca255,ACM4,2
Sca255,CNR2,3
Sca255,F13A,1
Sca255,NOS1,1
Sca255,ACES,2
Sca255,CATS,4
Sca255,KCC2A,1
Sca255,ACM2,1
Sca255,5HT7R,1
Sca255,5HT2A,1
Sca255,5HT2B,1
Sca255,CAH6,1
Sca255,CAH15,1
Sca255,CAH7,1
Sca255,CAH5B,1
Sca255,ADA2A,1
Sca255,CAH5A,1
Sca255,P2RX7,1
Sca255,MRGX1,1
Sca255,LCK,1
Sca255,FA12,1
Sca255,KLKB1,1
Sca255,NMDE2,1
Sca255,NMDE1,1
Sca255,CATD,1
Sca255,CATE,1
Sca255,OPRM,1
Sca115186,MET,8
Sca115186,HGF,1
Sca115199,MET,2
Sca115199,HGF,1
Sca115187,MET,11
Sca115187,HGF,1
Sca115218,HGF,1
Sca1690,NR1I3,1
Sca1690,ANDR,18
Sca1690,MCR,3
Sca1690,GCR,11
Sca1690,SC6A4,1
Sca1690,FABPL,1
Sca1690,PRGR,4
Sca1690,AK1C3,1
Sca1690,CP19A,35
Sca1690,ESR1,1
Sca1690,S5A2,1
Sca1690,ESR2,2
Sca1690,SHBG,1
Sca1690,DHB3,1
Sca125,NR1I3,1
Sca125,CP19A,35
Sca125,DHB3,1
Sca125,ANDR,18
Sca125,MCR,3
Sca125,GCR,11
Sca125,SC6A4,1
Sca125,FABPL,1
Sca125,PRGR,4
Sca125,AK1C3,1
Sca125,ESR1,1
Sca125,S5A2,1
Sca125,ESR2,2
Sca125,SHBG,1
Sca1420,ASAH1,2
Sca1420,EF2K,1
Sca1420,ELNE,2
Sca1420,DPP4,1
Sca1420,TYPH,1
Sca1420,GRIK3,1
Sca1420,S47A1,1
Sca1420,AOFB,1
Sca1420,AA1R,3
Sca1420,AA2AR,1
Sca1420,AA3R,1
Sca1420,ALDR,2
Sca562,CAH2,2
Sca562,AOFB,3
Sca562,ABCBB,1
Sca562,PPARG,4
Sca562,PPARA,2
Sca562,AGTRA,1
Sca367,CAH12,5
Sca367,CATB,1
Sca367,CEGT,4
Sca367,GBA2,4
Sca367,GLCM,7
Sca367,CAH2,11
Sca367,CAH9,12
Sca367,MRGX1,1
Sca367,HYES,76
Sca367,PSB9,1
Sca367,PSB5,2
Sca367,SEPR,1
Sca367,FUCO,14
Sca367,PIN1,1
Sca367,MMP1,11
Sca367,CAC1H,5
Sca367,BKRB1,3
Sca367,AOFA,6
Sca367,AOFB,2
Sca367,ACM1,8
Sca367,DUS3,1
Sca367,5HT4R,24
Sca367,SGMR1,23
Sca367,ADA2C,1
Sca367,HYEP,4
Sca367,HRH3,49
Sca367,ADRB2,3
Sca367,ADRB1,2
Sca367,ARGI1,9
Sca367,FURIN,1
Sca367,PCSK5,1
Sca367,PCSK6,1
Sca367,NEC1,1
Sca367,5HT7R,5
Sca367,5HT2A,10
Sca367,RENI,4
Sca367,5HT2C,7
Sca367,S1PR2,1
Sca367,DPP4,5
Sca367,CASP1,1
Sca367,SUIS,1
Sca367,LYAG,1
Sca367,LGMN,1
Sca367,NOS2,24
Sca367,NOS1,14
Sca367,NOS3,10
Sca367,CAH1,9
Sca367,MK09,3
Sca367,MK08,4
Sca367,THRB,2
Sca367,SC6A3,157
Sca367,STS,3
Sca367,ADA17,42
Sca367,MMP2,16
Sca367,MMP13,17
Sca367,MMP14,4
Sca367,MMP9,11
Sca367,ELOV6,1
Sca367,ACM2,7
Sca367,ADA2B,1
Sca367,MGLL,3
Sca367,ACM4,6
Sca367,ACM3,3
Sca367,PLMN,1
Sca367,SC6A2,95
Sca367,SC6A4,145
Sca367,DPP2,7
Sca367,CATK,1
Sca367,CASP3,1
Sca367,ACES,13
Sca367,ACHA7,4
Sca367,OPRM,16
Sca367,ARGI2,7
Sca367,DRD2,12
Sca367,ADA1D,1
Sca367,5HT1A,1
Sca367,HRH1,1
Sca367,ADA1B,1
Sca367,ADA1A,1
Sca367,ADA2A,1
Sca367,CAC1G,1
Sca367,CAC1I,1
Sca367,KCNH2,3
Sca367,SC6A9,2
Sca367,DCMC,1
Sca367,DHI1,3
Sca367,ANDR,2
Sca367,RET4,2
Sca367,HDAC1,1
Sca367,HDAC8,1
Sca367,MOT1,2
Sca367,MMP3,11
Sca367,MMP8,1
Sca367,CNR2,4
Sca367,CNR1,2
Sca367,EBP,1
Sca367,ERG7,1
Sca367,ACHA4,2
Sca367,CCR1,19
Sca367,SL9A1,13
Sca367,CP3A4,1
Sca367,OPRK,8
Sca367,OPRD,3
Sca367,DRD3,4
Sca367,DRD4,1
Sca367,MA2B1,1
Sca638,HYEP,23
Sca638,HYES,172
Sca638,DHI1,196
Sca638,CBPB2,2
Sca638,GLCM,9
Sca638,GBA2,17
Sca638,CEGT,10
Sca638,CNR2,15
Sca638,CAC1H,3
Sca638,CXCR3,2
Sca638,CAH2,6
Sca638,CP3A4,1
Sca638,CAH12,5
Sca638,CAH9,5
Sca638,P2RX7,8
Sca638,CAH5B,2
Sca638,CAH6,2
Sca638,CAH15,2
Sca638,CAH4,2
Sca638,CAH1,3
Sca638,CAH13,2
Sca638,CAH14,2
Sca638,CAH7,2
Sca638,CAH5A,2
Sca638,SUIS,1
Sca638,LYAG,1
Sca638,OPRM,2
Sca638,GRM1,1
Sca638,C11B2,1
Sca638,C11B1,1
Sca638,NPFF1,5
Sca638,NPFF2,5
Sca638,MRGX1,1
Sca638,CNR1,3
Sca638,DPP4,17
Sca638,DHI2,3
Sca638,CATS,1
Sca638,CATL2,1
Sca638,CATK,1
Sca638,CP17A,8
Sca638,CP19A,1
Sca638,DGAT1,1
Sca638,SEPR,3
Sca638,DPP2,3
Sca638,DPP9,1
Sca638,SCN9A,1
Sca112910,MRGX1,1
Sca121005,MRGX1,1
Sca181056,MRGX1,1
Sca247644,MRGX1,1
Sca45940,MDM2,3
Sca45940,MDM4,6
Sca179191,MDM4,3
Sca179191,MDM2,3
Sca179192,MDM2,3
Sca179192,MDM4,3
Sca179182,MDM2,2
Sca179182,MDM4,2
Sca5112,MDM2,1
Sca5112,MDM4,1
Sca5112,HYES,1
Sca179174,MDM2,1
Sca179174,MDM4,1
Sca171870,MDM2,10
Sca171870,MDM4,3
Sca171868,MDM2,1
Sca171868,MDM4,1
Sca21128,CP3A4,24
Sca21128,CP2D6,3
Sca21128,SO1B1,1
Sca21128,S47A1,1
Sca21128,THAS,1
Sca21128,NK2R,1
Sca21128,CP3A5,1
Sca1222,KAPCA,1
Sca1222,ACES,2
Sca1222,G3P,1
Sca1222,ALDR,1
Sca1222,AA2AR,5
Sca1222,TERT,6
Sca1222,PIM1,1
Sca1222,LIMK1,1
Sca1222,LOX5,1
Sca1222,ACM2,1
Sca1222,ACM1,1
Sca1222,S47A2,1
Sca1222,S47A1,1
Sca1222,BTK,1
Sca1222,ACM4,1
Sca6474,ABL1,2
Sca6474,KSYK,1
Sca6474,DDR2,1
Sca6474,SC6A4,1
Sca6474,PGFRB,1
Sca6474,NQO2,1
Sca6474,S47A2,1
Sca6474,LYN,1
Sca6474,THAS,1
Sca6474,S47A1,1
Sca6474,DDR1,1
Sca6474,KIT,1
Sca6474,CAH7,1
Sca6474,5HT2A,1
Sca6474,PGFRA,1
Sca6474,CAH15,1
Sca6474,CAH9,1
Sca6474,CAH3,1
Sca6474,CSF1R,1
Sca6474,CAH2,1
Sca6474,CAH14,1
Sca6474,CAH1,1
Sca6474,CAH6,1
Sca369,HDAC3,19
Sca369,IRAK4,1
Sca369,AA3R,1
Sca369,AA1R,2
Sca369,FGFR1,1
Sca369,VGFR2,2
Sca369,MGMT,5
Sca369,GRM4,4
Sca369,HPRT,24
Sca369,HRH4,31
Sca369,HRH3,4
Sca369,GRM5,1
Sca369,ROCK2,1
Sca369,AA2AR,1
Sca369,HS90A,3
Sca369,CXCR2,6
Sca369,PUR2,9
Sca369,PNPH,17
Sca369,CAH1,2
Sca369,CAH9,2
Sca369,CAH12,2
Sca369,CAH2,2
Sca369,AHR,1
Sca369,KSYK,1
Sca369,CAH15,1
Sca369,CAH7,1
Sca369,CAH14,1
Sca369,CAH6,1
Sca369,S47A1,1
Sca369,DYR,1
Sca369,XDH,19
Sca369,PGH2,4
Sca369,PGH1,1
Sca369,5HT6R,2
Sca252830,HEPS,1
Sca252830,HGFA,1
Sca14610,SHIP2,1
Sca487,CHLE,21
Sca487,NPFF1,1
Sca487,SGMR1,2
Sca487,ACES,1
Sca487,SC6A1,1
Sca487,5HT2B,7
Sca487,ADA2A,6
Sca487,HRH1,2
Sca487,SC6A3,2
Sca487,DRD3,8
Sca487,5HT2C,9
Sca487,ACM3,4
Sca487,ACM4,5
Sca487,ADA2B,6
Sca487,5HT7R,3
Sca487,HRH2,1
Sca487,ACM1,5
Sca487,ACM2,3
Sca487,ACM5,4
Sca487,ADA2C,5
Sca487,5HT2A,8
Sca487,SC6A4,4
Sca487,ADA1B,5
Sca487,DRD2,7
Sca487,5HT6R,5
Sca487,SC6A2,2
Sca487,ADA1D,5
Sca487,ADA1A,5
Sca487,5HT1A,3
Sca487,DRD1,4
Sca487,KCNH2,2
Sca487,DRD4,2
Sca487,ANDR,2
Sca487,5HT1B,1
Sca487,DRD5,1
Sca487,AOXA,1
Sca487,CP2D6,1
Sca487,EBPL,1
Sca487,EBP,1
Sca263,ACM1,3
Sca263,ACM2,1
Sca263,ESR1,44
Sca263,TRPV1,4
Sca263,HRH4,1
Sca263,HRH3,1
Sca263,PPARD,5
Sca263,MTR1B,3
Sca263,MTR1A,3
Sca263,CP19A,14
Sca263,C11B2,2
Sca263,SC6A1,43
Sca263,PPARG,1
Sca263,PPARA,2
Sca263,CCKAR,4
Sca263,ESR2,19
Sca263,CP3A5,2
Sca263,CP2A6,1
Sca263,CP2D6,1
Sca263,CP1A2,2
Sca263,CP3A4,2
Sca263,PGH2,15
Sca263,PRGR,3
Sca263,LOX5,1
Sca263,KCNH2,2
Sca263,EBP,3
Sca263,ADA2A,2
Sca263,ADA2C,1
Sca263,DRD3,2
Sca263,5HT2B,1
Sca263,5HT2A,1
Sca263,ACM3,2
Sca263,SC6A3,1
Sca263,SC6A4,1
Sca263,SC6A2,1
Sca263,ACM4,2
Sca263,ADA2B,1
Sca263,5HT6R,1
Sca263,5HT2C,2
Sca263,PLD2,1
Sca263,CP2B6,1
Sca263,ERR1,1
Sca263,THAS,1
Sca263,EBPL,1
Sca27590,GPR88,1
Sca27590,KCNH2,12
Sca27590,OPRM,4
Sca27590,SC6A4,6
Sca27590,SC6A3,3
Sca27590,SC6A2,1
Sca27590,DHCR7,1
Sca27590,EBPL,1
Sca27590,SGMR1,3
Sca27590,EBP,1
Sca27590,VACHT,1
Sca27590,KCNJ1,6
Sca23974,DNAS1,1
Sca23974,ADA2C,1
Sca23974,ACM2,1
Sca23974,5HT2A,1
Sca23974,ADA1D,1
Sca23974,ADA2B,1
Sca23974,ACM3,1
Sca23974,ACM1,1
Sca23974,ADA2A,1
Sca23974,ACM4,1
Sca23974,NK2R,1
Sca23974,DRD3,1
Sca23974,ACM5,1
