"","TargetName","Scaffold","MolNum"
"7716","CAH2_HUMAN","Sca2989",1
"7717","CAH12_HUMAN","Sca2989",1
"7718","LOX5_RAT","Sca2998",3
"7719","PDE7A_HUMAN","Sca2998",27
"7720","TRPA1_HUMAN","Sca30038",1
"7721","TRPA1_RAT","Sca30038",1
"7722","TRPV1_HUMAN","Sca30038",1
"7723","SC6A9_HUMAN","Sca3004",17
"7724","VACHT_RAT","Sca3004",1
"7725","MC4R_HUMAN","Sca3004",5
"7726","CCR3_HUMAN","Sca3004",2
"7727","HCN4_HUMAN","Sca3004",3
"7728","HCN1_HUMAN","Sca3004",7
"7729","FLT3_HUMAN","Sca30072",1
"7730","MK14_HUMAN","Sca30072",1
"7731","BRAF_HUMAN","Sca30072",1
"7732","ABL1_MOUSE","Sca30072",1
"7733","HRH3_RAT","Sca30212",1
"7734","HRH3_HUMAN","Sca30212",1
"7735","ACACB_HUMAN","Sca30212",5
"7736","MCHR2_HUMAN","Sca30212",1
"7737","MCHR1_HUMAN","Sca30212",4
"7738","KLK7_HUMAN","Sca3023",1
"7739","AA2AR_HUMAN","Sca3023",1
"7740","AA3R_HUMAN","Sca3023",1
"7741","CAH9_HUMAN","Sca3024",1
"7742","CAH2_HUMAN","Sca3024",1
"7743","CAH1_HUMAN","Sca3024",1
"7744","CAH12_HUMAN","Sca3024",1
"7745","MAP2_HUMAN","Sca3024",5
"7746","PPCE_RAT","Sca30277",6
"7747","PPCE_HUMAN","Sca30277",1
"7748","DPP4_HUMAN","Sca30300",5
"7749","MK01_HUMAN","Sca30300",1
"7750","CNR1_RAT","Sca30300",1
"7751","AGTRA_RAT","Sca3031",1
"7752","AGTR2_RAT","Sca3031",1
"7753","AGTR1_HUMAN","Sca3031",3
"7754","LCAP_HUMAN","Sca3031",9
"7755","AMPN_HUMAN","Sca3031",4
"7756","5HT7R_HUMAN","Sca3038",4
"7757","TRPM8_HUMAN","Sca3038",24
"7758","TRPM8_RAT","Sca3038",3
"7759","SSR4_HUMAN","Sca3038",3
"7760","HDAC1_HUMAN","Sca3038",1
"7761","HRH3_RAT","Sca30393",23
"7762","HRH3_HUMAN","Sca30393",24
"7763","SSR5_HUMAN","Sca30393",9
"7764","OPRK_HUMAN","Sca30393",2
"7765","OPRM_HUMAN","Sca30393",2
"7766","RXRG_MOUSE","Sca30436",1
"7767","RXRA_HUMAN","Sca30436",1
"7768","RXRB_MOUSE","Sca30436",1
"7769","NMDE3_RAT","Sca3047",1
"7770","OPRD_HUMAN","Sca3047",4
"7771","OPRK_HUMAN","Sca3047",4
"7772","OPRM_RAT","Sca3047",1
"7773","OPRM_HUMAN","Sca3047",4
"7774","BKRB2_HUMAN","Sca30503",3
"7775","BKRB1_HUMAN","Sca30503",3
"7776","MK14_HUMAN","Sca30520",1
"7777","GRM5_HUMAN","Sca30520",1
"7778","GSK3B_HUMAN","Sca30520",1
"7779","MMP13_HUMAN","Sca30632",1
"7780","MMP14_HUMAN","Sca30632",1
"7781","MMP2_HUMAN","Sca30632",2
"7782","MMP9_HUMAN","Sca30632",2
"7783","ATS5_HUMAN","Sca30632",1
"7784","ATS4_HUMAN","Sca30632",1
"7785","PPCE_MOUSE","Sca30633",1
"7786","P2RX4_HUMAN","Sca3069",1
"7787","PPARA_HUMAN","Sca3069",1
"7788","PPARG_HUMAN","Sca3069",1
"7789","5HT2B_HUMAN","Sca3070",2
"7790","5HT7R_HUMAN","Sca3070",1
"7791","EAA3_HUMAN","Sca3070",1
"7792","EAA2_HUMAN","Sca3070",1
"7793","UROK_RAT","Sca30810",2
"7794","UROK_MOUSE","Sca30810",2
"7795","UROK_HUMAN","Sca30810",8
"7796","THRB_HUMAN","Sca30810",2
"7797","UROK_HUMAN","Sca30858",7
"7798","THRB_HUMAN","Sca30858",1
"7799","BACE1_HUMAN","Sca3086",1
"7800","LKHA4_HUMAN","Sca3086",1
"7801","MK14_HUMAN","Sca3086",1
"7802","MDM2_HUMAN","Sca3086",1
"7803","GRM5_HUMAN","Sca3086",1
"7804","BKRB1_HUMAN","Sca3086",1
"7805","MMP13_HUMAN","Sca30970",1
"7806","MMP1_HUMAN","Sca30970",1
"7807","MMP9_HUMAN","Sca30970",1
"7808","S1PR3_HUMAN","Sca30974",1
"7809","S1PR1_HUMAN","Sca30974",1
"7810","PPARA_HUMAN","Sca30974",6
"7811","PPARG_HUMAN","Sca30974",6
"7812","KCNH2_HUMAN","Sca30977",4
"7813","CP3A4_HUMAN","Sca30977",1
"7814","MMP13_HUMAN","Sca30985",1
"7815","MMP1_HUMAN","Sca30985",1
"7816","MMP9_HUMAN","Sca30985",1
"7817","GCR_HUMAN","Sca30989",1
"7818","ANDR_HUMAN","Sca30989",3
"7819","HRH3_HUMAN","Sca30996",2
"7820","HRH4_HUMAN","Sca30996",1
"7821","HRH1_HUMAN","Sca30996",1
"7822","TPA_HUMAN","Sca31006",1
"7823","PLMN_HUMAN","Sca31006",5
"7824","UROK_HUMAN","Sca31006",20
"7825","THRB_HUMAN","Sca31006",2
"7826","AA1R_RAT","Sca31035",1
"7827","AA1R_HUMAN","Sca31035",4
"7828","AA2AR_RAT","Sca31035",1
"7829","AA2AR_HUMAN","Sca31035",3
"7830","AA3R_HUMAN","Sca31035",1
"7831","PPARA_MOUSE","Sca31072",3
"7832","PPARA_HUMAN","Sca31072",3
"7833","PPARG_HUMAN","Sca31072",1
"7834","GCR_RAT","Sca31082",1
"7835","GCR_HUMAN","Sca31082",2
"7836","ANDR_HUMAN","Sca31082",1
"7837","ADA1A_HUMAN","Sca31165",2
"7838","ADA1D_HUMAN","Sca31165",2
"7839","ADA1A_HUMAN","Sca31176",2
"7840","ADA1D_HUMAN","Sca31176",1
"7841","ADA1A_HUMAN","Sca31181",1
"7842","ADA1D_HUMAN","Sca31181",1
"7843","ADA1A_HUMAN","Sca31197",1
"7844","ADA1D_HUMAN","Sca31197",1
"7845","GCR_RAT","Sca31259",1
"7846","GCR_RAT","Sca31260",10
"7847","GCR_MOUSE","Sca31260",11
"7848","GCR_HUMAN","Sca31260",15
"7849","ADA1A_HUMAN","Sca31283",1
"7850","ADA1D_HUMAN","Sca31283",1
"7851","GSK3B_HUMAN","Sca313",2
"7852","DYR1A_HUMAN","Sca313",1
"7853","V2R_RAT","Sca31348",1
"7854","V2R_HUMAN","Sca31348",3
"7855","KCNA3_HUMAN","Sca31394",2
"7856","KCNA5_HUMAN","Sca31394",2
"7857","GRIK2_HUMAN","Sca3143",1
"7858","GRIK1_HUMAN","Sca3143",4
"7859","5HT1A_HUMAN","Sca31570",1
"7860","5HT2B_HUMAN","Sca31570",1
"7861","ACHA4_RAT","Sca31669",1
"7862","AKT1_HUMAN","Sca31669",3
"7863","MMP13_HUMAN","Sca31699",5
"7864","MMP14_HUMAN","Sca31699",5
"7865","MMP2_HUMAN","Sca31699",6
"7866","CAH2_HUMAN","Sca317",1
"7867","5HT2B_HUMAN","Sca317",1
"7868","PPARG_HUMAN","Sca317",1
"7869","MDR1_HUMAN","Sca31707",1
"7870","GRM5_RAT","Sca31707",1
"7871","GRM5_HUMAN","Sca31707",3
"7872","SC6A4_HUMAN","Sca31722",1
"7873","5HT1B_HUMAN","Sca31722",1
"7874","5HT1D_HUMAN","Sca31722",1
"7875","DRD2_RAT","Sca31722",1
"7876","DRD2_HUMAN","Sca31722",1
"7877","KCNH2_HUMAN","Sca31774",1
"7878","5HT2A_HUMAN","Sca31774",1
"7879","DRD4_HUMAN","Sca31774",1
"7880","DRD3_HUMAN","Sca31779",1
"7881","DRD2_HUMAN","Sca31779",1
"7882","OPRK_HUMAN","Sca31779",1
"7883","OPRM_HUMAN","Sca31779",1
"7884","OPRX_HUMAN","Sca31779",1
"7885","5HT1B_HUMAN","Sca31866",2
"7886","CAH9_HUMAN","Sca31896",5
"7887","CAH2_HUMAN","Sca31896",4
"7888","CAH1_HUMAN","Sca31896",1
"7889","VGFR2_HUMAN","Sca31896",7
"7890","CATL1_HUMAN","Sca31974",2
"7891","CATB_HUMAN","Sca31974",1
"7892","GSK3B_HUMAN","Sca31974",1
"7893","ACHA7_RAT","Sca320",12
"7894","ACHA2_RAT","Sca320",4
"7895","ACHA4_RAT","Sca320",4
"7896","ACHA6_RAT","Sca320",4
"7897","ACHA3_RAT","Sca320",4
"7898","SC6A2_HUMAN","Sca32028",6
"7899","PE2R3_MOUSE","Sca32028",1
"7900","PE2R3_HUMAN","Sca32028",14
"7901","5HT2A_HUMAN","Sca32028",7
"7902","5HT6R_HUMAN","Sca32028",5
"7903","CPT1B_HUMAN","Sca32028",5
"7904","SC6A5_HUMAN","Sca32044",8
"7905","CCR2_HUMAN","Sca32044",4
"7906","HRH3_HUMAN","Sca32127",4
"7907","SC6A4_RAT","Sca32127",4
"7908","SC6A4_HUMAN","Sca32127",4
"7909","S29A1_HUMAN","Sca32127",1
"7910","DPP4_HUMAN","Sca32127",1
"7911","KPCT_HUMAN","Sca32142",1
"7912","KPCD_HUMAN","Sca32142",1
"7913","KPCA_HUMAN","Sca32142",1
"7914","P2Y12_HUMAN","Sca32142",1
"7915","CAC1S_RAT","Sca32243",1
"7916","5HT1A_HUMAN","Sca32251",5
"7917","5HT7R_HUMAN","Sca32251",4
"7918","5HT6R_HUMAN","Sca32251",4
"7919","F13A_HUMAN","Sca32251",1
"7920","DRD2_HUMAN","Sca32251",5
"7921","NR1H2_HUMAN","Sca32410",5
"7922","SO1B1_HUMAN","Sca32534",1
"7923","NR1I2_HUMAN","Sca32534",1
"7924","HRH3_RAT","Sca32554",1
"7925","HRH3_HUMAN","Sca32554",1
"7926","PDE4D_HUMAN","Sca32554",1
"7927","HDAC6_HUMAN","Sca326",5
"7928","5HT2A_HUMAN","Sca326",7
"7929","CP1B1_HUMAN","Sca32601",1
"7930","SCN9A_HUMAN","Sca32616",1
"7931","SCN9A_MOUSE","Sca32616",1
"7932","CP1B1_HUMAN","Sca32675",1
"7933","NPY5R_HUMAN","Sca32676",5
"7934","CNR2_HUMAN","Sca32676",1
"7935","CNR1_HUMAN","Sca32676",1
"7936","THB_HUMAN","Sca327",6
"7937","DPP4_HUMAN","Sca327",9
"7938","ACACB_HUMAN","Sca3270",4
"7939","HYES_RAT","Sca3270",5
"7940","HYES_MOUSE","Sca3270",12
"7941","HYES_HUMAN","Sca3270",15
"7942","NPFF2_HUMAN","Sca32714",1
"7943","LKHA4_MOUSE","Sca32732",16
"7944","LKHA4_HUMAN","Sca32732",21
"7945","HDAC5_MOUSE","Sca3274",1
"7946","HDAC1_MOUSE","Sca3274",1
"7947","HDAC8_MOUSE","Sca3274",1
"7948","HRH1_HUMAN","Sca32749",1
"7949","NK2R_HUMAN","Sca32749",2
"7950","NK1R_HUMAN","Sca32749",2
"7951","HDAC4_HUMAN","Sca3275",3
"7952","HDAC6_MOUSE","Sca3275",3
"7953","HDAC1_HUMAN","Sca3275",3
"7954","KCNH2_HUMAN","Sca32761",1
"7955","LKHA4_MOUSE","Sca32761",3
"7956","LKHA4_HUMAN","Sca32761",7
"7957","VACHT_RAT","Sca3277",1
"7958","ACM2_RAT","Sca3277",10
"7959","ACM2_HUMAN","Sca3277",1
"7960","ACM3_HUMAN","Sca3277",1
"7961","ACM1_RAT","Sca3277",1
"7962","ACM1_HUMAN","Sca3277",1
"7963","5HT1A_RAT","Sca32814",1
"7964","5HT2A_RAT","Sca32814",1
"7965","DRD3_HUMAN","Sca32814",9
"7966","DRD2_RAT","Sca32814",1
"7967","DRD2_HUMAN","Sca32814",8
"7968","MDR1_HUMAN","Sca32838",1
"7969","HDAC6_HUMAN","Sca32838",2
"7970","GLR_HUMAN","Sca32838",1
"7971","HDAC1_HUMAN","Sca32838",2
"7972","HDAC8_HUMAN","Sca32838",2
"7973","DDR2_HUMAN","Sca32842",3
"7974","DDR2_HUMAN","Sca32858",3
"7975","ACM2_MOUSE","Sca3289",1
"7976","HDAC6_HUMAN","Sca329",1
"7977","P2RX7_HUMAN","Sca329",18
"7978","MMP13_HUMAN","Sca3293",1
"7979","MMP1_HUMAN","Sca3293",1
"7980","MMP3_HUMAN","Sca3293",1
"7981","ADA17_HUMAN","Sca3293",1
"7982","FA10_HUMAN","Sca32988",54
"7983","5HT1A_HUMAN","Sca3300",3
"7984","5HT2A_HUMAN","Sca3300",3
"7985","5HT2C_HUMAN","Sca3300",6
"7986","5HT6R_HUMAN","Sca3300",8
"7987","MCL1_HUMAN","Sca3300",1
"7988","DRD3_HUMAN","Sca3300",1
"7989","DPP4_RAT","Sca33056",1
"7990","P2RX7_HUMAN","Sca33096",2
"7991","GRM5_HUMAN","Sca33096",1
"7992","ACM2_MOUSE","Sca3314",1
"7993","CP19A_RAT","Sca3317",1
"7994","CP19A_HUMAN","Sca3317",1
"7995","5HT2C_RAT","Sca33196",1
"7996","DRD1_RAT","Sca33196",9
"7997","DRD2_RAT","Sca33196",2
"7998","OPRD_RAT","Sca33303",9
"7999","OPRD_MOUSE","Sca33303",1
"8000","OPRK_RAT","Sca33303",5
"8001","OPRM_RAT","Sca33303",17
"8002","OPRM_MOUSE","Sca33303",1
"8003","OPRM_HUMAN","Sca33303",11
"8004","AA1R_HUMAN","Sca33383",1
"8005","AA2AR_HUMAN","Sca33383",1
"8006","VGFR2_HUMAN","Sca33383",1
"8007","CDK1_HUMAN","Sca33383",1
"8008","PPARA_HUMAN","Sca3340",2
"8009","CNR2_HUMAN","Sca3340",83
"8010","CNR1_RAT","Sca3340",38
"8011","CNR1_MOUSE","Sca3340",4
"8012","CNR1_HUMAN","Sca3340",35
"8013","PPARG_HUMAN","Sca3340",11
"8014","5HT2A_HUMAN","Sca33420",1
"8015","5HT6R_HUMAN","Sca33420",3
"8016","SC6A4_RAT","Sca33436",2
"8017","SC6A3_RAT","Sca33436",5
"8018","VMAT2_RAT","Sca33436",32
"8019","CP2D6_HUMAN","Sca33436",1
"8020","5HT1A_RAT","Sca33466",1
"8021","5HT2A_RAT","Sca33466",1
"8022","5HT2C_RAT","Sca33466",1
"8023","DRD2_RAT","Sca33466",1
"8024","5HT1A_RAT","Sca33481",1
"8025","5HT2A_RAT","Sca33481",1
"8026","5HT2C_RAT","Sca33481",1
"8027","DRD2_RAT","Sca33481",1
"8028","5HT1A_RAT","Sca33485",2
"8029","5HT2A_RAT","Sca33485",2
"8030","5HT2C_RAT","Sca33485",1
"8031","DRD2_RAT","Sca33485",2
"8032","5HT2A_RAT","Sca33487",1
"8033","5HT2C_RAT","Sca33487",1
"8034","DRD2_RAT","Sca33487",1
"8035","RAF1_HUMAN","Sca33505",1
"8036","FYN_MOUSE","Sca33505",1
"8037","AGTRB_RAT","Sca33543",2
"8038","AGTRB_RAT","Sca33557",2
"8039","INSR_HUMAN","Sca33582",1
"8040","5HT1A_RAT","Sca33592",1
"8041","5HT2A_RAT","Sca33592",1
"8042","5HT2C_RAT","Sca33592",1
"8043","DRD2_RAT","Sca33592",1
"8044","5HT1A_RAT","Sca33621",1
"8045","5HT2A_RAT","Sca33621",1
"8046","5HT2C_RAT","Sca33621",1
"8047","DRD2_RAT","Sca33621",1
"8048","5HT1A_RAT","Sca33642",1
"8049","5HT2A_RAT","Sca33642",1
"8050","5HT2C_RAT","Sca33642",1
"8051","DRD2_RAT","Sca33642",1
"8052","5HT1A_RAT","Sca33647",1
"8053","5HT2A_RAT","Sca33647",1
"8054","5HT2C_RAT","Sca33647",1
"8055","DRD2_RAT","Sca33647",1
"8056","5HT1A_RAT","Sca33652",1
"8057","5HT2A_RAT","Sca33652",1
"8058","5HT2C_RAT","Sca33652",1
"8059","DRD2_RAT","Sca33652",1
"8060","5HT1A_RAT","Sca33660",1
"8061","5HT2A_RAT","Sca33660",1
"8062","5HT2C_RAT","Sca33660",1
"8063","DRD2_RAT","Sca33660",1
"8064","VGFR2_HUMAN","Sca33774",1
"8065","CNR2_HUMAN","Sca33774",5
"8066","KISSR_HUMAN","Sca33782",2
"8067","EDNRB_RAT","Sca33782",2
"8068","EDNRA_MOUSE","Sca33782",3
"8069","FPR2_HUMAN","Sca33784",4
"8070","FPR1_HUMAN","Sca33784",2
"8071","SC6A4_RAT","Sca33828",9
"8072","SC6A3_RAT","Sca33828",22
"8073","5HT7R_HUMAN","Sca33828",1
"8074","AA3R_RAT","Sca3384",1
"8075","MMP14_HUMAN","Sca33878",1
"8076","MMP11_MOUSE","Sca33878",1
"8077","MMP11_HUMAN","Sca33878",1
"8078","MMP2_HUMAN","Sca33878",1
"8079","MMP9_HUMAN","Sca33878",1
"8080","MMP8_HUMAN","Sca33878",1
"8081","SC6A5_RAT","Sca33913",11
"8082","SC6A9_RAT","Sca33913",20
"8083","OPRD_HUMAN","Sca33913",1
"8084","SC6A5_RAT","Sca33921",11
"8085","SC6A9_RAT","Sca33921",20
"8086","OPRD_HUMAN","Sca33921",1
"8087","LOX5_HUMAN","Sca34033",1
"8088","PSN1_HUMAN","Sca34033",1
"8089","MMP1_HUMAN","Sca34052",1
"8090","MMP7_HUMAN","Sca34052",1
"8091","5HT7R_HUMAN","Sca34076",3
"8092","CATK_HUMAN","Sca34076",4
"8093","HDAC1_HUMAN","Sca34076",1
"8094","PK3CB_HUMAN","Sca3410",1
"8095","PRKDC_HUMAN","Sca3410",1
"8096","PLK3_HUMAN","Sca3410",1
"8097","MTOR_HUMAN","Sca3410",1
"8098","MMP1_HUMAN","Sca34104",1
"8099","MMP7_HUMAN","Sca34104",1
"8100","CAH1_HUMAN","Sca3413",3
"8101","CAH13_MOUSE","Sca3413",1
"8102","MMP1_HUMAN","Sca34152",1
"8103","MMP7_HUMAN","Sca34152",1
"8104","HRH4_HUMAN","Sca3416",2
"8105","PD2R2_HUMAN","Sca3416",5
"8106","5HT6R_HUMAN","Sca3416",1
"8107","MMP1_HUMAN","Sca34177",1
"8108","MMP7_HUMAN","Sca34177",1
"8109","5HT7R_HUMAN","Sca3418",1
"8110","OPRD_HUMAN","Sca3418",40
"8111","OPRK_HUMAN","Sca3418",12
"8112","OPRM_HUMAN","Sca3418",20
"8113","PD2R2_HUMAN","Sca342",9
"8114","CCKAR_RAT","Sca342",10
"8115","CCKAR_HUMAN","Sca342",1
"8116","GASR_MOUSE","Sca342",1
"8117","GASR_HUMAN","Sca342",3
"8118","SCN9A_HUMAN","Sca342",8
"8119","BRPF1_HUMAN","Sca34250",3
"8120","SC6A4_HUMAN","Sca34250",1
"8121","SC6A2_HUMAN","Sca34250",19
"8122","HPPD_HUMAN","Sca34250",22
"8123","5HT4R_HUMAN","Sca34250",2
"8124","CNR2_HUMAN","Sca34250",11
"8125","CCR8_HUMAN","Sca34273",29
"8126","GRM4_HUMAN","Sca34574",1
"8127","GRM2_HUMAN","Sca34574",3
"8128","5HT6R_HUMAN","Sca34625",1
"8129","CPT1B_RAT","Sca34625",1
"8130","CPT1B_HUMAN","Sca34625",5
"8131","RORG_HUMAN","Sca34625",1
"8132","RORA_HUMAN","Sca34625",1
"8133","LT4R1_HUMAN","Sca34655",7
"8134","DRD3_RAT","Sca3471",1
"8135","DRD3_HUMAN","Sca3471",1
"8136","DRD4_HUMAN","Sca3471",1
"8137","DRD1_HUMAN","Sca3471",1
"8138","DRD2_RAT","Sca3471",1
"8139","DRD2_HUMAN","Sca3471",1
"8140","MBTP1_HUMAN","Sca34712",5
"8141","SC6A4_HUMAN","Sca34712",4
"8142","SC6A3_HUMAN","Sca34712",1
"8143","SC6A2_HUMAN","Sca34712",5
"8144","LCK_MOUSE","Sca34715",1
"8145","LCK_HUMAN","Sca34715",2
"8146","CSF1R_MOUSE","Sca34789",2
"8147","KCNK3_HUMAN","Sca34789",1
"8148","GRM4_RAT","Sca34789",7
"8149","GRM4_HUMAN","Sca34789",11
"8150","AOFB_HUMAN","Sca34952",6
"8151","AA1R_RAT","Sca34952",26
"8152","AA1R_HUMAN","Sca34952",4
"8153","AA2BR_HUMAN","Sca34952",1
"8154","AA2AR_RAT","Sca34952",37
"8155","AA2AR_HUMAN","Sca34952",16
"8156","SC6A4_HUMAN","Sca34988",11
"8157","CAH9_HUMAN","Sca3503",1
"8158","CAH2_HUMAN","Sca3503",1
"8159","CAH12_HUMAN","Sca3503",1
"8160","CAH14_HUMAN","Sca3503",1
"8161","MMP1_HUMAN","Sca3503",1
"8162","KSYK_RAT","Sca35057",3
"8163","KSYK_HUMAN","Sca35057",8
"8164","AOFA_RAT","Sca35109",3
"8165","5HT1A_RAT","Sca35155",1
"8166","5HT1A_HUMAN","Sca35155",4
"8167","5HT2A_RAT","Sca35155",1
"8168","5HT2A_HUMAN","Sca35155",3
"8169","CAH12_HUMAN","Sca3520",1
"8170","MOT1_HUMAN","Sca3524",5
"8171","NMDE2_RAT","Sca35301",1
"8172","CATL1_HUMAN","Sca35301",1
"8173","CATS_HUMAN","Sca35301",1
"8174","CATK_HUMAN","Sca35301",1
"8175","DRD3_HUMAN","Sca35333",2
"8176","DRD4_HUMAN","Sca35333",2
"8177","DRD2_RAT","Sca35333",2
"8178","DRD2_HUMAN","Sca35333",2
"8179","GHSR_HUMAN","Sca3537",3
"8180","NPY5R_HUMAN","Sca3537",8
"8181","PGH1_HUMAN","Sca35384",1
"8182","PD2R2_HUMAN","Sca35384",14
"8183","ESR1_HUMAN","Sca35407",13
"8184","5HT6R_HUMAN","Sca35427",17
"8185","DRD3_HUMAN","Sca35427",3
"8186","DRD4_HUMAN","Sca35427",3
"8187","DRD2_HUMAN","Sca35427",3
"8188","5HT1A_HUMAN","Sca35453",16
"8189","5HT7R_RAT","Sca35453",4
"8190","5HT7R_HUMAN","Sca35453",14
"8191","DPP4_HUMAN","Sca35453",1
"8192","DRD2_HUMAN","Sca35453",4
"8193","CP3A4_HUMAN","Sca35469",1
"8194","MK14_HUMAN","Sca35469",2
"8195","KC1D_HUMAN","Sca35469",3
"8196","KC1E_HUMAN","Sca35469",3
"8197","CP2C9_HUMAN","Sca35469",1
"8198","MK14_HUMAN","Sca35487",1
"8199","GLR_HUMAN","Sca35487",15
"8200","ADA1A_RAT","Sca3556",1
"8201","ADA1D_RAT","Sca3556",1
"8202","5HT1A_RAT","Sca3556",1
"8203","CAH9_HUMAN","Sca35599",1
"8204","CAH2_HUMAN","Sca35599",1
"8205","CAH1_HUMAN","Sca35599",1
"8206","VGFR2_HUMAN","Sca35599",2
"8207","ADA1A_HUMAN","Sca3563",3
"8208","ADA1B_HUMAN","Sca3563",3
"8209","CAC1D_RAT","Sca35777",6
"8210","DYR_HUMAN","Sca35777",5
"8211","AA2BR_HUMAN","Sca35777",7
"8212","AA2AR_HUMAN","Sca35777",1
"8213","S27A4_HUMAN","Sca35777",5
"8214","GRM5_HUMAN","Sca35802",1
"8215","SIR1_HUMAN","Sca35802",2
"8216","HCAR2_HUMAN","Sca35802",7
"8217","NMDE2_RAT","Sca35813",12
"8218","NMDE2_HUMAN","Sca35813",1
"8219","AOFB_HUMAN","Sca35870",1
"8220","GRM5_HUMAN","Sca35870",1
"8221","CXCR2_HUMAN","Sca35870",1
"8222","ADA_HUMAN","Sca35993",1
"8223","GCR_HUMAN","Sca360",16
"8224","PRGR_HUMAN","Sca360",37
"8225","MCR_HUMAN","Sca360",1
"8226","ANDR_HUMAN","Sca360",1
"8227","NEP_RAT","Sca36017",2
"8228","MK15_HUMAN","Sca36062",1
"8229","CHK1_HUMAN","Sca36062",1
"8230","KC1D_RAT","Sca36062",1
"8231","CP1A2_HUMAN","Sca36062",1
"8232","MK10_HUMAN","Sca36082",1
"8233","MK09_HUMAN","Sca36082",6
"8234","MK08_HUMAN","Sca36082",6
"8235","CP2C9_HUMAN","Sca36082",2
"8236","SC6A4_HUMAN","Sca36092",1
"8237","OPRD_HUMAN","Sca36092",4
"8238","OPRK_HUMAN","Sca36092",6
"8239","OPRM_RAT","Sca36092",1
"8240","OPRM_MOUSE","Sca36092",1
"8241","OPRM_HUMAN","Sca36092",5
"8242","MMP1_HUMAN","Sca361",4
"8243","OPRD_MOUSE","Sca36156",10
"8244","OPRK_RAT","Sca36156",13
"8245","OPRM_RAT","Sca36156",11
"8246","CCKAR_RAT","Sca3616",7
"8247","GASR_MOUSE","Sca3616",12
"8248","P2RY2_HUMAN","Sca3622",14
"8249","P2RY4_HUMAN","Sca3622",17
"8250","P2RY6_HUMAN","Sca3622",16
"8251","HRH4_HUMAN","Sca36411",10
"8252","HRH1_HUMAN","Sca36411",1
"8253","MET_HUMAN","Sca36411",8
"8254","HCAR2_HUMAN","Sca36411",6
"8255","TRPV1_RAT","Sca36431",1
"8256","TRPV1_HUMAN","Sca36431",39
"8257","DPP4_HUMAN","Sca36431",1
"8258","ACM2_RAT","Sca36508",2
"8259","ACM1_RAT","Sca36508",2
"8260","HRH3_HUMAN","Sca3659",18
"8261","HRH4_HUMAN","Sca3659",12
"8262","PLMN_RAT","Sca36610",1
"8263","CAH9_HUMAN","Sca36618",1
"8264","CAH2_HUMAN","Sca36618",1
"8265","CAH6_HUMAN","Sca36618",1
"8266","CAH1_HUMAN","Sca36618",1
"8267","P2RX7_HUMAN","Sca36618",6
"8268","FLT3_HUMAN","Sca36695",7
"8269","NR1H2_HUMAN","Sca36695",8
"8270","NR1H3_HUMAN","Sca36695",17
"8271","PGFRB_HUMAN","Sca36722",1
"8272","SRC_HUMAN","Sca36722",2
"8273","VGFR2_HUMAN","Sca36722",1
"8274","EGFR_HUMAN","Sca36722",2
"8275","FGFR1_HUMAN","Sca36722",2
"8276","ABL1_HUMAN","Sca36722",2
"8277","SC6A4_RAT","Sca36757",10
"8278","SC6A4_HUMAN","Sca36757",4
"8279","SC6A3_RAT","Sca36757",18
"8280","SC6A3_HUMAN","Sca36757",19
"8281","SC6A2_HUMAN","Sca36757",1
"8282","CAH2_HUMAN","Sca36790",11
"8283","CAH4_HUMAN","Sca36790",10
"8284","OPRD_RAT","Sca36857",1
"8285","OPRD_MOUSE","Sca36857",1
"8286","OPRD_HUMAN","Sca36857",1
"8287","OPRK_RAT","Sca36857",1
"8288","OPRM_RAT","Sca36857",1
"8289","OPRM_HUMAN","Sca36857",1
"8290","MMP13_HUMAN","Sca36873",1
"8291","MMP1_HUMAN","Sca36873",1
"8292","DPP4_RAT","Sca36873",1
"8293","DPP4_HUMAN","Sca36873",1
"8294","HRH3_HUMAN","Sca3691",2
"8295","SSR5_HUMAN","Sca3691",5
"8296","PYRD_HUMAN","Sca36943",3
"8297","C11B2_HUMAN","Sca36943",1
"8298","C11B1_HUMAN","Sca36943",1
"8299","GRM5_RAT","Sca36943",1
"8300","GSK3B_HUMAN","Sca36943",3
"8301","HRH1_HUMAN","Sca36993",7
"8302","KCNH2_HUMAN","Sca36993",6
"8303","ACM1_HUMAN","Sca36993",1
"8304","NPY5R_MOUSE","Sca36993",1
"8305","DPP4_HUMAN","Sca36993",1
"8306","SCNAA_HUMAN","Sca3710",1
"8307","SCN9A_HUMAN","Sca3710",28
"8308","ACE_RAT","Sca3710",2
"8309","NEP_RAT","Sca3710",1
"8310","CP3A4_HUMAN","Sca37107",1
"8311","5HT2B_HUMAN","Sca37107",1
"8312","5HT3A_HUMAN","Sca37107",1
"8313","CP1A2_HUMAN","Sca37107",1
"8314","5HT2A_HUMAN","Sca37179",1
"8315","DRD4_RAT","Sca37179",2
"8316","DRD1_HUMAN","Sca37179",2
"8317","5HT5A_HUMAN","Sca37191",2
"8318","C11B2_HUMAN","Sca37191",1
"8319","C11B1_HUMAN","Sca37191",1
"8320","KCNH2_HUMAN","Sca37241",1
"8321","MK14_MOUSE","Sca37241",1
"8322","MK14_HUMAN","Sca37241",2
"8323","HRH3_HUMAN","Sca3725",1
"8324","KCNH2_HUMAN","Sca3725",1
"8325","SC6A3_HUMAN","Sca3725",6
"8326","5HT2A_RAT","Sca3725",1
"8327","DRD2_RAT","Sca3725",1
