"","TargetName","Scaffold","MolNum"
"3223","ALK_HUMAN","Sca175197",7
"3224","VGFR2_HUMAN","Sca175197",1
"3225","AURKB_HUMAN","Sca175197",1
"3226","MET_HUMAN","Sca175197",1
"3227","MP2K1_HUMAN","Sca175240",16
"3228","KCNH2_HUMAN","Sca175248",1
"3229","NR1H4_HUMAN","Sca175248",23
"3230","MMP1_HUMAN","Sca17529",1
"3231","MMP3_HUMAN","Sca17529",1
"3232","MMP2_HUMAN","Sca17529",1
"3233","MMP3_HUMAN","Sca17534",1
"3234","MMP2_HUMAN","Sca17534",1
"3235","MMP9_HUMAN","Sca17534",1
"3236","MMP8_HUMAN","Sca17534",1
"3237","AOFA_HUMAN","Sca175404",1
"3238","5HT2B_HUMAN","Sca175404",1
"3239","5HT2C_HUMAN","Sca175404",1
"3240","ABCG2_HUMAN","Sca17542",15
"3241","HDAC6_HUMAN","Sca175455",1
"3242","HDAC1_HUMAN","Sca175455",1
"3243","HDAC3_HUMAN","Sca175455",1
"3244","HDAC8_HUMAN","Sca175455",1
"3245","GP119_RAT","Sca175551",2
"3246","GP119_HUMAN","Sca175551",2
"3247","HYES_HUMAN","Sca175551",1
"3248","RAF1_HUMAN","Sca175551",1
"3249","CCKAR_RAT","Sca1758",2
"3250","CCKAR_HUMAN","Sca1758",2
"3251","GASR_RAT","Sca1758",1
"3252","GASR_MOUSE","Sca1758",1
"3253","GASR_HUMAN","Sca1758",1
"3254","PSB8_HUMAN","Sca175907",2
"3255","HRH3_MOUSE","Sca175946",6
"3256","HRH3_HUMAN","Sca175946",34
"3257","HRH3_HUMAN","Sca175956",1
"3258","S1PR3_HUMAN","Sca175956",2
"3259","S1PR1_HUMAN","Sca175956",2
"3260","ALK_HUMAN","Sca175996",10
"3261","INSR_HUMAN","Sca175996",1
"3262","MET_HUMAN","Sca175996",8
"3263","COMT_HUMAN","Sca176",2
"3264","CAH9_HUMAN","Sca176",3
"3265","CAH2_HUMAN","Sca176",3
"3266","CAH12_HUMAN","Sca176",3
"3267","CAH14_HUMAN","Sca176",2
"3268","SC5A2_HUMAN","Sca176081",78
"3269","M3K5_HUMAN","Sca176114",3
"3270","OPRD_MOUSE","Sca17612",4
"3271","OPRD_HUMAN","Sca17612",8
"3272","OPRK_HUMAN","Sca17612",14
"3273","OPRM_MOUSE","Sca17612",4
"3274","OPRM_HUMAN","Sca17612",10
"3275","KCNH2_HUMAN","Sca176291",1
"3276","ROCK1_HUMAN","Sca176291",2
"3277","PD2R2_HUMAN","Sca17634",1
"3278","MMP2_HUMAN","Sca17634",10
"3279","MMP9_HUMAN","Sca17634",13
"3280","SC6A3_HUMAN","Sca176361",7
"3281","SC6A4_HUMAN","Sca176362",2
"3282","SC6A3_HUMAN","Sca176362",10
"3283","5HT3A_HUMAN","Sca176394",21
"3284","5HT7R_RAT","Sca176547",12
"3285","V2R_RAT","Sca17672",12
"3286","V1AR_RAT","Sca17672",11
"3287","SC6A2_HUMAN","Sca176780",1
"3288","5HT1A_HUMAN","Sca176780",1
"3289","SC6A5_RAT","Sca176837",1
"3290","SC6A9_RAT","Sca176837",1
"3291","V2R_RAT","Sca17684",1
"3292","V2R_HUMAN","Sca17684",6
"3293","V1AR_RAT","Sca17684",1
"3294","V1AR_HUMAN","Sca17684",1
"3295","V2R_RAT","Sca17685",12
"3296","V2R_HUMAN","Sca17685",22
"3297","OXYR_HUMAN","Sca17685",2
"3298","V1AR_RAT","Sca17685",12
"3299","V1AR_HUMAN","Sca17685",26
"3300","PGH2_MOUSE","Sca17688",3
"3301","PGH1_MOUSE","Sca17688",2
"3302","AA2BR_HUMAN","Sca176887",1
"3303","AA2AR_HUMAN","Sca176887",1
"3304","AA3R_HUMAN","Sca176887",1
"3305","PDE4B_HUMAN","Sca176887",1
"3306","TP4A3_HUMAN","Sca17692",1
"3307","ESR2_HUMAN","Sca177082",2
"3308","GRM2_RAT","Sca177087",14
"3309","FLT3_HUMAN","Sca177136",3
"3310","PGFRA_HUMAN","Sca177136",2
"3311","VGFR3_HUMAN","Sca177136",1
"3312","VGFR2_HUMAN","Sca177136",2
"3313","JAK2_HUMAN","Sca177252",1
"3314","BAD_HUMAN","Sca177252",2
"3315","PIM1_HUMAN","Sca177252",2
"3316","PIM2_HUMAN","Sca177252",2
"3317","S22A6_MOUSE","Sca17726",1
"3318","MET_HUMAN","Sca17726",1
"3319","MPIP1_HUMAN","Sca17727",1
"3320","MPIP2_HUMAN","Sca17727",1
"3321","AMPN_MOUSE","Sca177387",2
"3322","AMPN_HUMAN","Sca177387",3
"3323","PE2R4_HUMAN","Sca177409",17
"3324","TAAR1_MOUSE","Sca177511",1
"3325","ACES_MOUSE","Sca17764",6
"3326","ACES_RAT","Sca17764",3
"3327","ACES_HUMAN","Sca17764",2
"3328","ACES_RAT","Sca17765",2
"3329","AOFA_HUMAN","Sca17765",3
"3330","AOFB_HUMAN","Sca17765",3
"3331","AURKB_HUMAN","Sca17765",1
"3332","SIR1_HUMAN","Sca17765",1
"3333","AA2BR_HUMAN","Sca177719",4
"3334","AA2AR_HUMAN","Sca177719",1
"3335","CP2CJ_HUMAN","Sca177719",1
"3336","CP3A4_HUMAN","Sca177721",2
"3337","AA2BR_HUMAN","Sca177721",2
"3338","AA2AR_HUMAN","Sca177721",1
"3339","CP2CJ_HUMAN","Sca177721",1
"3340","AA2BR_HUMAN","Sca177725",2
"3341","AA2AR_HUMAN","Sca177725",2
"3342","AA3R_HUMAN","Sca177725",1
"3343","CP2CJ_HUMAN","Sca177725",1
"3344","EDNRB_MOUSE","Sca177773",3
"3345","EDNRA_MOUSE","Sca177773",3
"3346","MK07_HUMAN","Sca177783",10
"3347","LRRK2_HUMAN","Sca177792",2
"3348","MK07_HUMAN","Sca177792",1
"3349","CDK1_HUMAN","Sca177969",1
"3350","CDC7_HUMAN","Sca177969",2
"3351","GSK3B_MOUSE","Sca178002",1
"3352","MK01_HUMAN","Sca178144",3
"3353","GSK3B_HUMAN","Sca178144",4
"3354","CCR1_HUMAN","Sca178192",7
"3355","CCR2_HUMAN","Sca178192",1
"3356","CCR5_HUMAN","Sca178196",14
"3357","CCR2_HUMAN","Sca178196",16
"3358","KCNH2_HUMAN","Sca178198",1
"3359","CCR5_MOUSE","Sca178198",1
"3360","CCR5_HUMAN","Sca178198",3
"3361","CCR2_MOUSE","Sca178198",1
"3362","CCR2_RAT","Sca178198",1
"3363","CCR2_HUMAN","Sca178198",18
"3364","ST14_HUMAN","Sca17824",5
"3365","FA10_HUMAN","Sca17824",4
"3366","THRB_HUMAN","Sca17824",2
"3367","KPCD1_HUMAN","Sca178323",3
"3368","KPCD1_HUMAN","Sca178326",2
"3369","NPY2R_HUMAN","Sca178326",1
"3370","ANM1_HUMAN","Sca178326",1
"3371","ANM6_HUMAN","Sca178326",1
"3372","CCKAR_RAT","Sca17855",8
"3373","PDPK1_HUMAN","Sca178585",3
"3374","ROCK1_HUMAN","Sca178585",7
"3375","ROCK2_HUMAN","Sca178585",27
"3376","CAH2_HUMAN","Sca1787",1
"3377","CAH4_HUMAN","Sca1787",1
"3378","CAH1_HUMAN","Sca1787",1
"3379","V1BR_HUMAN","Sca178729",4
"3380","5HT1A_HUMAN","Sca17877",1
"3381","5HT6R_HUMAN","Sca17877",1
"3382","LRRK2_HUMAN","Sca17877",1
"3383","MAP11_HUMAN","Sca17877",1
"3384","CSF1R_HUMAN","Sca178783",1
"3385","LYN_HUMAN","Sca178783",1
"3386","RAF1_HUMAN","Sca178783",1
"3387","BRAF_HUMAN","Sca178783",1
"3388","MC4R_MOUSE","Sca178905",4
"3389","MC3R_MOUSE","Sca178905",2
"3390","MSHR_MOUSE","Sca178905",5
"3391","MC5R_MOUSE","Sca178905",5
"3392","HRH3_HUMAN","Sca17907",1
"3393","ACM1_RAT","Sca17907",1
"3394","CNR1_HUMAN","Sca17907",1
"3395","HDAC4_HUMAN","Sca17908",1
"3396","HDAC6_HUMAN","Sca17908",1
"3397","GPR35_HUMAN","Sca17908",1
"3398","HDAC2_HUMAN","Sca17908",8
"3399","HDAC8_HUMAN","Sca17908",8
"3400","HRH3_HUMAN","Sca179092",2
"3401","RENI_HUMAN","Sca179092",1
"3402","HRH3_HUMAN","Sca1791",3
"3403","VACHT_RAT","Sca1791",1
"3404","DPP4_HUMAN","Sca1791",1
"3405","NMDE3_RAT","Sca1791",4
"3406","OPRX_HUMAN","Sca1791",1
"3407","HRH3_MOUSE","Sca17929",1
"3408","HRH3_HUMAN","Sca17929",4
"3409","NK1R_HUMAN","Sca17929",1
"3410","SC6A4_HUMAN","Sca17929",1
"3411","CCR2_HUMAN","Sca17929",4
"3412","NTR2_RAT","Sca17929",1
"3413","ST14_HUMAN","Sca17935",17
"3414","PLMN_HUMAN","Sca17935",3
"3415","UROK_HUMAN","Sca17935",22
"3416","THRB_HUMAN","Sca17935",1
"3417","S1PR2_RAT","Sca17935",1
"3418","S1PR2_HUMAN","Sca17935",8
"3419","GRM4_RAT","Sca179562",1
"3420","GRM4_HUMAN","Sca179562",1
"3421","GRM1_HUMAN","Sca179562",1
"3422","TTK_HUMAN","Sca179812",1
"3423","MK10_HUMAN","Sca179812",1
"3424","MK09_HUMAN","Sca179812",1
"3425","MK08_HUMAN","Sca179812",1
"3426","FA7_HUMAN","Sca17982",1
"3427","TRYB1_HUMAN","Sca17982",2
"3428","FA10_HUMAN","Sca17982",11
"3429","THRB_HUMAN","Sca17982",1
"3430","MK14_HUMAN","Sca17998",9
"3431","MTOR_HUMAN","Sca17998",3
"3432","GRIK1_RAT","Sca180065",1
"3433","CP3A4_HUMAN","Sca180066",1
"3434","LIMK1_HUMAN","Sca180066",29
"3435","TYSY_HUMAN","Sca180068",1
"3436","DYR_HUMAN","Sca180068",1
"3437","IMDH2_HUMAN","Sca18007",7
"3438","IMDH1_HUMAN","Sca18007",7
"3439","DDR1_HUMAN","Sca180112",1
"3440","DDR2_HUMAN","Sca180112",1
"3441","MMP13_HUMAN","Sca18023",2
"3442","ADRB1_HUMAN","Sca18023",1
"3443","ADRB2_HUMAN","Sca18023",1
"3444","ADRB3_HUMAN","Sca18023",1
"3445","MMP8_HUMAN","Sca18023",2
"3446","KPCD_HUMAN","Sca18025",15
"3447","KPCL_HUMAN","Sca18025",12
"3448","KPCE_HUMAN","Sca18025",12
"3449","KPCA_HUMAN","Sca18025",11
"3450","KPCG_HUMAN","Sca18025",10
"3451","KPCB_HUMAN","Sca18025",14
"3452","KPCD_HUMAN","Sca18026",1
"3453","KPCL_HUMAN","Sca18026",1
"3454","CAH9_HUMAN","Sca1804",1
"3455","CAH1_HUMAN","Sca1804",1
"3456","VGFR2_HUMAN","Sca1804",1
"3457","ACES_HUMAN","Sca180456",7
"3458","AOFA_RAT","Sca180456",10
"3459","AOFA_HUMAN","Sca180456",10
"3460","AOFB_RAT","Sca180456",10
"3461","AOFB_HUMAN","Sca180456",10
"3462","BACE1_HUMAN","Sca180459",44
"3463","CATD_HUMAN","Sca180459",18
"3464","MK10_RAT","Sca180629",1
"3465","MK09_HUMAN","Sca180629",1
"3466","MK08_HUMAN","Sca180629",1
"3467","HRH3_MOUSE","Sca18068",1
"3468","HRH3_HUMAN","Sca18068",2
"3469","NK1R_HUMAN","Sca18068",1
"3470","SC6A4_HUMAN","Sca18068",1
"3471","5HT1A_RAT","Sca18068",1
"3472","S5A2_HUMAN","Sca180781",5
"3473","THRB_HUMAN","Sca18080",17
"3474","HEPS_HUMAN","Sca18084",1
"3475","THRB_HUMAN","Sca18084",6
"3476","SC5A2_RAT","Sca180973",1
"3477","SC5A2_HUMAN","Sca180973",37
"3478","PTN1_HUMAN","Sca18099",2
"3479","HDAC1_HUMAN","Sca18099",5
"3480","EPHB4_HUMAN","Sca180992",18
"3481","M3K5_HUMAN","Sca181158",1
"3482","AKT1_HUMAN","Sca181158",2
"3483","AA1R_RAT","Sca18118",2
"3484","AA1R_MOUSE","Sca18118",1
"3485","AA1R_HUMAN","Sca18118",1
"3486","MTOR_MOUSE","Sca181205",8
"3487","GP119_RAT","Sca181337",15
"3488","GP119_HUMAN","Sca181337",20
"3489","SSR2_HUMAN","Sca181352",6
"3490","NK1R_RAT","Sca181373",1
"3491","NK1R_HUMAN","Sca181373",1
"3492","OPRM_RAT","Sca181373",1
"3493","HYES_HUMAN","Sca181393",1
"3494","CNR1_HUMAN","Sca181393",1
"3495","NTR2_RAT","Sca181393",1
"3496","KSYK_HUMAN","Sca181513",3
"3497","LRRK2_HUMAN","Sca181513",2
"3498","DYR1A_RAT","Sca181513",3
"3499","ADA1A_HUMAN","Sca18152",1
"3500","ADA1D_RAT","Sca18152",1
"3501","ADA1D_HUMAN","Sca18152",1
"3502","ATS5_HUMAN","Sca181543",1
"3503","ATS4_HUMAN","Sca181543",1
"3504","MMP1_HUMAN","Sca181552",2
"3505","MMP14_HUMAN","Sca181552",3
"3506","ATS5_HUMAN","Sca181552",3
"3507","MMP14_HUMAN","Sca181563",3
"3508","ATS5_HUMAN","Sca181563",8
"3509","MMP14_HUMAN","Sca181565",1
"3510","ATS5_HUMAN","Sca181565",3
"3511","ATS4_HUMAN","Sca181565",1
"3512","ADA1A_HUMAN","Sca181603",12
"3513","ADA1B_HUMAN","Sca181603",11
"3514","KCNH2_HUMAN","Sca181603",3
"3515","ADA1A_HUMAN","Sca181624",4
"3516","ADA1B_HUMAN","Sca181624",4
"3517","HRH3_HUMAN","Sca181624",1
"3518","HRH1_HUMAN","Sca181624",1
"3519","KCNH2_HUMAN","Sca181624",1
"3520","SC5A2_MOUSE","Sca181652",2
"3521","SC5A1_HUMAN","Sca181653",3
"3522","SC5A2_RAT","Sca181653",1
"3523","SC5A2_MOUSE","Sca181653",4
"3524","SC5A4_HUMAN","Sca181653",6
"3525","KPCD_HUMAN","Sca18171",2
"3526","KPCG_HUMAN","Sca18171",2
"3527","KPCB_HUMAN","Sca18171",2
"3528","ADRB1_HUMAN","Sca18175",3
"3529","ADRB2_HUMAN","Sca18175",3
"3530","ADRB3_HUMAN","Sca18175",3
"3531","5HT1B_HUMAN","Sca18175",1
"3532","5HT1A_HUMAN","Sca18175",1
"3533","CATS_HUMAN","Sca18175",1
"3534","DRD3_RAT","Sca18185",1
"3535","DRD4_RAT","Sca18185",1
"3536","DRD1_RAT","Sca18185",8
"3537","DRD1_HUMAN","Sca18185",1
"3538","DRD2_RAT","Sca18185",8
"3539","DRD5_RAT","Sca18185",1
"3540","ANDR_MOUSE","Sca18189",2
"3541","KCMA1_RAT","Sca18191",1
"3542","NPY5R_HUMAN","Sca18191",1
"3543","GP119_MOUSE","Sca181912",12
"3544","GP119_HUMAN","Sca181912",12
"3545","5HT1A_HUMAN","Sca18193",1
"3546","5HT2A_RAT","Sca18193",4
"3547","5HT2A_HUMAN","Sca18193",1
"3548","DRD3_HUMAN","Sca18193",1
"3549","DRD2_RAT","Sca18193",8
"3550","DRD2_HUMAN","Sca18193",2
"3551","MMP13_HUMAN","Sca181953",1
"3552","MMP3_HUMAN","Sca181953",1
"3553","MMP13_HUMAN","Sca181955",3
"3554","MMP3_HUMAN","Sca181955",3
"3555","MMP2_HUMAN","Sca181955",3
"3556","MMP9_HUMAN","Sca181955",1
"3557","MMP8_HUMAN","Sca181955",3
"3558","MMP13_HUMAN","Sca181958",1
"3559","MMP3_HUMAN","Sca181958",1
"3560","MMP2_HUMAN","Sca181958",1
"3561","MMP8_HUMAN","Sca181958",1
"3562","MMP13_HUMAN","Sca181960",1
"3563","MMP3_HUMAN","Sca181960",1
"3564","MMP7_HUMAN","Sca181960",1
"3565","MMP2_HUMAN","Sca181960",1
"3566","MMP9_HUMAN","Sca181960",1
"3567","MMP8_HUMAN","Sca181960",1
"3568","MMP13_HUMAN","Sca181968",1
"3569","MMP3_HUMAN","Sca181968",1
"3570","MMP8_HUMAN","Sca181968",1
"3571","GHSR_HUMAN","Sca18213",2
"3572","FPR2_HUMAN","Sca18213",2
"3573","NK1R_HUMAN","Sca18217",7
"3574","NK3R_HUMAN","Sca18217",1
"3575","CP3A4_HUMAN","Sca18217",1
"3576","V1AR_RAT","Sca182224",5
"3577","V1AR_HUMAN","Sca182224",17
"3578","5HT1A_HUMAN","Sca182257",12
"3579","5HT2A_HUMAN","Sca182257",12
"3580","DRD2_HUMAN","Sca182257",12
"3581","GRM2_RAT","Sca182283",14
"3582","GRM2_HUMAN","Sca182283",4
"3583","DRD2_RAT","Sca182283",2
"3584","GRM2_RAT","Sca182285",1
"3585","DRD2_RAT","Sca182285",1
"3586","VACHT_HUMAN","Sca18247",2
"3587","CCR1_HUMAN","Sca18247",3
"3588","MTR1B_HUMAN","Sca182476",13
"3589","MTR1A_HUMAN","Sca182476",12
"3590","S5A2_RAT","Sca182679",1
"3591","ACM2_RAT","Sca182865",1
"3592","ACM2_HUMAN","Sca182865",1
"3593","ACM3_RAT","Sca182865",1
"3594","ACM3_HUMAN","Sca182865",1
"3595","ACM1_RAT","Sca182865",1
"3596","ACM1_HUMAN","Sca182865",1
"3597","MMP1_HUMAN","Sca18291",3
"3598","MMP3_HUMAN","Sca18291",2
"3599","MMP14_HUMAN","Sca18291",1
"3600","MMP7_HUMAN","Sca18291",2
"3601","MMP2_HUMAN","Sca18291",3
"3602","MMP9_HUMAN","Sca18291",2
"3603","OXYR_HUMAN","Sca182999",2
"3604","V1BR_HUMAN","Sca182999",2
"3605","V1AR_HUMAN","Sca182999",2
"3606","AA1R_RAT","Sca18332",1
"3607","AA1R_HUMAN","Sca18332",4
"3608","AA2BR_HUMAN","Sca18332",2
"3609","AA2AR_HUMAN","Sca18332",4
"3610","AA3R_HUMAN","Sca18332",5
"3611","S29A1_HUMAN","Sca18341",2
"3612","AA1R_HUMAN","Sca18341",5
"3613","AA3R_HUMAN","Sca18341",18
"3614","DOT1L_HUMAN","Sca18341",1
"3615","HMDH_RAT","Sca183444",16
"3616","LCAP_HUMAN","Sca183495",4
"3617","FABP4_HUMAN","Sca183507",2
"3618","ADA1A_HUMAN","Sca18365",2
"3619","MCHR1_RAT","Sca18365",1
"3620","MMP13_HUMAN","Sca183780",3
"3621","MMP2_HUMAN","Sca183780",2
"3622","MMP9_HUMAN","Sca183780",1
"3623","AA1R_RAT","Sca18394",2
"3624","AA1R_MOUSE","Sca18394",1
"3625","AA1R_HUMAN","Sca18394",2
"3626","AA2BR_HUMAN","Sca18394",1
"3627","AA2AR_RAT","Sca18394",2
"3628","AA2AR_HUMAN","Sca18394",1
"3629","EDNRB_RAT","Sca184021",1
"3630","OXYR_RAT","Sca184026",1
"3631","OXYR_HUMAN","Sca184072",4
"3632","V1BR_HUMAN","Sca184072",4
"3633","TOP1_HUMAN","Sca18420",4
"3634","PIM3_HUMAN","Sca184301",1
"3635","RAF1_HUMAN","Sca184301",1
"3636","BRAF_HUMAN","Sca184301",1
"3637","PIM1_HUMAN","Sca184301",1
"3638","PIM2_HUMAN","Sca184301",1
"3639","ADA1B_HUMAN","Sca184464",1
"3640","ADA1D_HUMAN","Sca184464",2
"3641","ADA1D_HUMAN","Sca184472",1
"3642","AOFA_HUMAN","Sca184551",2
"3643","5HT6R_HUMAN","Sca184551",1
"3644","HDAC6_MOUSE","Sca184563",3
"3645","HDAC6_HUMAN","Sca184563",3
"3646","HDAC1_HUMAN","Sca184563",9
"3647","AOFA_HUMAN","Sca184651",5
"3648","KDM1A_HUMAN","Sca184651",5
"3649","MK14_HUMAN","Sca184772",13
"3650","RAF1_HUMAN","Sca184772",1
"3651","PD2R2_HUMAN","Sca184885",5
"3652","CETP_HUMAN","Sca184885",8
"3653","CNR1_HUMAN","Sca184971",26
"3654","AMYP_HUMAN","Sca18500",1
"3655","CAH9_HUMAN","Sca18500",28
"3656","CAH2_HUMAN","Sca18500",28
"3657","CAH1_HUMAN","Sca18500",4
"3658","CAH12_HUMAN","Sca18500",28
"3659","CAH14_HUMAN","Sca18500",16
"3660","HDAC5_HUMAN","Sca185056",1
"3661","HDAC1_HUMAN","Sca185056",1
"3662","HDAC3_HUMAN","Sca185056",1
"3663","HDAC2_HUMAN","Sca185056",1
"3664","GHSR_HUMAN","Sca1851",12
"3665","SC6A4_HUMAN","Sca1851",2
"3666","CP1A2_HUMAN","Sca1851",1
"3667","MMP13_HUMAN","Sca185166",1
"3668","MMP3_HUMAN","Sca185166",1
"3669","MMP14_HUMAN","Sca185166",1
"3670","MMP9_HUMAN","Sca185166",1
"3671","MMP8_HUMAN","Sca185166",1
"3672","MMP13_HUMAN","Sca185176",1
"3673","MMP1_HUMAN","Sca185176",1
"3674","MMP14_HUMAN","Sca185176",1
"3675","MMP2_HUMAN","Sca185176",1
"3676","DRD1_HUMAN","Sca185267",1
"3677","DRD2_RAT","Sca185267",1
"3678","DYRK2_HUMAN","Sca185288",1
"3679","DYR1A_RAT","Sca185288",1
"3680","CLK3_MOUSE","Sca185288",1
"3681","CLK1_MOUSE","Sca185288",1
"3682","PE2R4_MOUSE","Sca185324",6
"3683","PE2R3_MOUSE","Sca185324",3
"3684","DYRK2_HUMAN","Sca185419",1
"3685","DYR1A_RAT","Sca185419",2
"3686","CLK1_MOUSE","Sca185419",2
"3687","PIM1_HUMAN","Sca185493",1
"3688","CLK1_MOUSE","Sca185493",1
"3689","OXYR_HUMAN","Sca185643",1
"3690","V1AR_RAT","Sca185643",4
"3691","V1AR_HUMAN","Sca185643",4
"3692","CP3A4_HUMAN","Sca185643",1
"3693","FLT3_HUMAN","Sca185664",20
"3694","VGFR2_HUMAN","Sca185664",16
"3695","VGFR1_HUMAN","Sca185664",6
"3696","AURKA_HUMAN","Sca185664",12
"3697","FLT3_HUMAN","Sca185665",2
"3698","VGFR2_HUMAN","Sca185665",2
"3699","FGFR1_HUMAN","Sca185665",1
"3700","FGFR2_HUMAN","Sca185665",1
"3701","FGFR3_HUMAN","Sca185665",1
"3702","CXCR3_RAT","Sca186069",2
"3703","CXCR3_HUMAN","Sca186069",18
"3704","TM11D_HUMAN","Sca186213",4
"3705","5HT1A_RAT","Sca186253",12
"3706","MMP9_HUMAN","Sca186315",18
"3707","HYES_RAT","Sca186389",1
"3708","HYES_HUMAN","Sca186389",13
"3709","CP2C9_HUMAN","Sca186389",1
"3710","KCNH2_HUMAN","Sca186393",1
"3711","SCN3A_HUMAN","Sca186393",1
"3712","SCN4A_HUMAN","Sca186393",1
"3713","SCN9A_HUMAN","Sca186393",4
"3714","PI2R_HUMAN","Sca186411",1
"3715","PD2R_MOUSE","Sca186411",2
"3716","PD2R_MOUSE","Sca186413",2
"3717","LRRK2_HUMAN","Sca186533",12
"3718","CNR2_RAT","Sca186620",17
"3719","CNR2_HUMAN","Sca186620",17
"3720","CNR1_RAT","Sca186620",12
"3721","CNR1_HUMAN","Sca186620",12
"3722","DPP2_HUMAN","Sca186663",2
"3723","NK1R_HUMAN","Sca186716",27
"3724","OPRD_RAT","Sca18695",4
"3725","OPRD_HUMAN","Sca18695",1
"3726","OPRM_RAT","Sca18695",5
"3727","OPRM_HUMAN","Sca18695",1
"3728","PK3CB_HUMAN","Sca187136",1
"3729","AKT1_HUMAN","Sca187136",3
"3730","MET_HUMAN","Sca187206",1
"3731","MTOR_HUMAN","Sca187206",1
"3732","VACHT_HUMAN","Sca187227",7
"3733","AURKB_HUMAN","Sca187257",29
"3734","ALK_HUMAN","Sca187278",8
"3735","JAK2_HUMAN","Sca187278",13
"3736","SCN9A_HUMAN","Sca18732",1
"3737","NEP_RAT","Sca18732",1
"3738","NPY2R_HUMAN","Sca187405",5
"3739","HCN4_HUMAN","Sca187556",1
"3740","HCN1_HUMAN","Sca187556",1
"3741","VACHT_RAT","Sca187563",1
"3742","5HT7R_HUMAN","Sca187563",1
"3743","SSR3_HUMAN","Sca187598",2
"3744","SSR4_HUMAN","Sca187598",1
"3745","GBRB3_HUMAN","Sca1876",12
"3746","CAH9_HUMAN","Sca1876",14
"3747","CAH2_HUMAN","Sca1876",14
"3748","CAH1_HUMAN","Sca1876",10
"3749","CAH12_HUMAN","Sca1876",14
"3750","SC5A2_HUMAN","Sca1876",12
"3751","HRH3_MOUSE","Sca187615",1
"3752","HRH3_HUMAN","Sca187615",2
"3753","CCR2_HUMAN","Sca187615",12
"3754","DPP4_HUMAN","Sca187619",1
"3755","OPRX_HUMAN","Sca187619",1
"3756","HRH3_MOUSE","Sca187622",1
"3757","HRH3_HUMAN","Sca187622",2
"3758","NK1R_HUMAN","Sca187622",1
"3759","V1AR_HUMAN","Sca18770",1
"3760","MK14_HUMAN","Sca18770",1
"3761","RET_HUMAN","Sca187813",1
"3762","MET_HUMAN","Sca187813",3
"3763","PIM3_HUMAN","Sca187885",1
"3764","CRFR1_HUMAN","Sca187885",1
"3765","DYRK3_HUMAN","Sca187885",1
"3766","HIPK2_HUMAN","Sca187885",1
"3767","EHMT2_HUMAN","Sca187959",2
"3768","MMP13_HUMAN","Sca1881",7
"3769","MMP12_HUMAN","Sca1881",7
"3770","ILK_HUMAN","Sca188185",1
"3771","SC6A9_HUMAN","Sca1882",1
"3772","5HT2B_HUMAN","Sca1882",1
"3773","5HT2A_HUMAN","Sca1882",1
"3774","5HT2C_HUMAN","Sca1882",2
"3775","ROCK2_HUMAN","Sca1882",1
"3776","SC6A4_HUMAN","Sca188277",1
"3777","DRD3_HUMAN","Sca188277",1
"3778","DRD2_HUMAN","Sca188277",1
"3779","PPARG_HUMAN","Sca18841",16
"3780","KSYK_HUMAN","Sca188555",2
"3781","AURKB_HUMAN","Sca188555",1
"3782","KCNH2_HUMAN","Sca188675",1
"3783","KSYK_HUMAN","Sca188675",2
"3784","JAK3_HUMAN","Sca188675",1
"3785","AURKB_HUMAN","Sca188675",1
"3786","TGFR1_HUMAN","Sca188688",35
"3787","KIT_HUMAN","Sca188780",3
"3788","FLT3_HUMAN","Sca188780",5
"3789","NK1R_HUMAN","Sca188847",1
"3790","OPRM_RAT","Sca188847",1
"3791","ACES_HUMAN","Sca1889",1
"3792","ADA2C_HUMAN","Sca1889",1
"3793","ACM4_HUMAN","Sca1889",1
"3794","MK14_MOUSE","Sca189",1
"3795","BRAF_HUMAN","Sca189",4
"3796","VMAT2_RAT","Sca18903",2
"3797","S12A5_RAT","Sca18903",4
"3798","DRD1_RAT","Sca18903",1
"3799","DRD2_RAT","Sca18903",1
"3800","BACE1_HUMAN","Sca18920",2
"3801","FA10_HUMAN","Sca18920",5
"3802","SC6A4_HUMAN","Sca189235",66
"3803","5HT2A_HUMAN","Sca189235",67
"3804","5HT2C_HUMAN","Sca189235",90
"3805","DYR1B_HUMAN","Sca189302",1
"3806","CLK4_HUMAN","Sca189302",1
"3807","KCNH2_HUMAN","Sca189311",1
"3808","ITK_HUMAN","Sca189311",5
"3809","BMX_HUMAN","Sca189311",1
"3810","BTK_HUMAN","Sca189311",8
"3811","BLK_HUMAN","Sca189311",1
"3812","RET_HUMAN","Sca189311",1
"3813","PK3CB_HUMAN","Sca189356",1
"3814","JAK3_HUMAN","Sca189356",1
"3815","MTOR_HUMAN","Sca189356",1
"3816","HRH3_RAT","Sca18948",1
"3817","HRH3_HUMAN","Sca18948",2
"3818","GRM1_RAT","Sca18948",1
"3819","GRM1_HUMAN","Sca18948",1
"3820","GPBAR_HUMAN","Sca18948",1
"3821","5HT1F_HUMAN","Sca1895",1
"3822","5HT1B_HUMAN","Sca1895",1
"3823","5HT1A_HUMAN","Sca1895",1
"3824","5HT1D_HUMAN","Sca1895",1
"3825","5HT6R_HUMAN","Sca1895",1
"3826","NTCP_HUMAN","Sca189602",3
"3827","ESR1_HUMAN","Sca189602",1
"3828","ANDR_RAT","Sca189602",1
"3829","KCNN3_HUMAN","Sca189656",1
"3830","KCNN2_HUMAN","Sca189656",1
"3831","KCNN2_HUMAN","Sca189665",1
"3832","RENI_HUMAN","Sca189752",20
